constellation,number_of_satellites,total_area_earth_km_sq,coverage_area_per_sat_sqkm,altitude_km,altitude_scenario,dl_frequency_Hz,dl_bandwidth_Hz,speed_of_light,antenna_diameter_m,antenna_efficiency,power_dBw,receiver_gain_dB,receiver_gain_scenario,earth_atmospheric_losses_dB,atmospheric_loss_scenario,all_other_losses_dB,number_of_channels,cnr_scenario,polarization,subscribers_low,subscribers_baseline,subscribers_high,fuel_mass_kg,fuel_mass_1_kg,fuel_mass_2_kg,fuel_mass_3_kg,satellite_manufacturing,satellite_launch_cost,satellite_launch_scenario,ground_station_cost,ground_station_scenario,spectrum_cost,regulation_fees,digital_infrastructure_cost,ground_station_energy,subscriber_acquisition,staff_costs,research_development,maintenance_costs,discount_rate,assessment_period_year,opex_costs,opex_scenario,capex_costs,capex_scenario
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,18000000,5,5,301800000,Baseline,356600000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,21000000,5,5,284800000,High,356600000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,21000000,5,5,294800000,High,356600000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,21000000,5,5,304800000,High,356600000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,15000000,5,5,278800000,Low,412272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,15000000,5,5,288800000,Low,412272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,15000000,5,5,298800000,Low,412272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,18000000,5,5,281800000,Baseline,412272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,18000000,5,5,291800000,Baseline,412272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,18000000,5,5,301800000,Baseline,412272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,21000000,5,5,284800000,High,412272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,21000000,5,5,294800000,High,412272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,21000000,5,5,304800000,High,412272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,15000000,5,5,278800000,Low,416272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,15000000,5,5,288800000,Low,416272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,15000000,5,5,298800000,Low,416272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,18000000,5,5,281800000,Baseline,416272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,18000000,5,5,291800000,Baseline,416272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,18000000,5,5,301800000,Baseline,416272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,21000000,5,5,284800000,High,416272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,21000000,5,5,294800000,High,416272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,21000000,5,5,304800000,High,416272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,15000000,5,5,278800000,Low,420272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,15000000,5,5,288800000,Low,420272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,15000000,5,5,298800000,Low,420272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,18000000,5,5,281800000,Baseline,420272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,18000000,5,5,291800000,Baseline,420272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,18000000,5,5,301800000,Baseline,420272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,21000000,5,5,284800000,High,420272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,21000000,5,5,294800000,High,420272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,7,Low,0.53,8,High(>13.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,213672000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,21000000,5,5,304800000,High,420272000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,Low,16000000.0,Low,125000000,7200000,3550000,3250000,50000000,197000000,60000000,15000000,5,5,278800000,Low,284928000.0,Low
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,Low,16000000.0,Low,125000000,7200000,3550000,3250000,50000000,207000000,60000000,15000000,5,5,288800000,Low,284928000.0,Low
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,Low,16000000.0,Low,125000000,7200000,3550000,3250000,50000000,217000000,60000000,15000000,5,5,298800000,Low,284928000.0,Low
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,Low,16000000.0,Low,125000000,7200000,3550000,3250000,50000000,197000000,60000000,18000000,5,5,281800000,Baseline,284928000.0,Low
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,Low,16000000.0,Low,125000000,7200000,3550000,3250000,50000000,207000000,60000000,18000000,5,5,291800000,Baseline,284928000.0,Low
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,Low,16000000.0,Low,125000000,7200000,3550000,3250000,50000000,217000000,60000000,18000000,5,5,301800000,Baseline,284928000.0,Low
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,Low,16000000.0,Low,125000000,7200000,3550000,3250000,50000000,197000000,60000000,21000000,5,5,284800000,High,284928000.0,Low
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,Low,16000000.0,Low,125000000,7200000,3550000,3250000,50000000,207000000,60000000,21000000,5,5,294800000,High,284928000.0,Low
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,Low,16000000.0,Low,125000000,7200000,3550000,3250000,50000000,217000000,60000000,21000000,5,5,304800000,High,284928000.0,Low
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,15000000,5,5,278800000,Low,288928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,15000000,5,5,288800000,Low,288928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,15000000,5,5,298800000,Low,288928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,18000000,5,5,281800000,Baseline,288928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,18000000,5,5,291800000,Baseline,288928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,18000000,5,5,301800000,Baseline,288928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,21000000,5,5,284800000,High,288928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,21000000,5,5,294800000,High,288928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,20000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,21000000,5,5,304800000,High,288928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,15000000,5,5,278800000,Low,292928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,15000000,5,5,288800000,Low,292928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,15000000,5,5,298800000,Low,292928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,18000000,5,5,281800000,Baseline,292928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,18000000,5,5,291800000,Baseline,292928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,18000000,5,5,301800000,Baseline,292928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,21000000,5,5,284800000,High,292928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,21000000,5,5,294800000,High,292928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,86328000,High,24000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,21000000,5,5,304800000,High,292928000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,15000000,5,5,278800000,Low,348600000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,15000000,5,5,288800000,Low,348600000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,15000000,5,5,298800000,Low,348600000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,18000000,5,5,281800000,Baseline,348600000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,18000000,5,5,291800000,Baseline,348600000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,18000000,5,5,301800000,Baseline,348600000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,197000000,60000000,21000000,5,5,284800000,High,348600000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,207000000,60000000,21000000,5,5,294800000,High,348600000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,High,16000000.0,High,125000000,7200000,3550000,3250000,50000000,217000000,60000000,21000000,5,5,304800000,High,348600000.0,High
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,Baseline,20000000.0,Baseline,125000000,7200000,3550000,3250000,50000000,197000000,60000000,15000000,5,5,278800000,Low,352600000.0,Baseline
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,Baseline,20000000.0,Baseline,125000000,7200000,3550000,3250000,50000000,207000000,60000000,15000000,5,5,288800000,Low,352600000.0,Baseline
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,Baseline,20000000.0,Baseline,125000000,7200000,3550000,3250000,50000000,217000000,60000000,15000000,5,5,298800000,Low,352600000.0,Baseline
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,Baseline,20000000.0,Baseline,125000000,7200000,3550000,3250000,50000000,197000000,60000000,18000000,5,5,281800000,Baseline,352600000.0,Baseline
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,Baseline,20000000.0,Baseline,125000000,7200000,3550000,3250000,50000000,207000000,60000000,18000000,5,5,291800000,Baseline,352600000.0,Baseline
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,Baseline,20000000.0,Baseline,125000000,7200000,3550000,3250000,50000000,217000000,60000000,18000000,5,5,301800000,Baseline,352600000.0,Baseline
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,Baseline,20000000.0,Baseline,125000000,7200000,3550000,3250000,50000000,197000000,60000000,21000000,5,5,284800000,High,352600000.0,Baseline
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,Baseline,20000000.0,Baseline,125000000,7200000,3550000,3250000,50000000,207000000,60000000,21000000,5,5,294800000,High,352600000.0,Baseline
OneWeb,720,510000000,708333.3333333334,1200,High,13500000000.0,250000000.0,300000000.0,0.65,0.6,30,35,High,10,Baseline,0.53,8,Baseline(7.6 - 10.5 dB),2,500000,800000,1000000,218150,7360,0,0,400000,150000000,Baseline,20000000.0,Baseline,125000000,7200000,3550000,3250000,50000000,217000000,60000000,21000000,5,5,304800000,High,352600000.0,Baseline
