,constellation,total_emissions_t,emission_per_capacity,emission_per_sqkm,emission_for_every_cost,mission_number,mission_total_emissions,mission_emission_per_capacity,mission_emission_per_sqkm,mission_emission_for_every_cost
67,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002318933293111,67,16098523.973472,0.015536853063843701,139.67836976983062,0.015536853063843701
68,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002318933293111,68,16338800.450688,0.0157687463931548,141.76312155744003,0.0157687463931548
69,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002297267626765,69,16579076.927904,0.0158511466246785,143.84787334504944,0.0158511466246785
70,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002297267626765,70,16819353.40512,0.016080873387355,145.93262513265884,0.016080873387355
71,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002297267626765,71,17059629.882335998,0.0163106001500315,148.01737692026828,0.0163106001500315
72,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002204268457918,72,17299906.359552,0.0158707328970096,150.10212870787768,0.0158707328970096
73,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002204268457918,73,17540182.836768,0.0160911597428014,152.1868804954871,0.0160911597428014
74,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002204268457918,74,17780459.313984,0.0163115865885932,154.2716322830965,0.0163115865885932
75,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
76,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
77,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
78,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002165443276295,74,17780459.313984,0.016024280244582998,154.2716322830965,0.016024280244582998
79,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002165443276295,74,17780459.313984,0.016024280244582998,154.2716322830965,0.016024280244582998
80,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002165443276295,74,17780459.313984,0.016024280244582998,154.2716322830965,0.016024280244582998
81,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002495842527198,74,17780459.313984,0.0184692347012652,154.2716322830965,0.0184692347012652
82,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002495842527198,74,17780459.313984,0.0184692347012652,154.2716322830965,0.0184692347012652
83,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002495842527198,74,17780459.313984,0.0184692347012652,154.2716322830965,0.0184692347012652
84,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.000247076293557,74,17780459.313984,0.018283645723218,154.2716322830965,0.018283645723218
85,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.000247076293557,74,17780459.313984,0.018283645723218,154.2716322830965,0.018283645723218
86,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.000247076293557,74,17780459.313984,0.018283645723218,154.2716322830965,0.018283645723218
87,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002446182356514,74,17780459.313984,0.018101749438203602,154.2716322830965,0.018101749438203602
88,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002446182356514,74,17780459.313984,0.018101749438203602,154.2716322830965,0.018101749438203602
89,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002446182356514,74,17780459.313984,0.018101749438203602,154.2716322830965,0.018101749438203602
90,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002341011510603,74,17780459.313984,0.0173234851784622,154.2716322830965,0.0173234851784622
91,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002341011510603,74,17780459.313984,0.0173234851784622,154.2716322830965,0.0173234851784622
92,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002341011510603,74,17780459.313984,0.0173234851784622,154.2716322830965,0.0173234851784622
93,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002318933293111,74,17780459.313984,0.0171601063690214,154.2716322830965,0.0171601063690214
94,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002318933293111,74,17780459.313984,0.0171601063690214,154.2716322830965,0.0171601063690214
95,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002318933293111,74,17780459.313984,0.0171601063690214,154.2716322830965,0.0171601063690214
96,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002297267626765,74,17780459.313984,0.016999780438061,154.2716322830965,0.016999780438061
97,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002297267626765,74,17780459.313984,0.016999780438061,154.2716322830965,0.016999780438061
98,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002297267626765,74,17780459.313984,0.016999780438061,154.2716322830965,0.016999780438061
99,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002204268457918,74,17780459.313984,0.0163115865885932,154.2716322830965,0.0163115865885932
100,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002204268457918,74,17780459.313984,0.0163115865885932,154.2716322830965,0.0163115865885932
101,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002204268457918,74,17780459.313984,0.0163115865885932,154.2716322830965,0.0163115865885932
102,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
103,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
104,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
105,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002165443276295,74,17780459.313984,0.016024280244582998,154.2716322830965,0.016024280244582998
106,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002165443276295,74,17780459.313984,0.016024280244582998,154.2716322830965,0.016024280244582998
107,Starlink,240276.477216,0.0026883852579599,2.084751787609412,0.0002165443276295,74,17780459.313984,0.016024280244582998,154.2716322830965,0.016024280244582998
108,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002495842527198,74,17780459.313984,0.0184692347012652,154.2716322830965,0.0184692347012652
109,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002495842527198,74,17780459.313984,0.0184692347012652,154.2716322830965,0.0184692347012652
110,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002495842527198,74,17780459.313984,0.0184692347012652,154.2716322830965,0.0184692347012652
111,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.000247076293557,74,17780459.313984,0.018283645723218,154.2716322830965,0.018283645723218
112,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.000247076293557,74,17780459.313984,0.018283645723218,154.2716322830965,0.018283645723218
113,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.000247076293557,74,17780459.313984,0.018283645723218,154.2716322830965,0.018283645723218
114,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002446182356514,74,17780459.313984,0.018101749438203602,154.2716322830965,0.018101749438203602
115,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002446182356514,74,17780459.313984,0.018101749438203602,154.2716322830965,0.018101749438203602
116,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002446182356514,74,17780459.313984,0.018101749438203602,154.2716322830965,0.018101749438203602
117,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002341011510603,74,17780459.313984,0.0173234851784622,154.2716322830965,0.0173234851784622
118,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002341011510603,74,17780459.313984,0.0173234851784622,154.2716322830965,0.0173234851784622
119,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002341011510603,74,17780459.313984,0.0173234851784622,154.2716322830965,0.0173234851784622
120,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002318933293111,74,17780459.313984,0.0171601063690214,154.2716322830965,0.0171601063690214
121,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002318933293111,74,17780459.313984,0.0171601063690214,154.2716322830965,0.0171601063690214
122,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002318933293111,74,17780459.313984,0.0171601063690214,154.2716322830965,0.0171601063690214
123,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002297267626765,74,17780459.313984,0.016999780438061,154.2716322830965,0.016999780438061
124,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002297267626765,74,17780459.313984,0.016999780438061,154.2716322830965,0.016999780438061
125,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002297267626765,74,17780459.313984,0.016999780438061,154.2716322830965,0.016999780438061
126,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002204268457918,74,17780459.313984,0.0163115865885932,154.2716322830965,0.0163115865885932
127,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002204268457918,74,17780459.313984,0.0163115865885932,154.2716322830965,0.0163115865885932
128,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002204268457918,74,17780459.313984,0.0163115865885932,154.2716322830965,0.0163115865885932
129,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
130,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
131,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
132,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002165443276295,74,17780459.313984,0.016024280244582998,154.2716322830965,0.016024280244582998
133,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002165443276295,74,17780459.313984,0.016024280244582998,154.2716322830965,0.016024280244582998
134,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002165443276295,74,17780459.313984,0.016024280244582998,154.2716322830965,0.016024280244582998
135,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002495842527198,74,17780459.313984,0.0184692347012652,154.2716322830965,0.0184692347012652
136,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002495842527198,74,17780459.313984,0.0184692347012652,154.2716322830965,0.0184692347012652
137,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002495842527198,74,17780459.313984,0.0184692347012652,154.2716322830965,0.0184692347012652
138,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.000247076293557,74,17780459.313984,0.018283645723218,154.2716322830965,0.018283645723218
139,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.000247076293557,74,17780459.313984,0.018283645723218,154.2716322830965,0.018283645723218
140,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.000247076293557,74,17780459.313984,0.018283645723218,154.2716322830965,0.018283645723218
141,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002446182356514,74,17780459.313984,0.018101749438203602,154.2716322830965,0.018101749438203602
142,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002446182356514,74,17780459.313984,0.018101749438203602,154.2716322830965,0.018101749438203602
143,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002446182356514,74,17780459.313984,0.018101749438203602,154.2716322830965,0.018101749438203602
144,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002341011510603,74,17780459.313984,0.0173234851784622,154.2716322830965,0.0173234851784622
145,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002341011510603,74,17780459.313984,0.0173234851784622,154.2716322830965,0.0173234851784622
146,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002341011510603,74,17780459.313984,0.0173234851784622,154.2716322830965,0.0173234851784622
147,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002318933293111,74,17780459.313984,0.0171601063690214,154.2716322830965,0.0171601063690214
148,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002318933293111,74,17780459.313984,0.0171601063690214,154.2716322830965,0.0171601063690214
149,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002318933293111,74,17780459.313984,0.0171601063690214,154.2716322830965,0.0171601063690214
150,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002297267626765,74,17780459.313984,0.016999780438061,154.2716322830965,0.016999780438061
151,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002297267626765,74,17780459.313984,0.016999780438061,154.2716322830965,0.016999780438061
152,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002297267626765,74,17780459.313984,0.016999780438061,154.2716322830965,0.016999780438061
153,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002204268457918,74,17780459.313984,0.0163115865885932,154.2716322830965,0.0163115865885932
154,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002204268457918,74,17780459.313984,0.0163115865885932,154.2716322830965,0.0163115865885932
155,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002204268457918,74,17780459.313984,0.0163115865885932,154.2716322830965,0.0163115865885932
156,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
157,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
158,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
159,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002165443276295,74,17780459.313984,0.016024280244582998,154.2716322830965,0.016024280244582998
160,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002165443276295,74,17780459.313984,0.016024280244582998,154.2716322830965,0.016024280244582998
161,Starlink,240276.477216,0.0041205838886436,2.084751787609412,0.0002165443276295,74,17780459.313984,0.016024280244582998,154.2716322830965,0.016024280244582998
162,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002495842527198,74,17780459.313984,0.0184692347012652,154.2716322830965,0.0184692347012652
163,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002495842527198,74,17780459.313984,0.0184692347012652,154.2716322830965,0.0184692347012652
164,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002495842527198,74,17780459.313984,0.0184692347012652,154.2716322830965,0.0184692347012652
165,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.000247076293557,74,17780459.313984,0.018283645723218,154.2716322830965,0.018283645723218
166,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.000247076293557,74,17780459.313984,0.018283645723218,154.2716322830965,0.018283645723218
167,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.000247076293557,74,17780459.313984,0.018283645723218,154.2716322830965,0.018283645723218
168,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002446182356514,74,17780459.313984,0.018101749438203602,154.2716322830965,0.018101749438203602
169,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002446182356514,74,17780459.313984,0.018101749438203602,154.2716322830965,0.018101749438203602
170,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002446182356514,74,17780459.313984,0.018101749438203602,154.2716322830965,0.018101749438203602
171,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002341011510603,74,17780459.313984,0.0173234851784622,154.2716322830965,0.0173234851784622
172,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002341011510603,74,17780459.313984,0.0173234851784622,154.2716322830965,0.0173234851784622
173,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002341011510603,74,17780459.313984,0.0173234851784622,154.2716322830965,0.0173234851784622
174,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002318933293111,74,17780459.313984,0.0171601063690214,154.2716322830965,0.0171601063690214
175,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002318933293111,74,17780459.313984,0.0171601063690214,154.2716322830965,0.0171601063690214
176,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002318933293111,74,17780459.313984,0.0171601063690214,154.2716322830965,0.0171601063690214
177,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002297267626765,74,17780459.313984,0.016999780438061,154.2716322830965,0.016999780438061
178,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002297267626765,74,17780459.313984,0.016999780438061,154.2716322830965,0.016999780438061
179,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002297267626765,74,17780459.313984,0.016999780438061,154.2716322830965,0.016999780438061
180,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002204268457918,74,17780459.313984,0.0163115865885932,154.2716322830965,0.0163115865885932
181,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002204268457918,74,17780459.313984,0.0163115865885932,154.2716322830965,0.0163115865885932
182,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002204268457918,74,17780459.313984,0.0163115865885932,154.2716322830965,0.0163115865885932
183,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
184,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
185,Starlink,240276.477216,0.0018747144367012,2.084751787609412,0.0002184683384936,74,17780459.313984,0.0161666570485264,154.2716322830965,0.0161666570485264
