iteration,constellation,number_of_satellites,number_of_ground_stations,subscribers_low,subscribers_baseline,subscribers_high,satellite_manufacturing,satellite_launch_cost,ground_station_cost,regulation_fees,fiber_infrastructure_cost,ground_station_energy,subscriber_acquisition,staff_costs,maintenance_costs,capex_costs,opex_costs,discount_rate,assessment_period_year
66,OneWeb,720,44,500000,800000,1000000,318497040,115287840,20176860,1125400,1839772,32164,3306544,150942000,2545436,455801512,692966791.8126569,7,5
67,OneWeb,720,44,500000,800000,1000000,317535120,112743360,23805188,1201700,2434124,29656,3286007,238141200,2413677,456517792,1075183689.9748287,7,5
68,OneWeb,720,44,500000,800000,1000000,246949920,118398240,23989064,1169200,2152656,28556,3315860,201109200,2466044,391489880,912929788.9367459,7,5
69,OneWeb,720,44,500000,800000,1000000,344711520,113552640,25008016,1184600,2167484,30712,3306917,198439200,2461602,485439660,901234233.9401377,7,5
70,OneWeb,720,44,500000,800000,1000000,321447600,109584000,22682704,1147800,1494328,27544,3367030,268462800,2520280,455208632,1208788373.2311335,7,5
71,OneWeb,720,44,500000,800000,1000000,226344240,120006720,22340340,1133500,2491016,28072,3272160,277922400,2401007,371182316,1249289725.5792627,7,5
72,OneWeb,720,44,500000,800000,1000000,306020160,109745280,20919624,1198500,1826264,32120,3272759,146688000,2492085,438511328,674241823.1931684,7,5
73,OneWeb,720,44,500000,800000,1000000,293941440,113109120,24773848,1178700,1947616,33088,3247894,121972800,2443771,433772024,565407347.8524927,7,5
74,OneWeb,720,44,500000,800000,1000000,345984480,115615440,23623424,1268400,1529132,26752,3249136,272376000,2445872,486752476,1225638361.827102,7,5
75,OneWeb,720,44,500000,800000,1000000,319349520,108061200,20987032,1174700,2726900,32032,3296374,162589200,2424521,451124652,743706131.5744478,7,5
76,OneWeb,720,44,500000,800000,1000000,256685760,107627760,22245212,1232200,1911976,33572,3336416,196753200,2497652,388470708,894346351.7523909,7,5
77,OneWeb,720,44,500000,800000,1000000,296707680,115672320,25000492,1165900,2746436,30756,3339457,287446800,2546629,440126928,1292163322.0235643,7,5
78,OneWeb,720,44,500000,800000,1000000,274658400,116991360,22258236,1248400,2373228,33924,3247226,262106400,2513759,416281224,1180816632.9987898,7,5
79,OneWeb,720,44,500000,800000,1000000,310901760,114140160,21962248,1212400,2351404,27236,3278536,289591200,2481950,449355572,1301208786.4479165,7,5
80,OneWeb,720,44,500000,800000,1000000,293095440,117571680,22700392,1279100,1625976,31636,3246587,255315600,2559372,434993488,1151345918.6836615,7,5
81,OneWeb,720,44,500000,800000,1000000,261211680,108728640,24340228,1152500,1398892,28688,3205652,168018000,2459928,395679440,767168678.5285529,7,5
82,OneWeb,720,44,500000,800000,1000000,224677440,108912240,24664376,1314100,2363460,34716,3341931,272272800,2567544,360617516,1226361948.9668417,7,5
83,OneWeb,720,44,500000,800000,1000000,320892480,110264400,20065364,1179000,1545104,29040,3278878,154878000,2385817,452767348,709634645.3333135,7,5
84,OneWeb,720,44,500000,800000,1000000,257284800,112350240,19921572,1164800,2266660,33968,3251810,132650400,2542229,391823272,612644249.639122,7,5
85,OneWeb,720,44,500000,800000,1000000,301631760,113605200,22283800,1253800,2088416,32296,3348495,269570400,2551804,439609176,1214190526.326879,7,5
86,OneWeb,720,44,500000,800000,1000000,331167600,113919840,20042132,1163400,2276604,30536,3396475,241286400,2447710,467406176,1089452133.7872124,7,5
87,OneWeb,720,44,500000,800000,1000000,338600160,109182240,25804636,1318300,2688180,27500,3350989,146232000,2470363,476275216,672994486.3864206,7,5
88,OneWeb,720,44,500000,800000,1000000,218928960,108327600,26287228,1276900,1430616,28996,3298802,190940400,2466029,354974404,868716645.2795079,7,5
89,OneWeb,720,44,500000,800000,1000000,324478080,115840080,23910832,1181400,2220152,28336,3285992,205106400,2413566,466449144,930157639.2638111,7,5
90,OneWeb,720,44,500000,800000,1000000,251339040,117682560,25060640,1191600,1855920,34100,3331399,200486400,2577798,395938160,910878491.2800397,7,5
91,OneWeb,720,44,500000,800000,1000000,349686000,111668400,20946596,1297700,2654212,29084,3248664,122576400,2428354,484955208,568495720.8292692,7,5
92,OneWeb,720,44,500000,800000,1000000,357039360,110219760,21323588,1229900,1781648,34320,3346632,195346800,2557580,490364356,888477105.4358033,7,5
93,OneWeb,720,44,500000,800000,1000000,216673920,110828160,21494792,1157200,2019160,26884,3390543,186897600,2541042,351016032,851177197.6601634,7,5
94,OneWeb,720,44,500000,800000,1000000,295082640,108975600,20132728,1285800,2667016,30140,3339310,133215600,2428694,426857984,615523738.7135557,7,5
95,OneWeb,720,44,500000,800000,1000000,341622720,116035200,21686720,1193400,2483140,28776,3261240,134178000,2401475,481827780,618872703.2645437,7,5
96,OneWeb,720,44,500000,800000,1000000,296716320,116131680,23474836,1221200,2261864,34892,3228924,221298000,2542052,438584700,1001710308.462491,7,5
97,OneWeb,720,44,500000,800000,1000000,280890720,117921600,20895424,1160700,2384272,31284,3247862,270310800,2567604,422092016,1216653748.022877,7,5
98,OneWeb,720,44,500000,800000,1000000,217282320,118458720,21174604,1207200,2187020,30800,3373522,222396000,2526302,359102664,1007013376.3920095,7,5
99,OneWeb,720,44,500000,800000,1000000,332307360,113451840,20768440,1283600,2490268,26708,3324943,213963600,2402762,469017908,969580764.2502842,7,5
0,Kuiper,3236,12,1500000,2500000,3500000,1530579460,1975982500,5905620,1239504,690300,7224,15996147,172801200,581095,3513157880,836312891.5893493,7,5
1,Kuiper,3236,12,1500000,2500000,3500000,1315317504,1993492496,6714756,1109164,457416,8748,16066878,133713600,617672,3315982172,664732972.7414861,7,5
2,Kuiper,3236,12,1500000,2500000,3500000,1498598072,2093261612,5812140,1195600,442560,8616,15900996,156762000,670469,3598114384,765733678.7603098,7,5
3,Kuiper,3236,12,1500000,2500000,3500000,1205015208,2101231880,5589432,1290856,725676,7884,16099665,137227200,761023,3312562196,681713963.4655725,7,5
4,Kuiper,3236,12,1500000,2500000,3500000,1200578652,2054397252,6927432,1106028,589236,8196,16045252,250071600,635340,3262492572,1175186555.5038486,7,5
5,Kuiper,3236,12,1500000,2500000,3500000,1047111352,2101671976,5459580,1162378,549084,8748,15934263,139867200,698020,3154791992,691734270.6183223,7,5
6,Kuiper,3236,12,1500000,2500000,3500000,1121270764,2059199476,6728856,1153362,448488,9588,15999874,136070400,640731,3187647584,675077547.4526235,7,5
7,Kuiper,3236,12,1500000,2500000,3500000,1065168232,2013675428,6757632,1192170,717552,8916,15902698,279736800,738352,3086318844,1305541657.705758,7,5
8,Kuiper,3236,12,1500000,2500000,3500000,1470865552,2091705096,5782860,1220688,718344,7968,15943938,244263600,646107,3569071852,1149810421.0671668,7,5
9,Kuiper,3236,12,1500000,2500000,3500000,1511632680,1959440068,5730888,1260672,398052,7980,16083729,129298800,690592,3477201688,646419485.0529524,7,5
10,Kuiper,3236,12,1500000,2500000,3500000,1566081616,2052332684,6749088,1169336,417720,7788,15999845,222516000,742521,3625581108,1054841288.1814195,7,5
11,Kuiper,3236,12,1500000,2500000,3500000,1200429796,2095928076,6922668,1287818,582672,9288,16048674,223047600,776499,3303863212,1058063207.8688427,7,5
12,Kuiper,3236,12,1500000,2500000,3500000,1395508820,1952097584,6140220,1217846,598908,8040,16083924,128541600,749040,3354345532,643167144.4426769,7,5
13,Kuiper,3236,12,1500000,2500000,3500000,1061618340,2034418188,7027752,1157674,739680,8712,16051881,268778400,622089,3103803960,1257457032.6368873,7,5
14,Kuiper,3236,12,1500000,2500000,3500000,1546024888,1992123668,6893388,1148168,716976,7368,16054983,250678800,736176,3545758920,1178516795.4371939,7,5
15,Kuiper,3236,12,1500000,2500000,3500000,1227803120,2049837728,7000404,1225784,682344,9432,16035559,254168400,712006,3285323596,1193984724.7431512,7,5
16,Kuiper,3236,12,1500000,2500000,3500000,1541928112,2022121388,6424788,1267728,460668,8508,16050807,135976800,616972,3570934956,675283132.1721014,7,5
17,Kuiper,3236,12,1500000,2500000,3500000,1220774528,2027373416,6708684,1199128,476520,8448,15914005,154646400,768964,3255333148,756956027.2598972,7,5
18,Kuiper,3236,12,1500000,2500000,3500000,1083852896,2079152652,6410868,1282918,716844,8952,16068252,195247200,641076,3170133260,935565772.1284992,7,5
19,Kuiper,3236,12,1500000,2500000,3500000,1515525588,2073884444,5759784,1175902,622884,7236,16012155,185494800,627930,3595792700,891999119.1475911,7,5
20,Kuiper,3236,12,1500000,2500000,3500000,1010897276,2028690468,6068388,1245384,389640,8844,15915091,262352400,704753,3046045772,1229412732.3175728,7,5
21,Kuiper,3236,12,1500000,2500000,3500000,1419487580,1943502768,6423384,1169434,696828,7956,16012573,281749200,688266,3370110560,1314528829.2541454,7,5
22,Kuiper,3236,12,1500000,2500000,3500000,1457672380,2076748304,6098220,1147090,518436,9576,15932988,137215200,682029,3541037340,679960197.7018573,7,5
23,Kuiper,3236,12,1500000,2500000,3500000,1499284104,2099157604,5506632,1106714,571704,9540,16026401,279903600,731329,3604520044,1306413168.447432,7,5
24,Kuiper,3236,12,1500000,2500000,3500000,1066223168,2041828628,7025976,1280272,685836,8400,15931311,138306000,769845,3115763608,685702815.9399494,7,5
25,Kuiper,3236,12,1500000,2500000,3500000,1603493012,1994301496,5436576,1291248,411456,8208,15992400,262372800,618909,3603642540,1229663211.3698382,7,5
26,Kuiper,3236,12,1500000,2500000,3500000,1278647152,2097086564,7185732,1121022,568068,9588,16035044,170943600,621990,3383487516,828003838.1232395,7,5
27,Kuiper,3236,12,1500000,2500000,3500000,1269311292,1954472808,6932880,1290366,597384,9492,16036154,298108800,630461,3231314364,1386688995.595508,7,5
28,Kuiper,3236,12,1500000,2500000,3500000,1325983360,2102765744,6261516,1105146,498264,8364,15924167,203218800,643362,3435508884,969134260.2118688,7,5
29,Kuiper,3236,12,1500000,2500000,3500000,1497436348,1973642872,7127256,1190700,702828,8952,15918366,149347200,664358,3478909304,733232757.115243,7,5
30,Kuiper,3236,12,1500000,2500000,3500000,1272550528,2065432012,5710836,1103774,700320,7272,15997967,186330000,596338,3344393696,895146188.623768,7,5
31,Kuiper,3236,12,1500000,2500000,3500000,1161630156,1989353652,6078720,1204616,693636,8136,16081738,174838800,641183,3157756164,845742337.904501,7,5
32,Kuiper,3236,12,1500000,2500000,3500000,1505044184,1962756968,5419716,1121904,714780,9300,15958449,152175600,686431,3473935648,745613941.0998,7,5
33,Kuiper,3236,12,1500000,2500000,3500000,1172270124,2011232248,5784744,1282820,510912,7884,15984223,193734000,722984,3189798028,928912623.291818,7,5
34,Kuiper,3236,12,1500000,2500000,3500000,1614582784,2012717572,5677308,1205694,505260,9540,15943873,267301200,727336,3633482924,1251178437.5740151,7,5
35,Kuiper,3236,12,1500000,2500000,3500000,1172198932,2088957732,6732744,1124256,634380,9204,16033427,120222000,769084,3268523788,606128205.5414165,7,5
36,Kuiper,3236,12,1500000,2500000,3500000,1443401620,2031696712,6486948,1150912,473040,9528,15933347,134590800,580677,3482058320,668019880.1892513,7,5
37,Kuiper,3236,12,1500000,2500000,3500000,1171341392,2060762464,6370500,1218238,508404,7764,15989109,155138400,778175,3238982760,759565281.6697776,7,5
38,Kuiper,3236,12,1500000,2500000,3500000,1187702608,2026499696,6212436,1123276,746352,7308,16086040,125174400,624805,3221161092,627440654.8413198,7,5
39,Kuiper,3236,12,1500000,2500000,3500000,1129182784,1955349764,5811348,1117200,739224,8640,16012773,162307200,693471,3091083120,790309094.4961519,7,5
40,Kuiper,3236,12,1500000,2500000,3500000,1163824164,1978998452,6530064,1206478,599928,7680,16033541,296314800,682659,3149952608,1378659894.4668846,7,5
41,Kuiper,3236,12,1500000,2500000,3500000,994493992,2054186912,6830508,1198540,701652,7908,16001959,137890800,724780,3056213064,683632749.7934884,7,5
42,Kuiper,3236,12,1500000,2500000,3500000,1024093684,2067881664,6420420,1277822,735480,8664,15929955,147639600,589654,3099131248,725845215.4374973,7,5
43,Kuiper,3236,12,1500000,2500000,3500000,1554053404,2088575884,6363048,1207654,444252,7956,16057362,191685600,587137,3649436588,919321293.2685139,7,5
44,Kuiper,3236,12,1500000,2500000,3500000,1454734092,2064781576,6933480,1222844,671232,8904,15936959,257798400,611837,3527120380,1209023045.1612418,7,5
45,Kuiper,3236,12,1500000,2500000,3500000,1236873628,1996356356,6488928,1127686,652812,9012,15917883,127771200,683784,3240371724,638381201.4911691,7,5
46,Kuiper,3236,12,1500000,2500000,3500000,1193200572,2040065008,6568116,1107988,633096,8928,15908650,220798800,684062,3240466792,1046386860.0831156,7,5
47,Kuiper,3236,12,1500000,2500000,3500000,1547762620,1956537376,6817248,1274588,740592,8796,15929530,237836400,620998,3511857836,1121679670.7500439,7,5
48,Kuiper,3236,12,1500000,2500000,3500000,1538811844,1951896952,6056112,1202852,394152,9036,16089457,267184800,641617,3497159060,1250915726.9767668,7,5
49,Kuiper,3236,12,1500000,2500000,3500000,1374125332,2045126112,5913312,1183448,594636,7764,15928326,171583200,732222,3425759392,831091188.8797933,7,5
50,Kuiper,3236,12,1500000,2500000,3500000,1138952268,1981894672,5495724,1203048,560028,9252,15947430,150297600,692292,3126902692,737707914.4085541,7,5
51,Kuiper,3236,12,1500000,2500000,3500000,1064744316,2085424020,6766200,1208242,445884,8496,15977063,179902800,612132,3157380420,867389978.9188207,7,5
52,Kuiper,3236,12,1500000,2500000,3500000,1096463588,1973413116,7013628,1285564,654132,8304,15913080,161618400,675278,3077544464,787507166.9295211,7,5
53,Kuiper,3236,12,1500000,2500000,3500000,1197556228,1977920864,7113216,1240190,666060,9216,15955444,286389600,678482,3183256368,1334909632.3076825,7,5
54,Kuiper,3236,12,1500000,2500000,3500000,1364527356,2058474612,5587572,1120826,406248,9312,16060902,122528400,748096,3428995788,616260755.1069516,7,5
55,Kuiper,3236,12,1500000,2500000,3500000,1031704756,1968507340,5438976,1176980,464136,8268,15920430,186696000,634503,3006115208,896904714.5116965,7,5
56,Kuiper,3236,12,1500000,2500000,3500000,1233378748,2086446596,6340044,1131214,392652,8976,15988039,294139200,692684,3326558040,1368634919.321358,7,5
57,Kuiper,3236,12,1500000,2500000,3500000,1308667524,2077444044,7175844,1203342,442020,9084,15951776,279669600,614032,3393729432,1304966485.535613,7,5
58,Kuiper,3236,12,1500000,2500000,3500000,1049781052,2057927728,6635988,1279292,513336,8436,15908905,292484400,644120,3114858104,1361462004.4054897,7,5
59,Kuiper,3236,12,1500000,2500000,3500000,1399916252,1958255692,6666528,1197462,383112,9216,15933629,122509200,700015,3365221584,615743002.7577313,7,5
60,Kuiper,3236,12,1500000,2500000,3500000,1162837184,2102846644,7035348,1158654,441624,8688,15981740,286185600,628817,3273160800,1333552084.3669612,7,5
61,Kuiper,3236,12,1500000,2500000,3500000,1196125916,2022448224,6863568,1272824,635700,7668,15951081,121706400,754754,3226073408,612861504.3405421,7,5
62,Kuiper,3236,12,1500000,2500000,3500000,1374313020,2020720200,6795024,1219904,488436,8868,15964450,216822000,589813,3402316680,1029261850.3751131,7,5
63,Kuiper,3236,12,1500000,2500000,3500000,1406566232,2000048632,5743548,1158850,676200,9480,15967617,192393600,583344,3413034612,921809640.5233777,7,5
64,Kuiper,3236,12,1500000,2500000,3500000,1008538232,2098613956,5876424,1195404,552672,7836,15900301,218802000,756776,3113581284,1038287581.1232337,7,5
65,Kuiper,3236,12,1500000,2500000,3500000,1578640532,1978399792,6063132,1151010,510936,9312,16058779,133851600,728686,3563614392,665975979.3707236,7,5
66,Kuiper,3236,12,1500000,2500000,3500000,1277718420,2095562408,5920992,1176784,470892,8856,16084747,160299600,729507,3379672712,782237547.0986221,7,5
67,Kuiper,3236,12,1500000,2500000,3500000,1298389988,2017312692,5509500,1216278,587052,8076,16009172,267480000,760426,3321799232,1252434535.6416423,7,5
68,Kuiper,3236,12,1500000,2500000,3500000,1104695972,2096753256,6403416,1170022,708276,8724,16052756,200173200,758947,3208560920,957130016.6440446,7,5
69,Kuiper,3236,12,1500000,2500000,3500000,1454048060,1993641352,6080352,1144542,390036,9060,16050270,195858000,700907,3454159800,937822470.2418104,7,5
70,Kuiper,3236,12,1500000,2500000,3500000,1139398836,2010316460,6570132,1109948,460128,9096,15949663,182281200,651071,3156745556,877446541.9853939,7,5
71,Kuiper,3236,12,1500000,2500000,3500000,1233339916,2051475144,5618736,1172668,680988,9456,16031629,294980400,720690,3291114784,1372823521.524242,7,5
72,Kuiper,3236,12,1500000,2500000,3500000,1066844480,1956563264,6335136,1112104,514440,9540,15926001,169431600,618744,3030257320,820838403.4025636,7,5
73,Kuiper,3236,12,1500000,2500000,3500000,1582200132,2073722644,6045528,1131998,500616,7212,15917707,291024000,673759,3662468920,1354571990.033072,7,5
74,Kuiper,3236,12,1500000,2500000,3500000,1404673172,1989434552,5924592,1110340,571284,8280,16017469,190560000,761317,3400603600,914546678.0964706,7,5
75,Kuiper,3236,12,1500000,2500000,3500000,1308861684,2045961000,6643872,1259006,722964,8412,15909727,230986800,678577,3362189520,1091724713.605272,7,5
76,Kuiper,3236,12,1500000,2500000,3500000,1058489128,1997385404,6266748,1192856,701796,9300,16058608,246126000,593589,3062843076,1158137576.1669204,7,5
77,Kuiper,3236,12,1500000,2500000,3500000,1216043496,2013723968,6385380,1263514,589332,9324,15915517,123957600,634802,3236742176,622022133.0603764,7,5
78,Kuiper,3236,12,1500000,2500000,3500000,1262690436,2039175108,6896580,1245972,376296,9240,15903678,292856400,759253,3309138420,1363433573.272032,7,5
79,Kuiper,3236,12,1500000,2500000,3500000,1602308636,2035573440,6636636,1292032,478656,7824,15957467,133532400,698946,3644997368,664612793.8635377,7,5
80,Kuiper,3236,12,1500000,2500000,3500000,1167040748,1949696472,5672760,1196384,698688,7992,16097553,168862800,598548,3123108668,819369951.14849,7,5
81,Kuiper,3236,12,1500000,2500000,3500000,1061935468,1997699296,7142556,1291542,505356,7320,15975179,232732800,713175,3067282676,1099961676.4160154,7,5
82,Kuiper,3236,12,1500000,2500000,3500000,1391725936,2021865744,5407416,1220786,458976,7560,15983315,242427600,746485,3419458072,1142367275.8739564,7,5
83,Kuiper,3236,12,1500000,2500000,3500000,1009619056,2055885812,6931092,1234212,392652,9576,16092874,210508800,686694,3072828612,1002618847.2671698,7,5
84,Kuiper,3236,12,1500000,2500000,3500000,1066514408,1965038348,6896928,1202166,479412,8376,15967632,174324000,671920,3038929096,843108348.3975564,7,5
85,Kuiper,3236,12,1500000,2500000,3500000,1107999928,1969170720,6974544,1254792,595884,8424,15995303,260486400,634873,3084741076,1221310957.0344863,7,5
86,Kuiper,3236,12,1500000,2500000,3500000,1583704872,1994854852,7149144,1185898,657756,9360,15972420,175929600,671926,3586366624,850106432.9448546,7,5
87,Kuiper,3236,12,1500000,2500000,3500000,1152915608,2038226960,6072360,1261848,492348,7380,16096789,145238400,766488,3197707276,716742673.3946985,7,5
88,Kuiper,3236,12,1500000,2500000,3500000,1526790104,1979985432,5965836,1287720,712056,8652,16033709,189042000,673407,3513453428,908352295.5536666,7,5
89,Kuiper,3236,12,1500000,2500000,3500000,1334979440,1947732220,6047172,1116024,567900,9408,15979619,277214400,586733,3289326732,1293815730.0456214,7,5
90,Kuiper,3236,12,1500000,2500000,3500000,1044483720,1987056092,6533892,1153068,614316,7416,15978740,140646000,692000,3038688020,695273061.0259548,7,5
91,Kuiper,3236,12,1500000,2500000,3500000,1161714292,1946974996,6686100,1196188,479508,8904,16009800,245516400,694747,3115854896,1155705683.546505,7,5
92,Kuiper,3236,12,1500000,2500000,3500000,1417448900,1960177876,6001020,1280762,410664,8376,15909618,243256800,693110,3384038460,1145714367.085738,7,5
93,Kuiper,3236,12,1500000,2500000,3500000,1240475296,2098319480,6064164,1281644,670572,8652,16093246,185737200,595220,3345529512,893744961.6077772,7,5
94,Kuiper,3236,12,1500000,2500000,3500000,1099469832,2015549072,6188508,1206772,683748,8568,16029536,189819600,733373,3121891160,911653062.2017909,7,5
95,Kuiper,3236,12,1500000,2500000,3500000,1125564936,2006899244,6730536,1263514,749796,9600,16087596,223436400,761615,3139944512,1059769157.4170737,7,5
96,Kuiper,3236,12,1500000,2500000,3500000,1555486952,2083896628,6225624,1185114,385584,8544,15910383,141542400,697668,3645994788,699076268.6560147,7,5
97,Kuiper,3236,12,1500000,2500000,3500000,1336684812,2055808148,5789400,1111418,498252,7452,16028526,260014800,617115,3398780612,1218676520.0319934,7,5
98,Kuiper,3236,12,1500000,2500000,3500000,1454284288,1994311204,5565960,1137682,705816,8388,15984510,153666000,629350,3454867268,752081769.7457969,7,5
99,Kuiper,3236,12,1500000,2500000,3500000,1031730644,2093368400,5889900,1174922,579696,9444,16004477,202742400,704545,3131568640,967975812.6923882,7,5
0,GEO,19,12,1500000,2500000,3500000,879766785,1749611067,6885492,12146120,427656,9456,3382983,302104000,523768,2636691000,3100679753.8320556,7,15
1,GEO,19,12,1500000,2500000,3500000,859753059,2290665327,5824164,12055274,457812,7560,3278640,431202000,390350,3156700362,4355579273.414247,7,15
2,GEO,19,12,1500000,2500000,3500000,809912772,2217559977,6051216,12278028,655956,9516,3365811,304208000,462672,3034179921,3121707550.104298,7,15
3,GEO,19,12,1500000,2500000,3500000,384680308,1935095831,6061128,10966690,674088,8664,3239375,272242000,530675,2326511355,2796826557.914222,7,15
4,GEO,19,12,1500000,2500000,3500000,915365964,2215310491,6118572,11828600,555432,9384,3200651,201318000,376501,3137350459,2112165838.2778182,7,15
5,GEO,19,12,1500000,2500000,3500000,394128343,1660460559,6977880,12105940,387612,9600,3339819,251634000,437241,2061954394,2607171915.5607786,7,15
6,GEO,19,12,1500000,2500000,3500000,573044332,2091471474,7043472,11074490,675516,8004,3380539,439750000,503974,2672234794,4431430034.165775,7,15
7,GEO,19,12,1500000,2500000,3500000,414503905,2469782412,5733396,12223540,598380,8292,3311618,492998000,394165,2890618093,4959815742.646348,7,15
8,GEO,19,12,1500000,2500000,3500000,551469642,1705617365,6272928,11519410,654348,8328,3333943,488888000,547544,2264014283,4914612461.397239,7,15
9,GEO,19,12,1500000,2500000,3500000,443192404,1735909882,6531840,12259212,601656,9192,3318535,330128000,439708,2186235782,3373439030.3590565,7,15
10,GEO,19,12,1500000,2500000,3500000,415278744,2340149022,6940824,10744034,482424,7668,3267093,213646000,536811,2762851014,2223931445.5051045,7,15
11,GEO,19,12,1500000,2500000,3500000,488293578,1940930408,6125580,12181400,500424,9252,3276221,471094000,526089,2435849990,4746890394.309276,7,15
12,GEO,19,12,1500000,2500000,3500000,497900320,1928150020,7111308,11112318,586284,8988,3200746,407024000,392206,2433747932,4110036691.5855303,7,15
13,GEO,19,12,1500000,2500000,3500000,433334444,2237291287,5811792,11681110,688716,7788,3343657,360310000,531034,2677126239,3663064028.1819997,7,15
14,GEO,19,12,1500000,2500000,3500000,528977974,2226844783,6101856,10607422,712560,9516,3339264,317274000,400667,2762637173,3231898016.8320284,7,15
15,GEO,19,12,1500000,2500000,3500000,396702330,2220989762,6633672,12386710,700236,9240,3359841,292604000,513139,2625026000,3010111250.8923225,7,15
16,GEO,19,12,1500000,2500000,3500000,619390994,2328487031,5930664,11132310,506064,9300,3291231,219096000,374817,2954314753,2279500610.7225714,7,15
17,GEO,19,12,1500000,2500000,3500000,759258468,2209493926,7185852,10756774,486000,7848,3327070,277954000,380088,2976424246,2849826077.1151533,7,15
18,GEO,19,12,1500000,2500000,3500000,914857486,2189889536,7162320,11490304,439704,9144,3326212,435242000,464901,3112349046,4390650649.63586,7,15
19,GEO,19,12,1500000,2500000,3500000,847249121,2346692014,6904164,11221980,543504,7704,3388043,282462000,543613,3201388803,2900478731.6976953,7,15
20,GEO,19,12,1500000,2500000,3500000,724011302,1933055763,6568548,10931410,402216,8508,3372851,375002000,446718,2664037829,3798408093.5264273,7,15
21,GEO,19,12,1500000,2500000,3500000,874033782,2399644729,6163164,11514314,457872,7644,3324572,218468000,432486,3280299547,2277974061.1263924,7,15
22,GEO,19,12,1500000,2500000,3500000,708515415,1758328533,6559872,11167688,493248,9180,3289360,398472000,377492,2473897068,4027955117.150153,7,15
23,GEO,19,12,1500000,2500000,3500000,882329676,1628853128,5988852,11167198,514392,8568,3227029,448150000,547872,2517686048,4513132724.296814,7,15
24,GEO,19,12,1500000,2500000,3500000,845920280,1900038741,6771168,11155830,742776,8004,3278839,277314000,434097,2753472965,2847535794.683888,7,15
25,GEO,19,12,1500000,2500000,3500000,656089665,2392998035,6815628,12422088,542220,9528,3295284,361798000,395317,3056445548,3683009375.8341594,7,15
26,GEO,19,12,1500000,2500000,3500000,630699813,2345656875,5405304,12263230,485892,8328,3259319,320922000,540042,2982247884,3284153703.443501,7,15
27,GEO,19,12,1500000,2500000,3500000,688122563,1914583773,6320640,11549790,417600,8916,3232369,235698000,388613,2609444576,2444920476.6719246,7,15
28,GEO,19,12,1500000,2500000,3500000,442620485,1849683744,5695416,10634960,447936,8280,3215516,260418000,506298,2298447581,2677889455.705791,7,15
29,GEO,19,12,1500000,2500000,3500000,838933923,1550630850,6739824,12443452,397440,8040,3236894,383312000,470840,2396702037,3893034044.0981665,7,15
30,GEO,19,12,1500000,2500000,3500000,697458536,1673733503,6432636,11624074,623856,8376,3270138,457032000,501205,2378248531,4604107895.870113,7,15
31,GEO,19,12,1500000,2500000,3500000,725767016,1929462958,5802468,11793712,545148,7488,3318949,300438000,366356,2661577590,3078832149.301941,7,15
32,GEO,19,12,1500000,2500000,3500000,609614240,2425618888,6768420,12410426,707388,8124,3293648,261998000,378905,3042708936,2710108450.3936753,7,15
33,GEO,19,12,1500000,2500000,3500000,788103717,2327204493,6684276,11731090,695592,8340,3275762,357776000,484706,3122688078,3637748313.705364,7,15
34,GEO,19,12,1500000,2500000,3500000,940729577,1846897774,7174644,11861528,684288,7608,3200724,347746000,525719,2795486283,3540933725.93345,7,15
35,GEO,19,12,1500000,2500000,3500000,810628692,2173248215,7160376,11792340,588804,7380,3319268,250454000,362068,2991626087,2591661574.4613166,7,15
36,GEO,19,12,1500000,2500000,3500000,796447073,1595150263,6043860,11807824,718920,8268,3390007,234796000,530574,2398360116,2441558144.0349183,7,15
37,GEO,19,12,1500000,2500000,3500000,557526956,2246032693,5631264,11709334,493740,7512,3294000,366214000,357172,2809684653,3718695340.24881,7,15
38,GEO,19,12,1500000,2500000,3500000,488192612,1841240714,6356364,12235398,697104,8808,3380753,309710000,430525,2336486794,3174737095.0920916,7,15
39,GEO,19,12,1500000,2500000,3500000,788508854,2095213942,6845208,12409740,388008,7656,3341462,346152000,411957,2890956012,3531005393.9867043,7,15
40,GEO,19,12,1500000,2500000,3500000,936613987,2049990826,6563292,12402488,677928,7644,3330444,225722000,466555,2993846033,2357712600.912299,7,15
41,GEO,19,12,1500000,2500000,3500000,583484452,1918628379,5982912,12400234,539724,7248,3374565,364736000,411875,2508635467,3712340359.5573583,7,15
42,GEO,19,12,1500000,2500000,3500000,669971540,1988497554,5430012,12046454,418896,8736,3211449,411712000,388223,2664318002,4164890071.6704006,7,15
43,GEO,19,12,1500000,2500000,3500000,930426789,2192151277,6992064,11012652,531876,8796,3240394,405580000,368989,3130102006,4095151200.656893,7,15
44,GEO,19,12,1500000,2500000,3500000,908622199,2452977311,6676404,12152784,627780,8100,3293800,359514000,404504,3368903694,3658187386.256605,7,15
45,GEO,19,12,1500000,2500000,3500000,845505187,2169797074,6396144,12243042,473508,7320,3204663,346164000,383500,3022171913,3527884018.045638,7,15
46,GEO,19,12,1500000,2500000,3500000,833761781,2161331985,6461856,11470508,591384,9360,3246944,286266000,487716,3002147006,2938068833.865622,7,15
47,GEO,19,12,1500000,2500000,3500000,691465176,1986316563,6737196,11823798,698172,8916,3252330,254812000,517011,2685217107,2635311515.822754,7,15
48,GEO,19,12,1500000,2500000,3500000,883737994,1649571336,6403248,12003824,637032,7272,3259980,314898000,515669,2540349610,3222677595.6797466,7,15
