constellation,number_of_satellites,total_area_earth_km_sq,elevation_angle,altitude_km,satellite_centric_angle,earth_central_angle,signal_path_km,coverage_area_per_sat_sqkm,dl_frequency_hz,dl_bandwidth_hz,power_dbw,receiver_gain_db,earth_atmospheric_losses_db,all_other_losses_db,subscribers_low,subscribers_baseline,subscribers_high,subscriber_traffic_percent,satellite_coverage_area_km,percent_coverage,path_loss_db,losses_db,antenna_gain_db,eirp_db,noise_db,received_power_db,cnr_db,spectral_efficiency_bphz,channel_capacity_mbps,capacity_per_single_satellite_mbps,constellation_capacity_mbps,cnr_scenario
OneWeb,720,510000000,54,1198,29.65908281223296,6.340917187767047,1423.5209,1563631.7907,12126777419,125000000.0,32,37,17,0.53,500000,800000,1000000,20,708333.3333,67,177.1822,17.53,32.5419,64.5419,-89.9978,-93.1703,-3.1725,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,60,1192,24.91467788874826,5.085322111251742,1341.9964,1006063.6422,11566994943,125000000.0,28,34,2,0.53,500000,800000,1000000,20,708333.3333,67,176.2594,2.53,31.6682,59.6682,-89.9978,-85.1212,4.8766,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,48,1197,34.29089193067484,7.709108069325168,1518.5954,2310077.8624,11010013820,125000000.0,32,37,8,0.53,500000,800000,1000000,20,708333.3333,67,176.9046,8.53,31.379,63.379,-89.9978,-85.0556,4.9422,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,46,1190,35.83334390446867,8.166656095531323,1547.6044,2591950.9518,12439034665,125000000.0,28,37,14,0.53,500000,800000,1000000,20,708333.3333,67,178.1289,14.53,32.5867,60.5867,-89.9978,-95.0722,-5.0744,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,46,1197,35.79511995987313,8.20488004012688,1556.2366,2616229.3554,12344860455,125000000.0,28,33,14,0.53,500000,800000,1000000,20,708333.3333,67,178.1112,14.53,32.4117,60.4117,-89.9978,-99.2295,-9.2317,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,58,1192,26.517826332112396,5.482173667887608,1364.7511,1169089.7665,11373709742,125000000.0,30,35,18,0.53,500000,800000,1000000,20,708333.3333,67,176.2591,18.53,31.845,61.845,-89.9978,-97.9441,-7.9463,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,51,1189,32.03488475979129,6.965115240208718,1458.1004,1886233.0763,12693687610,125000000.0,29,37,7,0.53,500000,800000,1000000,20,708333.3333,67,177.7875,7.53,32.3639,61.3639,-89.9978,-86.9536,3.0442,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,49,1198,33.52603191214968,7.473968087850324,1502.0808,2171501.829,12006672983,125000000.0,30,38,11,0.53,500000,800000,1000000,20,708333.3333,67,177.5623,11.53,32.8658,62.8658,-89.9978,-88.2265,1.7713,0.889135,111.1419,5334.81,2573512.9229,baseline
OneWeb,720,510000000,56,1197,28.088145016450582,5.911854983549418,1395.2475,1359364.2451,12108837459,125000000.0,28,37,18,0.53,500000,800000,1000000,20,708333.3333,67,176.9951,18.53,32.0402,60.0402,-89.9978,-98.4849,-8.4871,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,51,1198,31.992305148186755,7.007694851813241,1468.7145,1909336.819,11547355556,125000000.0,30,35,14,0.53,500000,800000,1000000,20,708333.3333,67,177.0284,14.53,32.1368,62.1368,-89.9978,-94.4216,-4.4238,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,59,1199,25.692262510179305,5.3077374898206955,1360.8912,1095927.6998,11467829411,125000000.0,31,34,18,0.53,500000,800000,1000000,20,708333.3333,67,176.3061,18.53,32.3594,63.3594,-89.9978,-97.4767,-7.4789,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,57,1194,27.30692599733932,5.69307400266068,1379.1489,1260694.7705,10788387267,125000000.0,28,38,16,0.53,500000,800000,1000000,20,708333.3333,67,175.8914,16.53,31.4262,59.4262,-89.9978,-94.9952,-4.9974,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,59,1189,25.728696085483804,5.271303914516196,1349.7924,1080944.4971,12320098604,125000000.0,29,32,16,0.53,500000,800000,1000000,20,708333.3333,67,176.8576,16.53,32.723,61.723,-89.9978,-99.6646,-9.6668,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,52,1190,31.255427531236933,6.744572468763067,1443.6685,1768808.9846,12206447130,125000000.0,28,36,6,0.53,500000,800000,1000000,20,708333.3333,67,177.3611,6.53,32.5813,60.5813,-89.9978,-87.3098,2.688,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,56,1198,28.08410894343033,5.915891056569677,1396.3809,1361219.3276,12011025121,125000000.0,29,37,2,0.53,500000,800000,1000000,20,708333.3333,67,176.9317,2.53,32.4176,61.4176,-89.9978,-81.0441,8.9537,1.972253,246.5316,11833.518,5708488.5043,high
OneWeb,720,510000000,52,1196,31.227883073100244,6.772116926899756,1450.6862,1783269.0628,11003159413,125000000.0,31,37,3,0.53,500000,800000,1000000,20,708333.3333,67,176.5018,3.53,31.9342,62.9342,-89.9978,-80.0976,9.9002,2.370043,296.2554,14220.258,6859853.0381,high
OneWeb,720,510000000,52,1199,31.21413020856614,6.785869791433868,1454.1942,1790510.892,11763937689,125000000.0,28,32,6,0.53,500000,800000,1000000,20,708333.3333,67,177.1035,6.53,32.3845,60.3845,-89.9978,-91.249,-1.2512,0.567805,70.9756,3406.83,1643454.2131,low
OneWeb,720,510000000,50,1199,32.756615887054316,7.243384112945677,1486.2478,2039755.7984,10988470405,125000000.0,32,33,3,0.53,500000,800000,1000000,20,708333.3333,67,176.7006,3.53,31.5846,63.5846,-89.9978,-83.646,6.3518,1.713601,214.2001,10281.606,4959846.1555,high
OneWeb,720,510000000,48,1190,34.327038490226116,7.672961509773884,1510.1209,2288497.9168,10858064236,125000000.0,28,32,16,0.53,500000,800000,1000000,20,708333.3333,67,176.7353,16.53,31.8857,59.8857,-89.9978,-101.3796,-11.3818,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,51,1190,32.03014771252123,6.969852287478773,1459.28,1888796.4764,12310342689,125000000.0,28,33,4,0.53,500000,800000,1000000,20,708333.3333,67,177.5282,4.53,33.0963,61.0963,-89.9978,-87.9619,2.0359,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,56,1198,28.08410894343033,5.915891056569677,1396.3809,1361219.3276,11053889004,125000000.0,32,34,11,0.53,500000,800000,1000000,20,708333.3333,67,176.2104,11.53,31.3101,63.3101,-89.9978,-90.4303,-0.4325,0.567805,70.9756,3406.83,1643454.2131,low
OneWeb,720,510000000,51,1197,31.997030243910853,7.0029697560891435,1467.5354,1906766.0657,11635649296,125000000.0,29,36,15,0.53,500000,800000,1000000,20,708333.3333,67,177.0876,15.53,32.4717,61.4717,-89.9978,-95.1459,-5.1481,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,54,1198,29.65908281223296,6.340917187767047,1423.5209,1563631.7907,12111951545,125000000.0,31,38,1,0.53,500000,800000,1000000,20,708333.3333,67,177.1716,1.53,32.2916,63.2916,-89.9978,-77.41,12.5878,3.077225,384.6531,18463.35,8906719.4611,high
OneWeb,720,510000000,53,1193,30.463146595237486,6.53685340476251,1432.1673,1661651.7034,10925123321,125000000.0,32,35,14,0.53,500000,800000,1000000,20,708333.3333,67,176.3284,14.53,31.3443,63.3443,-89.9978,-92.5141,-2.5163,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,54,1190,29.693577869383123,6.30642213061688,1414.3132,1546682.6533,11046736435,125000000.0,30,33,4,0.53,500000,800000,1000000,20,708333.3333,67,176.3156,4.53,31.1502,61.1502,-89.9978,-86.6954,3.3024,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,53,1199,30.43646408924632,6.5635359107536715,1439.1273,1675229.773,11097217773,125000000.0,29,32,11,0.53,500000,800000,1000000,20,708333.3333,67,176.5063,11.53,32.0728,61.0728,-89.9978,-94.9635,-4.9657,0.434841,54.3551,2609.046,1258603.2115,low
Kuiper,3236,510000000,38,616,45.939535008011646,6.060464991988354,937.0584,1428501.0807,18555442442,250000000.0,30,32,11,0.53,1500000,2500000,3500000,20,157601.9778,67,177.2448,11.53,38.1224,68.1224,-89.9978,-88.6524,1.3454,0.889135,222.2837,10669.62,23133011.3109,baseline
Kuiper,3236,510000000,36,610,47.59494761273607,6.405052387263936,963.5858,1595389.3456,19091720914,250000000.0,30,32,8,0.53,1500000,2500000,3500000,20,157601.9778,67,177.7347,8.53,38.3699,68.3699,-89.9978,-85.8948,4.103,1.088581,272.1452,13062.972,28322085.6492,baseline
Kuiper,3236,510000000,35,607,48.41460643707409,6.585393562925901,977.9223,1686393.6254,18141793123,250000000.0,30,31,1,0.53,1500000,2500000,3500000,20,157601.9778,67,177.4197,1.53,37.9266,67.9266,-89.9978,-80.0231,9.9747,2.458441,614.6102,29501.292,63962336.0076,high
Kuiper,3236,510000000,38,608,46.0073765276251,5.992623472374902,925.5475,1396727.4804,17940315525,250000000.0,30,29,18,0.53,1500000,2500000,3500000,20,157601.9778,67,176.8446,18.53,37.8296,67.8296,-89.9978,-98.545,-8.5472,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,40,610,44.36081208330471,5.639187916695292,896.3786,1236961.4365,18395373761,250000000.0,30,34,14,0.53,1500000,2500000,3500000,20,157601.9778,67,176.784,14.53,38.0472,68.0472,-89.9978,-89.2668,0.731,0.889135,222.2837,10669.62,23133011.3109,baseline
Kuiper,3236,510000000,38,616,45.939535008011646,6.060464991988354,937.0584,1428501.0807,18969666974,250000000.0,30,33,11,0.53,1500000,2500000,3500000,20,157601.9778,67,177.4365,11.53,38.3142,68.3142,-89.9978,-87.6523,2.3455,1.088581,272.1452,13062.972,28322085.6492,baseline
Kuiper,3236,510000000,35,613,48.35922225911561,6.640777740884388,986.9572,1714846.6727,18634527783,250000000.0,30,34,4,0.53,1500000,2500000,3500000,20,157601.9778,67,177.7323,4.53,38.1594,68.1594,-89.9978,-80.1029,9.8949,2.370043,592.5108,28440.516,61662456.7534,high
Kuiper,3236,510000000,38,606,46.02437421536844,5.975625784631561,922.6675,1388822.4371,19418348561,250000000.0,30,32,4,0.53,1500000,2500000,3500000,20,157601.9778,67,177.5052,4.53,38.5173,68.5173,-89.9978,-81.5179,8.4799,1.972253,493.0632,23667.036,51312968.8888,high
Kuiper,3236,510000000,40,615,44.32076323687934,5.679236763120656,903.3697,1254578.8943,18273476470,250000000.0,30,32,18,0.53,1500000,2500000,3500000,20,157601.9778,67,176.7937,18.53,37.9894,67.9894,-89.9978,-95.3343,-5.3365,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,35,614,48.35000665173676,6.649993348263237,988.462,1719604.1161,18627457168,250000000.0,30,33,7,0.53,1500000,2500000,3500000,20,157601.9778,67,177.7423,7.53,38.1561,68.1561,-89.9978,-84.1162,5.8816,1.088581,272.1452,13062.972,28322085.6492,baseline
Kuiper,3236,510000000,39,605,45.21985120298601,5.780148797013993,904.9382,1299521.0375,18630282913,250000000.0,30,29,15,0.53,1500000,2500000,3500000,20,157601.9778,67,176.9768,15.53,38.1574,68.1574,-89.9978,-95.3494,-5.3516,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,36,609,47.60392731186878,6.396072688131227,962.1028,1590923.7447,18932082239,250000000.0,30,28,17,0.53,1500000,2500000,3500000,20,157601.9778,67,177.6484,17.53,38.297,68.297,-89.9978,-98.8814,-8.8836,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,37,614,46.76109316070017,6.23890683929983,951.4371,1513775.5298,19656165667,250000000.0,30,32,5,0.53,1500000,2500000,3500000,20,157601.9778,67,177.8776,5.53,38.623,68.623,-89.9978,-82.7846,7.2132,1.896173,474.0433,22754.076,49333572.4606,high
Kuiper,3236,510000000,35,608,48.405364944329435,6.594635055670565,979.4288,1691124.8564,19516831359,250000000.0,30,35,18,0.53,1500000,2500000,3500000,20,157601.9778,67,178.0676,18.53,38.5612,68.5612,-89.9978,-93.0364,-3.0386,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,35,611,48.377666392393316,6.622333607606691,983.9466,1705344.8437,18919015729,250000000.0,30,30,17,0.53,1500000,2500000,3500000,20,157601.9778,67,177.8374,17.53,38.291,68.291,-89.9978,-97.0764,-7.0786,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,40,616,44.31276361640063,5.68723638359937,904.7673,1258112.8114,18274192304,250000000.0,30,31,17,0.53,1500000,2500000,3500000,20,157601.9778,67,176.8075,17.53,37.9898,67.9898,-89.9978,-95.3477,-5.3499,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,35,606,48.42385225708906,6.576147742910933,976.4156,1681666.7894,18123007941,250000000.0,30,35,11,0.53,1500000,2500000,3500000,20,157601.9778,67,177.3973,11.53,37.9176,67.9176,-89.9978,-86.0097,3.9881,1.088581,272.1452,13062.972,28322085.6492,baseline
Kuiper,3236,510000000,37,611,46.78725383011406,6.212746169885946,947.0568,1501119.5865,17962456812,250000000.0,30,30,4,0.53,1500000,2500000,3500000,20,157601.9778,67,177.0548,4.53,37.8403,67.8403,-89.9978,-83.7445,6.2533,1.647211,411.8028,19766.532,42856218.5633,high
Kuiper,3236,510000000,39,604,45.228121236968555,5.771878763031452,903.5184,1295808.2226,19119221953,250000000.0,30,29,12,0.53,1500000,2500000,3500000,20,157601.9778,67,177.1881,12.53,38.3824,68.3824,-89.9978,-92.3357,-2.3379,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,37,615,46.75238074611024,6.247619253889752,952.8968,1518002.1578,18923746429,250000000.0,30,30,15,0.53,1500000,2500000,3500000,20,157601.9778,67,177.5611,15.53,38.2932,68.2932,-89.9978,-94.7979,-4.8001,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,37,614,46.76109316070017,6.23890683929983,951.4371,1513775.5298,19257776134,250000000.0,30,35,14,0.53,1500000,2500000,3500000,20,157601.9778,67,177.6997,14.53,38.4451,68.4451,-89.9978,-88.7846,1.2132,0.889135,222.2837,10669.62,23133011.3109,baseline
Kuiper,3236,510000000,35,605,48.433102408114415,6.566897591885578,974.9085,1676944.3557,18804414687,250000000.0,30,35,15,0.53,1500000,2500000,3500000,20,157601.9778,67,177.7045,15.53,38.2382,68.2382,-89.9978,-89.9963,0.0015,0.567805,141.9512,6813.66,14772827.3157,low
Kuiper,3236,510000000,36,614,47.55906987894933,6.44093012105067,969.5152,1613293.5882,18500320720,250000000.0,30,28,7,0.53,1500000,2500000,3500000,20,157601.9778,67,177.5147,7.53,38.0966,68.0966,-89.9978,-88.9481,1.0497,0.889135,222.2837,10669.62,23133011.3109,baseline
Kuiper,3236,510000000,35,616,48.331588336976395,6.668411663023605,991.4709,1729132.0239,18911153333,250000000.0,30,28,7,0.53,1500000,2500000,3500000,20,157601.9778,67,177.9,7.53,38.2874,68.2874,-89.9978,-89.1426,0.8552,0.889135,222.2837,10669.62,23133011.3109,baseline
Kuiper,3236,510000000,38,609,45.99888329024175,6.00111670975825,926.9871,1400685.7769,18580796035,250000000.0,30,35,14,0.53,1500000,2500000,3500000,20,157601.9778,67,177.1628,14.53,38.1343,68.1343,-89.9978,-88.5585,1.4393,0.889135,222.2837,10669.62,23133011.3109,baseline
Kuiper,3236,510000000,37,616,46.74367223052008,6.256327769479924,954.3562,1522232.7652,19691584909,250000000.0,30,28,8,0.53,1500000,2500000,3500000,20,157601.9778,67,177.9198,8.53,38.6386,68.6386,-89.9978,-89.8112,0.1866,0.567805,141.9512,6813.66,14772827.3157,low
Kuiper,3236,510000000,36,610,47.59494761273607,6.405052387263936,963.5858,1595389.3456,18820739253,250000000.0,30,31,11,0.53,1500000,2500000,3500000,20,157601.9778,67,177.6105,11.53,38.2457,68.2457,-89.9978,-89.8948,0.103,0.567805,141.9512,6813.66,14772827.3157,low
Kuiper,3236,510000000,38,615,45.94800217109938,6.051997828900625,935.6203,1424516.0194,19091403073,250000000.0,30,30,17,0.53,1500000,2500000,3500000,20,157601.9778,67,177.4787,17.53,38.3698,68.3698,-89.9978,-96.6389,-6.6411,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,35,605,48.433102408114415,6.566897591885578,974.9085,1676944.3557,17786794520,250000000.0,30,28,2,0.53,1500000,2500000,3500000,20,157601.9778,67,177.2212,2.53,37.755,67.755,-89.9978,-83.9962,6.0016,1.647211,411.8028,19766.532,42856218.5633,high
Kuiper,3236,510000000,39,609,45.18680674437394,5.813193255626061,910.6152,1314409.1552,19269515392,250000000.0,30,35,17,0.53,1500000,2500000,3500000,20,157601.9778,67,177.3241,17.53,38.4504,68.4504,-89.9978,-91.4037,-1.4059,0.567805,141.9512,6813.66,14772827.3157,low
Kuiper,3236,510000000,35,616,48.331588336976395,6.668411663023605,991.4709,1729132.0239,19319555682,250000000.0,30,33,16,0.53,1500000,2500000,3500000,20,157601.9778,67,178.0855,16.53,38.473,68.473,-89.9978,-93.1425,-3.1447,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,38,611,45.9819080136972,6.018091986302807,929.8657,1408613.8888,18614001650,250000000.0,30,35,8,0.53,1500000,2500000,3500000,20,157601.9778,67,177.2052,8.53,38.1498,68.1498,-89.9978,-82.5854,7.4124,1.896173,474.0433,22754.076,49333572.4606,high
Kuiper,3236,510000000,37,614,46.76109316070017,6.23890683929983,951.4371,1513775.5298,19591076706,250000000.0,30,30,5,0.53,1500000,2500000,3500000,20,157601.9778,67,177.8488,5.53,38.5942,68.5942,-89.9978,-84.7846,5.2132,1.088581,272.1452,13062.972,28322085.6492,baseline
Kuiper,3236,510000000,37,615,46.75238074611024,6.247619253889752,952.8968,1518002.1578,18223938320,250000000.0,30,28,5,0.53,1500000,2500000,3500000,20,157601.9778,67,177.2338,5.53,37.9659,67.9659,-89.9978,-86.7979,3.1999,1.088581,272.1452,13062.972,28322085.6492,baseline
Kuiper,3236,510000000,35,613,48.35922225911561,6.640777740884388,986.9572,1714846.6727,19071479087,250000000.0,30,29,15,0.53,1500000,2500000,3500000,20,157601.9778,67,177.9337,15.53,38.3607,68.3607,-89.9978,-96.103,-6.1052,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,39,604,45.228121236968555,5.771878763031452,903.5184,1295808.2226,19298290627,250000000.0,30,28,4,0.53,1500000,2500000,3500000,20,157601.9778,67,177.2691,4.53,38.4634,68.4634,-89.9978,-85.3357,4.6621,1.088581,272.1452,13062.972,28322085.6492,baseline
Kuiper,3236,510000000,40,616,44.31276361640063,5.68723638359937,904.7673,1258112.8114,18060100294,250000000.0,30,34,11,0.53,1500000,2500000,3500000,20,157601.9778,67,176.7051,11.53,37.8874,67.8874,-89.9978,-86.3477,3.6501,1.088581,272.1452,13062.972,28322085.6492,baseline
Kuiper,3236,510000000,39,616,45.12911587816479,5.870884121835218,920.5421,1340604.3917,18603346242,250000000.0,30,31,16,0.53,1500000,2500000,3500000,20,157601.9778,67,177.1127,16.53,38.1448,68.1448,-89.9978,-94.4979,-4.5001,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,39,613,45.15381923803559,5.846180761964405,916.289,1329355.9735,18774224918,250000000.0,30,35,17,0.53,1500000,2500000,3500000,20,157601.9778,67,177.1519,17.53,38.2243,68.2243,-89.9978,-91.4576,-1.4598,0.567805,141.9512,6813.66,14772827.3157,low
Kuiper,3236,510000000,39,610,45.178554535347075,5.821445464652925,912.034,1318140.3707,18967680365,250000000.0,30,35,11,0.53,1500000,2500000,3500000,20,157601.9778,67,177.2005,11.53,38.3133,68.3133,-89.9978,-85.4172,4.5806,1.088581,272.1452,13062.972,28322085.6492,baseline
Kuiper,3236,510000000,39,609,45.18680674437394,5.813193255626061,910.6152,1314409.1552,19058670638,250000000.0,30,31,5,0.53,1500000,2500000,3500000,20,157601.9778,67,177.2286,5.53,38.3549,68.3549,-89.9978,-83.4037,6.5941,1.713601,428.4003,20563.212,44583516.4049,high
Kuiper,3236,510000000,36,608,47.61291112415118,6.387088875848818,960.6195,1586462.3416,19653956444,250000000.0,30,32,11,0.53,1500000,2500000,3500000,20,157601.9778,67,177.96,11.53,38.622,68.622,-89.9978,-88.868,1.1298,0.889135,222.2837,10669.62,23133011.3109,baseline
Kuiper,3236,510000000,38,606,46.02437421536844,5.975625784631561,922.6675,1388822.4371,18515873229,250000000.0,30,34,16,0.53,1500000,2500000,3500000,20,157601.9778,67,177.0918,16.53,38.1039,68.1039,-89.9978,-91.5179,-1.5201,0.567805,141.9512,6813.66,14772827.3157,low
Kuiper,3236,510000000,36,616,47.54115560170195,6.458844398298055,972.4784,1622270.7158,18868997398,250000000.0,30,30,8,0.53,1500000,2500000,3500000,20,157601.9778,67,177.7126,8.53,38.268,68.268,-89.9978,-87.9746,2.0232,1.088581,272.1452,13062.972,28322085.6492,baseline
Kuiper,3236,510000000,38,615,45.94800217109938,6.051997828900625,935.6203,1424516.0194,19285647097,250000000.0,30,32,5,0.53,1500000,2500000,3500000,20,157601.9778,67,177.5667,5.53,38.4577,68.4577,-89.9978,-82.639,7.3588,1.896173,474.0433,22754.076,49333572.4606,high
Kuiper,3236,510000000,38,611,45.9819080136972,6.018091986302807,929.8657,1408613.8888,19350117473,250000000.0,30,34,2,0.53,1500000,2500000,3500000,20,157601.9778,67,177.5421,2.53,38.4867,68.4867,-89.9978,-77.5854,12.4124,2.856231,714.0578,34274.772,74311823.8721,high
Kuiper,3236,510000000,40,616,44.31276361640063,5.68723638359937,904.7673,1258112.8114,19228550355,250000000.0,30,28,13,0.53,1500000,2500000,3500000,20,157601.9778,67,177.2497,13.53,38.4319,68.4319,-89.9978,-94.3478,-4.35,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,35,612,48.368442171431276,6.631557828568731,985.452,1710093.5794,18097602432,250000000.0,30,28,13,0.53,1500000,2500000,3500000,20,157601.9778,67,177.4651,13.53,37.9054,67.9054,-89.9978,-95.0897,-5.0919,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,38,616,45.939535008011646,6.060464991988354,937.0584,1428501.0807,18011771787,250000000.0,30,35,4,0.53,1500000,2500000,3500000,20,157601.9778,67,176.9865,4.53,37.8641,67.8641,-89.9978,-78.6524,11.3454,2.745734,686.4335,32948.808,71436969.601,high
Kuiper,3236,510000000,40,614,44.32876623692808,5.6712337630719105,901.9718,1251048.4454,18556677623,250000000.0,30,35,17,0.53,1500000,2500000,3500000,20,157601.9778,67,176.9139,17.53,38.123,68.123,-89.9978,-91.3209,-1.3231,0.567805,141.9512,6813.66,14772827.3157,low
Kuiper,3236,510000000,40,611,44.35279553972792,5.647204460272079,897.7772,1240477.9602,17784381277,250000000.0,30,29,15,0.53,1500000,2500000,3500000,20,157601.9778,67,176.5041,15.53,37.7538,67.7538,-89.9978,-95.2803,-5.2825,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,36,613,47.56803315984836,6.431966840151631,968.0332,1608811.2655,18708088321,250000000.0,30,30,10,0.53,1500000,2500000,3500000,20,157601.9778,67,177.5984,10.53,38.1936,68.1936,-89.9978,-89.9348,0.063,0.567805,141.9512,6813.66,14772827.3157,low
Kuiper,3236,510000000,40,608,44.37685534962029,5.6231446503797144,893.5808,1229938.8778,19511775372,250000000.0,30,32,6,0.53,1500000,2500000,3500000,20,157601.9778,67,177.2686,6.53,38.5589,68.5589,-89.9978,-83.2397,6.7581,1.713601,428.4003,20563.212,44583516.4049,high
Kuiper,3236,510000000,38,604,46.04138687346245,5.958613126537557,919.7867,1380932.8338,18390998825,250000000.0,30,32,14,0.53,1500000,2500000,3500000,20,157601.9778,67,177.0058,14.53,38.0451,68.0451,-89.9978,-91.4907,-1.4929,0.567805,141.9512,6813.66,14772827.3157,low
Kuiper,3236,510000000,35,611,48.377666392393316,6.622333607606691,983.9466,1705344.8437,19426428636,250000000.0,30,33,8,0.53,1500000,2500000,3500000,20,157601.9778,67,178.0673,8.53,38.5209,68.5209,-89.9978,-85.0764,4.9214,1.088581,272.1452,13062.972,28322085.6492,baseline
Kuiper,3236,510000000,39,612,45.16206078490556,5.837939215094437,914.8709,1325613.7855,18677330905,250000000.0,30,33,7,0.53,1500000,2500000,3500000,20,157601.9778,67,177.0935,7.53,38.1793,68.1793,-89.9978,-83.4442,6.5536,1.713601,428.4003,20563.212,44583516.4049,high
Kuiper,3236,510000000,36,608,47.61291112415118,6.387088875848818,960.6195,1586462.3416,18906487419,250000000.0,30,29,7,0.53,1500000,2500000,3500000,20,157601.9778,67,177.6232,7.53,38.2852,68.2852,-89.9978,-87.868,2.1298,1.088581,272.1452,13062.972,28322085.6492,baseline
Kuiper,3236,510000000,37,615,46.75238074611024,6.247619253889752,952.8968,1518002.1578,19677062137,250000000.0,30,34,7,0.53,1500000,2500000,3500000,20,157601.9778,67,177.9001,7.53,38.6322,68.6322,-89.9978,-82.7979,7.1999,1.896173,474.0433,22754.076,49333572.4606,high
Kuiper,3236,510000000,39,610,45.178554535347075,5.821445464652925,912.034,1318140.3707,19390948590,250000000.0,30,34,1,0.53,1500000,2500000,3500000,20,157601.9778,67,177.3922,1.53,38.505,68.505,-89.9978,-76.4172,13.5806,3.077225,769.3062,36926.7,80061511.6005,high
Kuiper,3236,510000000,35,616,48.331588336976395,6.668411663023605,991.4709,1729132.0239,18098533449,250000000.0,30,32,17,0.53,1500000,2500000,3500000,20,157601.9778,67,177.5185,17.53,37.9059,67.9059,-89.9978,-95.1426,-5.1448,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,35,604,48.442356893895344,6.557643106104649,973.4012,1672226.3319,18795122958,250000000.0,30,34,13,0.53,1500000,2500000,3500000,20,157601.9778,67,177.6867,13.53,38.2339,68.2339,-89.9978,-88.9828,1.015,0.889135,222.2837,10669.62,23133011.3109,baseline
Kuiper,3236,510000000,35,604,48.442356893895344,6.557643106104649,973.4012,1672226.3319,17880170389,250000000.0,30,33,18,0.53,1500000,2500000,3500000,20,157601.9778,67,177.2533,18.53,37.8004,67.8004,-89.9978,-94.9829,-4.9851,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,39,612,45.16206078490556,5.837939215094437,914.8709,1325613.7855,19454476731,250000000.0,30,32,14,0.53,1500000,2500000,3500000,20,157601.9778,67,177.4476,14.53,38.5334,68.5334,-89.9978,-91.4442,-1.4464,0.567805,141.9512,6813.66,14772827.3157,low
Kuiper,3236,510000000,39,616,45.12911587816479,5.870884121835218,920.5421,1340604.3917,18843522946,250000000.0,30,30,6,0.53,1500000,2500000,3500000,20,157601.9778,67,177.2241,6.53,38.2563,68.2563,-89.9978,-85.4978,4.5,1.088581,272.1452,13062.972,28322085.6492,baseline
Kuiper,3236,510000000,36,613,47.56803315984836,6.431966840151631,968.0332,1608811.2655,19006821800,250000000.0,30,29,16,0.53,1500000,2500000,3500000,20,157601.9778,67,177.736,16.53,38.3312,68.3312,-89.9978,-96.9348,-6.937,0.434841,108.7103,5218.092,11313454.8305,low
Kuiper,3236,510000000,35,608,48.405364944329435,6.594635055670565,979.4288,1691124.8564,18937641793,250000000.0,30,31,12,0.53,1500000,2500000,3500000,20,157601.9778,67,177.806,12.53,38.2995,68.2995,-89.9978,-91.0365,-1.0387,0.567805,141.9512,6813.66,14772827.3157,low
