constellation,number_of_satellites,total_area_earth_km_sq,elevation_angle,altitude_km,satellite_centric_angle,earth_central_angle,signal_path_km,coverage_area_per_sat_sqkm,dl_frequency_hz,dl_bandwidth_hz,power_dbw,receiver_gain_db,earth_atmospheric_losses_db,all_other_losses_db,subscribers_low,subscribers_baseline,subscribers_high,subscriber_traffic_percent,satellite_coverage_area_km,percent_coverage,path_loss_db,losses_db,antenna_gain_db,eirp_db,noise_db,received_power_db,cnr_db,spectral_efficiency_bphz,channel_capacity_mbps,capacity_per_single_satellite_mbps,constellation_capacity_mbps,cnr_scenario
Starlink,4425,510000000,32,542,51.409677022262,6.590322977737998,936.5083,1688916.4433,11417178283,250000000.0,30,31,6,0.53,2500000,3500000,4500000,20,115254.2373,67,173.0214,6.53,31.4284,61.4284,-89.9978,-87.123,2.8748,1.088581,272.1452,13062.972,38728439.1216,baseline
Starlink,4425,510000000,36,545,48.18733705787096,5.8126629421290374,866.6505,1314169.5556,11433800048,250000000.0,30,32,11,0.53,2500000,3500000,4500000,20,115254.2373,67,172.3607,11.53,31.9728,61.9728,-89.9978,-89.9179,0.0799,0.567805,141.9512,6813.66,20200791.3696,low
Starlink,4425,510000000,26,551,55.82453336744106,8.175466632558937,1096.2903,2597537.0859,11572992169,250000000.0,30,34,7,0.53,2500000,3500000,4500000,20,115254.2373,67,174.5074,7.53,32.4807,62.4807,-89.9978,-85.5567,4.4411,1.088581,272.1452,13062.972,38728439.1216,baseline
Starlink,4425,510000000,38,540,46.593840926004894,5.406159073995099,827.1228,1136917.7513,11622569193,250000000.0,30,28,16,0.53,2500000,3500000,4500000,20,115254.2373,67,172.0974,16.53,31.7119,61.7119,-89.9978,-98.9155,-8.9177,0.434841,108.7103,5218.092,15470345.3724,low
Starlink,4425,510000000,27,551,55.100104974179146,7.899895025820854,1068.8369,2425650.0798,12460466608,250000000.0,30,35,4,0.53,2500000,3500000,4500000,20,115254.2373,67,174.9289,4.53,33.2046,63.2046,-89.9978,-81.2543,8.7435,1.972253,493.0632,23667.036,70166837.8656,high
Starlink,4425,510000000,33,547,50.57212474476605,6.427875255233943,924.4039,1606767.228,11925547150,250000000.0,30,28,15,0.53,2500000,3500000,4500000,20,115254.2373,67,173.2868,15.53,32.8131,62.8131,-89.9978,-98.0037,-8.0059,0.434841,108.7103,5218.092,15470345.3724,low
Starlink,4425,510000000,38,551,46.4977605195092,5.5022394804908,843.1164,1177657.0266,12527279753,250000000.0,30,30,14,0.53,2500000,3500000,4500000,20,115254.2373,67,172.9149,14.53,33.192,63.192,-89.9978,-94.2529,-4.2551,0.434841,108.7103,5218.092,15470345.3724,low
Starlink,4425,510000000,39,546,45.713987987683694,5.286012012316306,820.812,1086980.7734,12059154452,250000000.0,30,33,11,0.53,2500000,3500000,4500000,20,115254.2373,67,172.3512,11.53,32.5032,62.5032,-89.9978,-88.378,1.6198,0.889135,222.2837,10669.62,31632748.7796,baseline
Starlink,4425,510000000,39,541,45.75645379382879,5.243546206171203,813.6485,1069598.2898,11057733071,250000000.0,30,34,17,0.53,2500000,3500000,4500000,20,115254.2373,67,171.5221,17.53,31.7619,61.7619,-89.9978,-93.2902,-3.2924,0.434841,108.7103,5218.092,15470345.3724,low
Starlink,4425,510000000,34,545,49.797970701857004,6.202029298143003,902.1585,1495950.2997,12309407578,250000000.0,30,27,18,0.53,2500000,3500000,4500000,20,115254.2373,67,173.3504,18.53,32.6621,62.6621,-89.9978,-102.2183,-12.2205,0.434841,108.7103,5218.092,15470345.3724,low
Starlink,4425,510000000,39,549,45.68855338911148,5.31144661088851,825.1076,1097458.8367,11351610324,250000000.0,30,30,9,0.53,2500000,3500000,4500000,20,115254.2373,67,171.8714,9.53,31.763,61.763,-89.9978,-89.6384,0.3594,0.567805,141.9512,6813.66,20200791.3696,low
Starlink,4425,510000000,25,541,56.66200888949216,8.337991110507843,1107.0633,2701655.1523,11863055388,250000000.0,30,27,7,0.53,2500000,3500000,4500000,20,115254.2373,67,174.8074,7.53,32.1997,62.1997,-89.9978,-93.1377,-3.1399,0.434841,108.7103,5218.092,15470345.3724,low
Starlink,4425,510000000,34,551,49.73930033688551,6.26069966311448,911.4482,1524358.8494,11053628926,250000000.0,30,27,7,0.53,2500000,3500000,4500000,20,115254.2373,67,172.5047,7.53,31.6398,61.6398,-89.9978,-91.3949,-1.3971,0.567805,141.9512,6813.66,20200791.3696,low
Starlink,4425,510000000,32,539,51.44082745756146,6.559172542438546,931.697,1673005.596,10776466483,250000000.0,30,29,17,0.53,2500000,3500000,4500000,20,115254.2373,67,172.475,17.53,31.4044,61.4044,-89.9978,-99.6006,-9.6028,0.434841,108.7103,5218.092,15470345.3724,low
Starlink,4425,510000000,25,544,56.624279182293975,8.375720817706025,1112.5193,2726116.9883,11602958710,250000000.0,30,31,2,0.53,2500000,3500000,4500000,20,115254.2373,67,174.6575,2.53,31.6885,61.6885,-89.9978,-84.499,5.4988,1.088581,272.1452,13062.972,38728439.1216,baseline
Starlink,4425,510000000,29,539,53.75206159504399,7.247938404956017,997.7724,2042318.1832,12104055850,250000000.0,30,28,18,0.53,2500000,3500000,4500000,20,115254.2373,67,174.0792,18.53,32.7014,62.7014,-89.9978,-101.9078,-11.91,0.434841,108.7103,5218.092,15470345.3724,low
Starlink,4425,510000000,34,546,49.78818030963919,6.211819690360812,903.7076,1500672.3477,11452748267,250000000.0,30,35,15,0.53,2500000,3500000,4500000,20,115254.2373,67,172.7388,15.53,32.2903,62.2903,-89.9978,-90.9785,-0.9807,0.567805,141.9512,6813.66,20200791.3696,low
Starlink,4425,510000000,35,550,48.9486421215984,6.051357878401603,891.5914,1424215.053,11982840533,250000000.0,30,33,3,0.53,2500000,3500000,4500000,20,115254.2373,67,173.0145,3.53,31.9092,61.9092,-89.9978,-81.6353,8.3625,2.062148,515.537,24745.776,73365039.396,high
OneWeb,720,510000000,56,1199,28.080074087400103,5.9199259125998935,1397.5144,1363075.1117,11743563773,125000000.0,31,35,12,0.53,500000,800000,1000000,20,708333.3333,67,176.7431,12.53,31.6864,62.6864,-89.9978,-91.5867,-1.5889,0.567805,70.9756,3406.83,1643454.2131,low
OneWeb,720,510000000,51,1198,31.992305148186755,7.007694851813241,1468.7145,1909336.819,11879331790,125000000.0,30,34,7,0.53,500000,800000,1000000,20,708333.3333,67,177.2746,7.53,31.7026,61.7026,-89.9978,-89.102,0.8958,0.889135,111.1419,5334.81,2573512.9229,baseline
OneWeb,720,510000000,58,1200,26.48764936909077,5.512350630909225,1373.6905,1181985.8871,12255724310,125000000.0,28,38,6,0.53,500000,800000,1000000,20,708333.3333,67,176.9646,6.53,32.1725,60.1725,-89.9978,-85.3221,4.6757,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,56,1196,28.092182307040137,5.907817692959867,1394.1139,1357509.8651,11545496069,125000000.0,28,35,8,0.53,500000,800000,1000000,20,708333.3333,67,176.5742,8.53,32.373,60.373,-89.9978,-89.7312,0.2666,0.567805,70.9756,3406.83,1643454.2131,low
OneWeb,720,510000000,47,1192,35.072212380323144,7.927787619676849,1530.9298,2442781.6863,11755299901,125000000.0,28,36,9,0.53,500000,800000,1000000,20,708333.3333,67,177.5438,9.53,32.1989,60.1989,-89.9978,-90.8749,-0.8771,0.567805,70.9756,3406.83,1643454.2131,low
OneWeb,720,510000000,47,1201,35.02445753299658,7.975542467003422,1541.9232,2472251.9574,11226016985,125000000.0,29,33,15,0.53,500000,800000,1000000,20,708333.3333,67,177.2058,15.53,31.7025,60.7025,-89.9978,-99.0333,-9.0355,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,51,1200,31.982859427580983,7.0171405724190095,1471.0726,1914481.065,12173254736,125000000.0,31,37,8,0.53,500000,800000,1000000,20,708333.3333,67,177.5008,8.53,32.441,63.441,-89.9978,-85.5898,4.408,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,52,1192,31.246240300843407,6.753759699156589,1446.008,1773625.5064,12253867292,125000000.0,30,35,5,0.53,500000,800000,1000000,20,708333.3333,67,177.4089,5.53,32.8522,62.8522,-89.9978,-85.0867,4.9111,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,51,1201,31.978138801187754,7.021861198812246,1472.2515,1917054.5553,12422585254,125000000.0,32,37,2,0.53,500000,800000,1000000,20,708333.3333,67,177.6839,2.53,32.9439,64.9439,-89.9978,-78.27,11.7278,2.856231,357.0289,17137.386,8267075.5853,high
OneWeb,720,510000000,50,1197,32.766349287028774,7.233650712971226,1483.8695,2034284.8587,11106329475,125000000.0,28,37,13,0.53,500000,800000,1000000,20,708333.3333,67,176.7793,13.53,31.8727,59.8727,-89.9978,-93.4366,-3.4388,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,45,1197,36.5390064697629,8.46099353023709,1576.2198,2781807.0005,11997819399,125000000.0,32,33,11,0.53,500000,800000,1000000,20,708333.3333,67,177.9744,11.53,32.1747,64.1747,-89.9978,-92.3297,-2.3319,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,50,1196,32.7712183139814,7.228781686018607,1482.6802,2031550.8266,12418099130,125000000.0,31,33,13,0.53,500000,800000,1000000,20,708333.3333,67,177.7421,13.53,32.5732,63.5732,-89.9978,-94.6989,-4.7011,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,48,1197,34.29089193067484,7.709108069325168,1518.5954,2310077.8624,11605708024,125000000.0,32,36,3,0.53,500000,800000,1000000,20,708333.3333,67,177.3623,3.53,31.8037,63.8037,-89.9978,-81.0886,8.9092,1.972253,246.5316,11833.518,5708488.5043,high
OneWeb,720,510000000,47,1190,35.082843794150754,7.917156205849238,1528.4859,2436244.8054,11280600886,125000000.0,29,34,11,0.53,500000,800000,1000000,20,708333.3333,67,177.1719,11.53,32.1353,61.1353,-89.9978,-93.5666,-3.5688,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,56,1197,28.088145016450582,5.911854983549418,1395.2475,1359364.2451,12456078160,125000000.0,29,34,5,0.53,500000,800000,1000000,20,708333.3333,67,177.2407,5.53,32.9368,61.9368,-89.9978,-86.8339,3.1639,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,59,1189,25.728696085483804,5.271303914516196,1349.7924,1080944.4971,12088726794,125000000.0,28,35,1,0.53,500000,800000,1000000,20,708333.3333,67,176.693,1.53,32.0558,60.0558,-89.9978,-83.1672,6.8306,1.713601,214.2001,10281.606,4959846.1555,high
OneWeb,720,510000000,58,1191,26.52160349596964,5.478396504030357,1363.6335,1167480.5659,11220034347,125000000.0,31,35,3,0.53,500000,800000,1000000,20,708333.3333,67,176.1338,3.53,31.4184,62.4184,-89.9978,-82.2454,7.7524,1.896173,237.0216,11377.038,5488282.5523,high
OneWeb,720,510000000,53,1194,30.45869606673641,6.541303933263592,1433.3275,1663912.641,12348728904,125000000.0,29,37,2,0.53,500000,800000,1000000,20,708333.3333,67,177.3994,2.53,32.5732,61.5732,-89.9978,-81.3562,8.6416,1.972253,246.5316,11833.518,5708488.5043,high
OneWeb,720,510000000,46,1200,35.77876550599443,8.221234494005571,1559.9348,2626651.4789,12115750306,125000000.0,28,32,15,0.53,500000,800000,1000000,20,708333.3333,67,177.9691,15.53,32.8945,60.8945,-89.9978,-100.6046,-10.6068,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,58,1197,26.49895733224742,5.501042667752586,1370.3385,1177145.1627,11880666617,125000000.0,32,34,12,0.53,500000,800000,1000000,20,708333.3333,67,176.6734,12.53,32.0619,64.0619,-89.9978,-91.1415,-1.1437,0.567805,70.9756,3406.83,1643454.2131,low
OneWeb,720,510000000,59,1191,25.721400775472535,5.278599224527468,1352.0124,1083936.4322,12255053379,125000000.0,30,34,3,0.53,500000,800000,1000000,20,708333.3333,67,176.8259,3.53,32.9892,62.9892,-89.9978,-83.3667,6.6311,1.713601,214.2001,10281.606,4959846.1555,high
OneWeb,720,510000000,54,1200,29.650472273180295,6.3495277268197015,1425.8223,1567876.9377,12101381847,125000000.0,30,37,18,0.53,500000,800000,1000000,20,708333.3333,67,177.178,18.53,31.9889,61.9889,-89.9978,-96.7191,-6.7213,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,57,1193,27.310833255216764,5.689166744783236,1378.0235,1258966.3115,11372831221,125000000.0,31,35,13,0.53,500000,800000,1000000,20,708333.3333,67,176.3425,13.53,31.5295,62.5295,-89.9978,-92.343,-2.3452,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,49,1190,33.56616881605991,7.4338311839401,1492.4821,2148274.1782,12695259047,125000000.0,32,36,6,0.53,500000,800000,1000000,20,708333.3333,67,177.991,6.53,33.2565,65.2565,-89.9978,-83.2645,6.7333,1.713601,214.2001,10281.606,4959846.1555,high
OneWeb,720,510000000,56,1196,28.092182307040137,5.907817692959867,1394.1139,1357509.8651,11623697559,125000000.0,30,33,11,0.53,500000,800000,1000000,20,708333.3333,67,176.6329,11.53,32.5462,62.5462,-89.9978,-92.6167,-2.6189,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,49,1199,33.521022066925624,7.4789779330743755,1503.2803,2174409.8098,10807442453,125000000.0,28,38,6,0.53,500000,800000,1000000,20,708333.3333,67,176.6553,6.53,31.5557,59.5557,-89.9978,-85.6296,4.3682,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,49,1197,33.53104337046374,7.468956629536251,1500.8812,2168594.8504,10829883984,125000000.0,32,34,12,0.53,500000,800000,1000000,20,708333.3333,67,176.6594,12.53,31.9507,63.9507,-89.9978,-91.2387,-1.2409,0.567805,70.9756,3406.83,1643454.2131,low
OneWeb,720,510000000,56,1201,28.072008023994538,5.927991976005458,1399.7811,1366788.7813,11361121938,125000000.0,30,32,7,0.53,500000,800000,1000000,20,708333.3333,67,176.4696,7.53,32.0852,62.0852,-89.9978,-89.9144,0.0834,0.567805,70.9756,3406.83,1643454.2131,low
OneWeb,720,510000000,56,1201,28.072008023994538,5.927991976005458,1399.7811,1366788.7813,12520257760,125000000.0,28,37,3,0.53,500000,800000,1000000,20,708333.3333,67,177.3135,3.53,33.0226,61.0226,-89.9978,-82.8209,7.1769,1.896173,237.0216,11377.038,5488282.5523,high
OneWeb,720,510000000,59,1192,25.717754733752717,5.282245266247287,1353.1224,1085433.2845,12380580097,125000000.0,32,37,8,0.53,500000,800000,1000000,20,708333.3333,67,176.9216,8.53,32.7451,64.7451,-89.9978,-83.7065,6.2913,1.647211,205.9014,9883.266,4767688.0973,high
OneWeb,720,510000000,54,1193,29.680632292731044,6.3193677072689525,1417.7664,1553032.6651,10806597258,125000000.0,32,35,11,0.53,500000,800000,1000000,20,708333.3333,67,176.1459,11.53,31.444,63.444,-89.9978,-89.2319,0.7659,0.889135,111.1419,5334.81,2573512.9229,baseline
OneWeb,720,510000000,46,1200,35.77876550599443,8.221234494005571,1559.9348,2626651.4789,11502917522,125000000.0,30,35,16,0.53,500000,800000,1000000,20,708333.3333,67,177.5183,16.53,31.7693,61.7693,-89.9978,-97.279,-7.2812,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,60,1197,24.89711236822511,5.102887631774891,1347.5091,1013021.2544,12696795198,125000000.0,28,34,9,0.53,500000,800000,1000000,20,708333.3333,67,177.1045,9.53,33.3042,61.3042,-89.9978,-91.3303,-1.3325,0.567805,70.9756,3406.83,1643454.2131,low
OneWeb,720,510000000,60,1198,24.89360234610301,5.106397653896991,1348.6116,1014414.4245,11092017883,125000000.0,29,35,14,0.53,500000,800000,1000000,20,708333.3333,67,175.9379,14.53,31.5001,60.5001,-89.9978,-94.9678,-4.97,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,48,1193,34.31153701718233,7.6884629828176685,1513.7533,2297740.1426,11430483100,125000000.0,28,32,4,0.53,500000,800000,1000000,20,708333.3333,67,177.2024,4.53,32.3528,60.3528,-89.9978,-89.3796,0.6182,0.567805,70.9756,3406.83,1643454.2131,low
OneWeb,720,510000000,52,1195,31.23247022770367,6.767529772296328,1449.5167,1780856.8625,11081373911,125000000.0,32,37,6,0.53,500000,800000,1000000,20,708333.3333,67,176.5563,6.53,31.9938,63.9938,-89.9978,-82.0925,7.9053,1.896173,237.0216,11377.038,5488282.5523,high
OneWeb,720,510000000,54,1189,29.69789571353913,6.3021042864608745,1413.162,1544567.5661,12075514866,125000000.0,29,34,7,0.53,500000,800000,1000000,20,708333.3333,67,177.082,7.53,32.8806,61.8806,-89.9978,-88.7314,1.2664,0.889135,111.1419,5334.81,2573512.9229,baseline
OneWeb,720,510000000,48,1198,34.285734857426114,7.714265142573879,1519.8057,2313164.9166,11056619055,125000000.0,30,32,11,0.53,500000,800000,1000000,20,708333.3333,67,176.9482,11.53,32.118,62.118,-89.9978,-94.3602,-4.3624,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,59,1192,25.717754733752717,5.282245266247287,1353.1224,1085433.2845,10817907285,125000000.0,32,38,16,0.53,500000,800000,1000000,20,708333.3333,67,175.7496,16.53,31.5648,63.5648,-89.9978,-90.7148,-0.717,0.567805,70.9756,3406.83,1643454.2131,low
OneWeb,720,510000000,54,1189,29.69789571353913,6.3021042864608745,1413.162,1544567.5661,11792698883,125000000.0,29,36,4,0.53,500000,800000,1000000,20,708333.3333,67,176.8761,4.53,31.8245,60.8245,-89.9978,-84.5816,5.4162,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,54,1199,29.65477688241199,6.345223117588006,1424.6716,1565753.9726,11939467914,125000000.0,30,32,13,0.53,500000,800000,1000000,20,708333.3333,67,177.054,13.53,32.834,62.834,-89.9978,-95.75,-5.7522,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,57,1191,27.318651281374944,5.68134871862506,1375.7725,1255511.3914,12101971662,125000000.0,28,35,14,0.53,500000,800000,1000000,20,708333.3333,67,176.8681,14.53,32.9746,60.9746,-89.9978,-95.4235,-5.4257,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,45,1195,36.55022002328124,8.449779976718759,1573.7303,2774451.6586,10765439271,125000000.0,32,33,9,0.53,500000,800000,1000000,20,708333.3333,67,177.0192,9.53,31.3397,63.3397,-89.9978,-90.2095,-0.2117,0.567805,70.9756,3406.83,1643454.2131,low
OneWeb,720,510000000,60,1198,24.89360234610301,5.106397653896991,1348.6116,1014414.4245,11517385317,125000000.0,29,34,18,0.53,500000,800000,1000000,20,708333.3333,67,176.2648,18.53,31.7101,60.7101,-89.9978,-100.0847,-10.0869,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,46,1198,35.789666662120055,8.210333337879945,1557.4694,2619702.2615,12563701727,125000000.0,32,38,1,0.53,500000,800000,1000000,20,708333.3333,67,178.2707,1.53,33.1174,65.1174,-89.9978,-76.6833,13.3145,3.077225,384.6531,18463.35,8906719.4611,high
OneWeb,720,510000000,49,1189,33.5711932094892,7.428806790510805,1491.2819,2145375.2674,11139132956,125000000.0,30,33,3,0.53,500000,800000,1000000,20,708333.3333,67,176.8482,3.53,31.7321,61.7321,-89.9978,-85.6461,4.3517,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,46,1200,35.77876550599443,8.221234494005571,1559.9348,2626651.4789,12506616135,125000000.0,31,34,1,0.53,500000,800000,1000000,20,708333.3333,67,178.2449,1.53,32.8909,63.8909,-89.9978,-81.884,8.1138,2.062148,257.7685,12372.888,5968681.1712,high
OneWeb,720,510000000,51,1191,32.02541216185209,6.974587838147912,1460.4595,1891360.8001,12184963941,125000000.0,30,32,10,0.53,500000,800000,1000000,20,708333.3333,67,177.4463,10.53,32.1139,62.1139,-89.9978,-93.8624,-3.8646,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,60,1197,24.89711236822511,5.102887631774891,1347.5091,1013021.2544,11524679291,125000000.0,28,38,5,0.53,500000,800000,1000000,20,708333.3333,67,176.2632,5.53,32.0083,60.0083,-89.9978,-83.7849,6.2129,1.647211,205.9014,9883.266,4767688.0973,high
OneWeb,720,510000000,50,1193,32.7858347122911,7.214165287708909,1479.1121,2023354.4979,11764594137,125000000.0,31,34,2,0.53,500000,800000,1000000,20,708333.3333,67,177.2516,2.53,32.1922,63.1922,-89.9978,-82.5894,7.4084,1.896173,237.0216,11377.038,5488282.5523,high
OneWeb,720,510000000,56,1189,28.12047748184843,5.879522518151575,1386.1781,1344548.9494,10844520167,125000000.0,28,34,17,0.53,500000,800000,1000000,20,708333.3333,67,175.9806,17.53,31.4287,59.4287,-89.9978,-100.0819,-10.0841,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,50,1190,32.80046510358947,7.19953489641054,1475.5433,2015166.848,10975746695,125000000.0,28,38,8,0.53,500000,800000,1000000,20,708333.3333,67,176.6277,8.53,31.806,59.806,-89.9978,-87.3517,2.6461,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,47,1189,35.0881621283874,7.91183787161259,1527.2638,2432978.0203,12691623300,125000000.0,30,38,2,0.53,500000,800000,1000000,20,708333.3333,67,178.1886,2.53,32.7791,62.7791,-89.9978,-79.9395,10.0583,2.524739,315.5924,15148.434,7307605.1405,high
OneWeb,720,510000000,55,1194,28.890115311150737,6.109884688849263,1405.0969,1451871.1496,12690744626,125000000.0,32,36,10,0.53,500000,800000,1000000,20,708333.3333,67,177.4639,10.53,32.7465,64.7465,-89.9978,-87.2474,2.7504,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,45,1195,36.55022002328124,8.449779976718759,1573.7303,2774451.6586,11894332237,125000000.0,32,32,15,0.53,500000,800000,1000000,20,708333.3333,67,177.8854,15.53,31.9934,63.9934,-89.9978,-97.422,-7.4242,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,57,1190,27.322562050758105,5.677437949241892,1374.647,1253784.932,12488919161,125000000.0,32,37,12,0.53,500000,800000,1000000,20,708333.3333,67,177.1343,12.53,33.0978,65.0978,-89.9978,-87.5665,2.4313,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,46,1199,35.78421517782455,8.21578482217545,1558.7021,2623176.3032,10805885225,125000000.0,30,36,15,0.53,500000,800000,1000000,20,708333.3333,67,176.9685,15.53,31.2604,61.2604,-89.9978,-95.2381,-5.2403,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,50,1191,32.79558675037781,7.204413249622192,1476.733,2017895.0981,11440132360,125000000.0,31,32,12,0.53,500000,800000,1000000,20,708333.3333,67,176.9947,12.53,31.6484,62.6484,-89.9978,-94.8763,-4.8785,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,54,1189,29.69789571353913,6.3021042864608745,1413.162,1544567.5661,12657328847,125000000.0,28,36,10,0.53,500000,800000,1000000,20,708333.3333,67,177.4907,10.53,32.3922,60.3922,-89.9978,-91.6285,-1.6307,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,56,1200,28.076040447781004,5.923959552219003,1398.6478,1364931.5966,10814167827,125000000.0,29,36,1,0.53,500000,800000,1000000,20,708333.3333,67,176.034,1.53,31.2219,60.2219,-89.9978,-81.3421,8.6557,1.972253,246.5316,11833.518,5708488.5043,high
OneWeb,720,510000000,45,1194,36.55582963186405,8.444170368135957,1572.4855,2770775.764,12005714118,125000000.0,30,36,13,0.53,500000,800000,1000000,20,708333.3333,67,177.9595,13.53,32.8551,62.8551,-89.9978,-92.6344,-2.6366,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,57,1200,27.28350698822842,5.7164930117715755,1385.9007,1271079.4598,12041666193,125000000.0,31,38,11,0.53,500000,800000,1000000,20,708333.3333,67,176.8884,11.53,32.6667,63.6667,-89.9978,-86.7517,3.2461,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,49,1199,33.521022066925624,7.4789779330743755,1503.2803,2174409.8098,11330927692,125000000.0,29,34,12,0.53,500000,800000,1000000,20,708333.3333,67,177.0661,12.53,32.3807,61.3807,-89.9978,-94.2154,-4.2176,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,54,1197,29.663390063287157,6.336609936712847,1422.3701,1561510.3931,11589854417,125000000.0,28,35,5,0.53,500000,800000,1000000,20,708333.3333,67,176.7818,5.53,31.766,59.766,-89.9978,-87.5458,2.452,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,55,1197,28.877594848549332,6.122405151450664,1408.5231,1457821.9676,12146131771,125000000.0,30,33,14,0.53,500000,800000,1000000,20,708333.3333,67,177.104,14.53,32.9888,62.9888,-89.9978,-95.6452,-5.6474,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,47,1201,35.02445753299658,7.975542467003422,1541.9232,2472251.9574,11194684418,125000000.0,31,38,7,0.53,500000,800000,1000000,20,708333.3333,67,177.1815,7.53,31.382,62.382,-89.9978,-84.3295,5.6683,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,56,1190,28.116431652021355,5.883568347978638,1387.3119,1346398.3871,11499834557,125000000.0,28,37,6,0.53,500000,800000,1000000,20,708333.3333,67,176.4973,6.53,32.2832,60.2832,-89.9978,-85.7441,4.2537,1.088581,136.0726,6531.486,3150788.2675,baseline
OneWeb,720,510000000,46,1199,35.78421517782455,8.21578482217545,1558.7021,2623176.3032,12078953019,125000000.0,28,32,14,0.53,500000,800000,1000000,20,708333.3333,67,177.9358,14.53,32.1365,60.1365,-89.9978,-100.3293,-10.3315,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,58,1190,26.525381782340485,5.474618217659511,1362.5159,1165871.9932,12459213437,125000000.0,31,34,4,0.53,500000,800000,1000000,20,708333.3333,67,177.0366,4.53,33.2455,64.2455,-89.9978,-83.3211,6.6767,1.713601,214.2001,10281.606,4959846.1555,high
OneWeb,720,510000000,48,1197,34.29089193067484,7.709108069325168,1518.5954,2310077.8624,12524334301,125000000.0,29,36,3,0.53,500000,800000,1000000,20,708333.3333,67,178.0239,3.53,33.1262,62.1262,-89.9978,-83.4277,6.5701,1.713601,214.2001,10281.606,4959846.1555,high
OneWeb,720,510000000,57,1201,27.279607904607833,5.720392095392171,1387.0259,1272812.556,12087580481,125000000.0,30,32,11,0.53,500000,800000,1000000,20,708333.3333,67,176.9285,11.53,32.5689,62.5689,-89.9978,-93.8896,-3.8918,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,52,1193,31.24164884085639,6.758351159143615,1447.1776,1776035.0832,11216856998,125000000.0,31,38,5,0.53,500000,800000,1000000,20,708333.3333,67,176.6479,5.53,31.7848,62.7848,-89.9978,-81.3931,8.6047,1.972253,246.5316,11833.518,5708488.5043,high
OneWeb,720,510000000,55,1201,28.86091866041852,6.13908133958148,1413.0908,1465766.7956,12324045170,125000000.0,30,33,14,0.53,500000,800000,1000000,20,708333.3333,67,177.2585,14.53,32.0852,62.0852,-89.9978,-96.7033,-6.7055,0.434841,54.3551,2609.046,1258603.2115,low
OneWeb,720,510000000,58,1191,26.52160349596964,5.478396504030357,1363.6335,1167480.5659,11245279096,125000000.0,29,38,12,0.53,500000,800000,1000000,20,708333.3333,67,176.1534,12.53,32.2533,61.2533,-89.9978,-89.4301,0.5677,0.567805,70.9756,3406.83,1643454.2131,low
