constellation,subscribers_low,subscribers_baseline,subscribers_high,capex_costs,opex_costs,total_cost_ownership,assessment_period_year,capex_scenario,opex_scenario
OneWeb,500000,800000,1000000,335121500.0,54388880,576514519.7927661,5,Low,Low
OneWeb,500000,800000,1000000,335121500.0,54393880,576536455.8490484,5,Low,Low
OneWeb,500000,800000,1000000,335121500.0,54398880,576558391.9053307,5,Low,Low
OneWeb,500000,800000,1000000,407121500.0,54388880,648514519.7927661,5,Low,Low
OneWeb,500000,800000,1000000,407121500.0,54393880,648536455.8490484,5,Low,Low
OneWeb,500000,800000,1000000,407121500.0,54398880,648558391.9053307,5,Low,Low
OneWeb,500000,800000,1000000,479121500.0,54388880,720514519.7927661,5,Low,Low
OneWeb,500000,800000,1000000,479121500.0,54393880,720536455.8490484,5,Low,Low
OneWeb,500000,800000,1000000,479121500.0,54398880,720558391.9053307,5,Low,Low
OneWeb,500000,800000,1000000,335121500.0,104388880,795875082.6159623,5,Low,Low
OneWeb,500000,800000,1000000,335121500.0,104393880,795897018.6722447,5,Low,Low
OneWeb,500000,800000,1000000,335121500.0,104398880,795918954.728527,5,Low,Low
OneWeb,500000,800000,1000000,407121500.0,104388880,867875082.6159623,5,Low,Low
OneWeb,500000,800000,1000000,407121500.0,104393880,867897018.6722447,5,Low,Low
OneWeb,500000,800000,1000000,407121500.0,104398880,867918954.728527,5,Low,Low
OneWeb,500000,800000,1000000,479121500.0,104388880,939875082.6159623,5,Low,Low
OneWeb,500000,800000,1000000,479121500.0,104393880,939897018.6722447,5,Low,Low
OneWeb,500000,800000,1000000,479121500.0,104398880,939918954.728527,5,Low,Low
OneWeb,500000,800000,1000000,335121500.0,154388880,1015235645.4391586,5,Low,Low
OneWeb,500000,800000,1000000,335121500.0,154393880,1015257581.495441,5,Low,Low
OneWeb,500000,800000,1000000,335121500.0,154398880,1015279517.5517232,5,Low,Low
OneWeb,500000,800000,1000000,407121500.0,154388880,1087235645.4391584,5,Low,Low
OneWeb,500000,800000,1000000,407121500.0,154393880,1087257581.495441,5,Low,Low
OneWeb,500000,800000,1000000,407121500.0,154398880,1087279517.5517232,5,Low,Low
OneWeb,500000,800000,1000000,479121500.0,154388880,1159235645.4391584,5,Low,Low
OneWeb,500000,800000,1000000,479121500.0,154393880,1159257581.495441,5,Low,Low
OneWeb,500000,800000,1000000,479121500.0,154398880,1159279517.5517232,5,Low,Low
OneWeb,500000,800000,1000000,335121500.0,54488880,576953240.9184124,5,Low,Baseline
OneWeb,500000,800000,1000000,335121500.0,54493880,576975176.9746947,5,Low,Baseline
OneWeb,500000,800000,1000000,335121500.0,54498880,576997113.030977,5,Low,Baseline
OneWeb,500000,800000,1000000,407121500.0,54488880,648953240.9184124,5,Low,Baseline
OneWeb,500000,800000,1000000,407121500.0,54493880,648975176.9746947,5,Low,Baseline
OneWeb,500000,800000,1000000,407121500.0,54498880,648997113.030977,5,Low,Baseline
OneWeb,500000,800000,1000000,479121500.0,54488880,720953240.9184124,5,Low,Baseline
OneWeb,500000,800000,1000000,479121500.0,54493880,720975176.9746947,5,Low,Baseline
OneWeb,500000,800000,1000000,479121500.0,54498880,720997113.030977,5,Low,Baseline
OneWeb,500000,800000,1000000,335121500.0,104488880,796313803.7416086,5,Low,Baseline
OneWeb,500000,800000,1000000,335121500.0,104493880,796335739.797891,5,Low,Baseline
OneWeb,500000,800000,1000000,335121500.0,104498880,796357675.8541734,5,Low,Baseline
OneWeb,500000,800000,1000000,407121500.0,104488880,868313803.7416086,5,Low,Baseline
OneWeb,500000,800000,1000000,407121500.0,104493880,868335739.797891,5,Low,Baseline
OneWeb,500000,800000,1000000,407121500.0,104498880,868357675.8541734,5,Low,Baseline
OneWeb,500000,800000,1000000,479121500.0,104488880,940313803.7416086,5,Low,Baseline
OneWeb,500000,800000,1000000,479121500.0,104493880,940335739.797891,5,Low,Baseline
OneWeb,500000,800000,1000000,479121500.0,104498880,940357675.8541734,5,Low,Baseline
OneWeb,500000,800000,1000000,335121500.0,154488880,1015674366.5648049,5,Low,Baseline
OneWeb,500000,800000,1000000,335121500.0,154493880,1015696302.6210873,5,Low,Baseline
OneWeb,500000,800000,1000000,335121500.0,154498880,1015718238.6773696,5,Low,Baseline
OneWeb,500000,800000,1000000,407121500.0,154488880,1087674366.564805,5,Low,Baseline
OneWeb,500000,800000,1000000,407121500.0,154493880,1087696302.6210873,5,Low,Baseline
OneWeb,500000,800000,1000000,407121500.0,154498880,1087718238.6773696,5,Low,Baseline
OneWeb,500000,800000,1000000,479121500.0,154488880,1159674366.564805,5,Low,Baseline
OneWeb,500000,800000,1000000,479121500.0,154493880,1159696302.6210873,5,Low,Baseline
OneWeb,500000,800000,1000000,479121500.0,154498880,1159718238.6773696,5,Low,Baseline
OneWeb,500000,800000,1000000,335121500.0,54588880,577391962.0440588,5,Low,High
OneWeb,500000,800000,1000000,335121500.0,54593880,577413898.1003412,5,Low,High
OneWeb,500000,800000,1000000,335121500.0,54598880,577435834.1566235,5,Low,High
OneWeb,500000,800000,1000000,407121500.0,54588880,649391962.0440588,5,Low,High
OneWeb,500000,800000,1000000,407121500.0,54593880,649413898.1003412,5,Low,High
OneWeb,500000,800000,1000000,407121500.0,54598880,649435834.1566235,5,Low,High
OneWeb,500000,800000,1000000,479121500.0,54588880,721391962.0440588,5,Low,High
OneWeb,500000,800000,1000000,479121500.0,54593880,721413898.1003412,5,Low,High
OneWeb,500000,800000,1000000,479121500.0,54598880,721435834.1566235,5,Low,High
OneWeb,500000,800000,1000000,335121500.0,104588880,796752524.8672551,5,Low,High
OneWeb,500000,800000,1000000,335121500.0,104593880,796774460.9235375,5,Low,High
OneWeb,500000,800000,1000000,335121500.0,104598880,796796396.9798198,5,Low,High
OneWeb,500000,800000,1000000,407121500.0,104588880,868752524.8672551,5,Low,High
OneWeb,500000,800000,1000000,407121500.0,104593880,868774460.9235375,5,Low,High
OneWeb,500000,800000,1000000,407121500.0,104598880,868796396.9798198,5,Low,High
OneWeb,500000,800000,1000000,479121500.0,104588880,940752524.8672551,5,Low,High
OneWeb,500000,800000,1000000,479121500.0,104593880,940774460.9235375,5,Low,High
OneWeb,500000,800000,1000000,479121500.0,104598880,940796396.9798198,5,Low,High
OneWeb,500000,800000,1000000,335121500.0,154588880,1016113087.6904514,5,Low,High
OneWeb,500000,800000,1000000,335121500.0,154593880,1016135023.7467337,5,Low,High
OneWeb,500000,800000,1000000,335121500.0,154598880,1016156959.803016,5,Low,High
OneWeb,500000,800000,1000000,407121500.0,154588880,1088113087.6904514,5,Low,High
OneWeb,500000,800000,1000000,407121500.0,154593880,1088135023.7467337,5,Low,High
OneWeb,500000,800000,1000000,407121500.0,154598880,1088156959.803016,5,Low,High
OneWeb,500000,800000,1000000,479121500.0,154588880,1160113087.6904514,5,Low,High
OneWeb,500000,800000,1000000,479121500.0,154593880,1160135023.7467337,5,Low,High
OneWeb,500000,800000,1000000,479121500.0,154598880,1160156959.803016,5,Low,High
OneWeb,500000,800000,1000000,339521500.0,54388880,580914519.7927661,5,High,Low
OneWeb,500000,800000,1000000,339521500.0,54393880,580936455.8490484,5,High,Low
OneWeb,500000,800000,1000000,339521500.0,54398880,580958391.9053307,5,High,Low
OneWeb,500000,800000,1000000,411521500.0,54388880,652914519.7927661,5,High,Low
OneWeb,500000,800000,1000000,411521500.0,54393880,652936455.8490484,5,High,Low
OneWeb,500000,800000,1000000,411521500.0,54398880,652958391.9053307,5,High,Low
OneWeb,500000,800000,1000000,483521500.0,54388880,724914519.7927661,5,High,Low
OneWeb,500000,800000,1000000,483521500.0,54393880,724936455.8490484,5,High,Low
OneWeb,500000,800000,1000000,483521500.0,54398880,724958391.9053307,5,High,Low
OneWeb,500000,800000,1000000,339521500.0,104388880,800275082.6159623,5,High,Low
OneWeb,500000,800000,1000000,339521500.0,104393880,800297018.6722447,5,High,Low
OneWeb,500000,800000,1000000,339521500.0,104398880,800318954.728527,5,High,Low
OneWeb,500000,800000,1000000,411521500.0,104388880,872275082.6159623,5,High,Low
OneWeb,500000,800000,1000000,411521500.0,104393880,872297018.6722447,5,High,Low
OneWeb,500000,800000,1000000,411521500.0,104398880,872318954.728527,5,High,Low
OneWeb,500000,800000,1000000,483521500.0,104388880,944275082.6159623,5,High,Low
OneWeb,500000,800000,1000000,483521500.0,104393880,944297018.6722447,5,High,Low
OneWeb,500000,800000,1000000,483521500.0,104398880,944318954.728527,5,High,Low
OneWeb,500000,800000,1000000,339521500.0,154388880,1019635645.4391586,5,High,Low
OneWeb,500000,800000,1000000,339521500.0,154393880,1019657581.495441,5,High,Low
OneWeb,500000,800000,1000000,339521500.0,154398880,1019679517.5517232,5,High,Low
OneWeb,500000,800000,1000000,411521500.0,154388880,1091635645.4391584,5,High,Low
OneWeb,500000,800000,1000000,411521500.0,154393880,1091657581.495441,5,High,Low
OneWeb,500000,800000,1000000,411521500.0,154398880,1091679517.5517232,5,High,Low
OneWeb,500000,800000,1000000,483521500.0,154388880,1163635645.4391584,5,High,Low
OneWeb,500000,800000,1000000,483521500.0,154393880,1163657581.495441,5,High,Low
OneWeb,500000,800000,1000000,483521500.0,154398880,1163679517.5517232,5,High,Low
OneWeb,500000,800000,1000000,339521500.0,54488880,581353240.9184124,5,High,Baseline
OneWeb,500000,800000,1000000,339521500.0,54493880,581375176.9746947,5,High,Baseline
OneWeb,500000,800000,1000000,339521500.0,54498880,581397113.030977,5,High,Baseline
OneWeb,500000,800000,1000000,411521500.0,54488880,653353240.9184124,5,High,Baseline
OneWeb,500000,800000,1000000,411521500.0,54493880,653375176.9746947,5,High,Baseline
OneWeb,500000,800000,1000000,411521500.0,54498880,653397113.030977,5,High,Baseline
OneWeb,500000,800000,1000000,483521500.0,54488880,725353240.9184124,5,High,Baseline
OneWeb,500000,800000,1000000,483521500.0,54493880,725375176.9746947,5,High,Baseline
OneWeb,500000,800000,1000000,483521500.0,54498880,725397113.030977,5,High,Baseline
OneWeb,500000,800000,1000000,339521500.0,104488880,800713803.7416086,5,High,Baseline
OneWeb,500000,800000,1000000,339521500.0,104493880,800735739.797891,5,High,Baseline
OneWeb,500000,800000,1000000,339521500.0,104498880,800757675.8541734,5,High,Baseline
OneWeb,500000,800000,1000000,411521500.0,104488880,872713803.7416086,5,High,Baseline
OneWeb,500000,800000,1000000,411521500.0,104493880,872735739.797891,5,High,Baseline
OneWeb,500000,800000,1000000,411521500.0,104498880,872757675.8541734,5,High,Baseline
OneWeb,500000,800000,1000000,483521500.0,104488880,944713803.7416086,5,High,Baseline
OneWeb,500000,800000,1000000,483521500.0,104493880,944735739.797891,5,High,Baseline
OneWeb,500000,800000,1000000,483521500.0,104498880,944757675.8541734,5,High,Baseline
OneWeb,500000,800000,1000000,339521500.0,154488880,1020074366.5648049,5,High,Baseline
OneWeb,500000,800000,1000000,339521500.0,154493880,1020096302.6210873,5,High,Baseline
OneWeb,500000,800000,1000000,339521500.0,154498880,1020118238.6773696,5,High,Baseline
OneWeb,500000,800000,1000000,411521500.0,154488880,1092074366.564805,5,High,Baseline
OneWeb,500000,800000,1000000,411521500.0,154493880,1092096302.6210873,5,High,Baseline
OneWeb,500000,800000,1000000,411521500.0,154498880,1092118238.6773696,5,High,Baseline
OneWeb,500000,800000,1000000,483521500.0,154488880,1164074366.564805,5,High,Baseline
OneWeb,500000,800000,1000000,483521500.0,154493880,1164096302.6210873,5,High,Baseline
OneWeb,500000,800000,1000000,483521500.0,154498880,1164118238.6773696,5,High,Baseline
OneWeb,500000,800000,1000000,339521500.0,54588880,581791962.0440588,5,High,High
OneWeb,500000,800000,1000000,339521500.0,54593880,581813898.1003412,5,High,High
OneWeb,500000,800000,1000000,339521500.0,54598880,581835834.1566235,5,High,High
OneWeb,500000,800000,1000000,411521500.0,54588880,653791962.0440588,5,High,High
OneWeb,500000,800000,1000000,411521500.0,54593880,653813898.1003412,5,High,High
OneWeb,500000,800000,1000000,411521500.0,54598880,653835834.1566235,5,High,High
OneWeb,500000,800000,1000000,483521500.0,54588880,725791962.0440588,5,High,High
OneWeb,500000,800000,1000000,483521500.0,54593880,725813898.1003412,5,High,High
OneWeb,500000,800000,1000000,483521500.0,54598880,725835834.1566235,5,High,High
OneWeb,500000,800000,1000000,339521500.0,104588880,801152524.8672551,5,High,High
OneWeb,500000,800000,1000000,339521500.0,104593880,801174460.9235375,5,High,High
OneWeb,500000,800000,1000000,339521500.0,104598880,801196396.9798198,5,High,High
OneWeb,500000,800000,1000000,411521500.0,104588880,873152524.8672551,5,High,High
OneWeb,500000,800000,1000000,411521500.0,104593880,873174460.9235375,5,High,High
OneWeb,500000,800000,1000000,411521500.0,104598880,873196396.9798198,5,High,High
OneWeb,500000,800000,1000000,483521500.0,104588880,945152524.8672551,5,High,High
OneWeb,500000,800000,1000000,483521500.0,104593880,945174460.9235375,5,High,High
OneWeb,500000,800000,1000000,483521500.0,104598880,945196396.9798198,5,High,High
OneWeb,500000,800000,1000000,339521500.0,154588880,1020513087.6904514,5,High,High
OneWeb,500000,800000,1000000,339521500.0,154593880,1020535023.7467337,5,High,High
OneWeb,500000,800000,1000000,339521500.0,154598880,1020556959.803016,5,High,High
OneWeb,500000,800000,1000000,411521500.0,154588880,1092513087.6904514,5,High,High
OneWeb,500000,800000,1000000,411521500.0,154593880,1092535023.7467337,5,High,High
OneWeb,500000,800000,1000000,411521500.0,154598880,1092556959.803016,5,High,High
OneWeb,500000,800000,1000000,483521500.0,154588880,1164513087.6904514,5,High,High
OneWeb,500000,800000,1000000,483521500.0,154593880,1164535023.7467337,5,High,High
OneWeb,500000,800000,1000000,483521500.0,154598880,1164556959.803016,5,High,High
OneWeb,500000,800000,1000000,343921500.0,54388880,585314519.7927661,5,High,Low
OneWeb,500000,800000,1000000,343921500.0,54393880,585336455.8490484,5,High,Low
OneWeb,500000,800000,1000000,343921500.0,54398880,585358391.9053307,5,High,Low
OneWeb,500000,800000,1000000,415921500.0,54388880,657314519.7927661,5,High,Low
OneWeb,500000,800000,1000000,415921500.0,54393880,657336455.8490484,5,High,Low
OneWeb,500000,800000,1000000,415921500.0,54398880,657358391.9053307,5,High,Low
OneWeb,500000,800000,1000000,487921500.0,54388880,729314519.7927661,5,High,Low
OneWeb,500000,800000,1000000,487921500.0,54393880,729336455.8490484,5,High,Low
OneWeb,500000,800000,1000000,487921500.0,54398880,729358391.9053307,5,High,Low
OneWeb,500000,800000,1000000,343921500.0,104388880,804675082.6159623,5,High,Low
OneWeb,500000,800000,1000000,343921500.0,104393880,804697018.6722447,5,High,Low
OneWeb,500000,800000,1000000,343921500.0,104398880,804718954.728527,5,High,Low
OneWeb,500000,800000,1000000,415921500.0,104388880,876675082.6159623,5,High,Low
OneWeb,500000,800000,1000000,415921500.0,104393880,876697018.6722447,5,High,Low
OneWeb,500000,800000,1000000,415921500.0,104398880,876718954.728527,5,High,Low
OneWeb,500000,800000,1000000,487921500.0,104388880,948675082.6159623,5,High,Low
OneWeb,500000,800000,1000000,487921500.0,104393880,948697018.6722447,5,High,Low
OneWeb,500000,800000,1000000,487921500.0,104398880,948718954.728527,5,High,Low
OneWeb,500000,800000,1000000,343921500.0,154388880,1024035645.4391586,5,High,Low
OneWeb,500000,800000,1000000,343921500.0,154393880,1024057581.495441,5,High,Low
OneWeb,500000,800000,1000000,343921500.0,154398880,1024079517.5517232,5,High,Low
OneWeb,500000,800000,1000000,415921500.0,154388880,1096035645.4391584,5,High,Low
OneWeb,500000,800000,1000000,415921500.0,154393880,1096057581.495441,5,High,Low
OneWeb,500000,800000,1000000,415921500.0,154398880,1096079517.5517232,5,High,Low
OneWeb,500000,800000,1000000,487921500.0,154388880,1168035645.4391584,5,High,Low
OneWeb,500000,800000,1000000,487921500.0,154393880,1168057581.495441,5,High,Low
OneWeb,500000,800000,1000000,487921500.0,154398880,1168079517.5517232,5,High,Low
OneWeb,500000,800000,1000000,343921500.0,54488880,585753240.9184124,5,High,Baseline
OneWeb,500000,800000,1000000,343921500.0,54493880,585775176.9746947,5,High,Baseline
OneWeb,500000,800000,1000000,343921500.0,54498880,585797113.030977,5,High,Baseline
OneWeb,500000,800000,1000000,415921500.0,54488880,657753240.9184124,5,High,Baseline
OneWeb,500000,800000,1000000,415921500.0,54493880,657775176.9746947,5,High,Baseline
OneWeb,500000,800000,1000000,415921500.0,54498880,657797113.030977,5,High,Baseline
OneWeb,500000,800000,1000000,487921500.0,54488880,729753240.9184124,5,High,Baseline
OneWeb,500000,800000,1000000,487921500.0,54493880,729775176.9746947,5,High,Baseline
OneWeb,500000,800000,1000000,487921500.0,54498880,729797113.030977,5,High,Baseline
OneWeb,500000,800000,1000000,343921500.0,104488880,805113803.7416086,5,High,Baseline
OneWeb,500000,800000,1000000,343921500.0,104493880,805135739.797891,5,High,Baseline
OneWeb,500000,800000,1000000,343921500.0,104498880,805157675.8541734,5,High,Baseline
OneWeb,500000,800000,1000000,415921500.0,104488880,877113803.7416086,5,High,Baseline
OneWeb,500000,800000,1000000,415921500.0,104493880,877135739.797891,5,High,Baseline
OneWeb,500000,800000,1000000,415921500.0,104498880,877157675.8541734,5,High,Baseline
OneWeb,500000,800000,1000000,487921500.0,104488880,949113803.7416086,5,High,Baseline
OneWeb,500000,800000,1000000,487921500.0,104493880,949135739.797891,5,High,Baseline
OneWeb,500000,800000,1000000,487921500.0,104498880,949157675.8541734,5,High,Baseline
OneWeb,500000,800000,1000000,343921500.0,154488880,1024474366.5648049,5,High,Baseline
OneWeb,500000,800000,1000000,343921500.0,154493880,1024496302.6210873,5,High,Baseline
OneWeb,500000,800000,1000000,343921500.0,154498880,1024518238.6773696,5,High,Baseline
OneWeb,500000,800000,1000000,415921500.0,154488880,1096474366.564805,5,High,Baseline
OneWeb,500000,800000,1000000,415921500.0,154493880,1096496302.6210873,5,High,Baseline
OneWeb,500000,800000,1000000,415921500.0,154498880,1096518238.6773696,5,High,Baseline
OneWeb,500000,800000,1000000,487921500.0,154488880,1168474366.564805,5,High,Baseline
OneWeb,500000,800000,1000000,487921500.0,154493880,1168496302.6210873,5,High,Baseline
OneWeb,500000,800000,1000000,487921500.0,154498880,1168518238.6773696,5,High,Baseline
OneWeb,500000,800000,1000000,343921500.0,54588880,586191962.0440588,5,High,High
OneWeb,500000,800000,1000000,343921500.0,54593880,586213898.1003412,5,High,High
OneWeb,500000,800000,1000000,343921500.0,54598880,586235834.1566235,5,High,High
OneWeb,500000,800000,1000000,415921500.0,54588880,658191962.0440588,5,High,High
OneWeb,500000,800000,1000000,415921500.0,54593880,658213898.1003412,5,High,High
OneWeb,500000,800000,1000000,415921500.0,54598880,658235834.1566235,5,High,High
OneWeb,500000,800000,1000000,487921500.0,54588880,730191962.0440588,5,High,High
OneWeb,500000,800000,1000000,487921500.0,54593880,730213898.1003412,5,High,High
OneWeb,500000,800000,1000000,487921500.0,54598880,730235834.1566235,5,High,High
OneWeb,500000,800000,1000000,343921500.0,104588880,805552524.8672551,5,High,High
OneWeb,500000,800000,1000000,343921500.0,104593880,805574460.9235375,5,High,High
OneWeb,500000,800000,1000000,343921500.0,104598880,805596396.9798198,5,High,High
OneWeb,500000,800000,1000000,415921500.0,104588880,877552524.8672551,5,High,High
OneWeb,500000,800000,1000000,415921500.0,104593880,877574460.9235375,5,High,High
OneWeb,500000,800000,1000000,415921500.0,104598880,877596396.9798198,5,High,High
OneWeb,500000,800000,1000000,487921500.0,104588880,949552524.8672551,5,High,High
OneWeb,500000,800000,1000000,487921500.0,104593880,949574460.9235375,5,High,High
OneWeb,500000,800000,1000000,487921500.0,104598880,949596396.9798198,5,High,High
OneWeb,500000,800000,1000000,343921500.0,154588880,1024913087.6904514,5,High,High
OneWeb,500000,800000,1000000,343921500.0,154593880,1024935023.7467337,5,High,High
OneWeb,500000,800000,1000000,343921500.0,154598880,1024956959.803016,5,High,High
OneWeb,500000,800000,1000000,415921500.0,154588880,1096913087.6904514,5,High,High
OneWeb,500000,800000,1000000,415921500.0,154593880,1096935023.7467337,5,High,High
OneWeb,500000,800000,1000000,415921500.0,154598880,1096956959.803016,5,High,High
OneWeb,500000,800000,1000000,487921500.0,154588880,1168913087.6904514,5,High,High
OneWeb,500000,800000,1000000,487921500.0,154593880,1168935023.7467337,5,High,High
OneWeb,500000,800000,1000000,487921500.0,154598880,1168956959.803016,5,High,High
OneWeb,500000,800000,1000000,340121500.0,54388880,581514519.7927661,5,High,Low
OneWeb,500000,800000,1000000,340121500.0,54393880,581536455.8490484,5,High,Low
OneWeb,500000,800000,1000000,340121500.0,54398880,581558391.9053307,5,High,Low
OneWeb,500000,800000,1000000,412121500.0,54388880,653514519.7927661,5,High,Low
OneWeb,500000,800000,1000000,412121500.0,54393880,653536455.8490484,5,High,Low
OneWeb,500000,800000,1000000,412121500.0,54398880,653558391.9053307,5,High,Low
OneWeb,500000,800000,1000000,484121500.0,54388880,725514519.7927661,5,High,Low
OneWeb,500000,800000,1000000,484121500.0,54393880,725536455.8490484,5,High,Low
OneWeb,500000,800000,1000000,484121500.0,54398880,725558391.9053307,5,High,Low
OneWeb,500000,800000,1000000,340121500.0,104388880,800875082.6159623,5,High,Low
OneWeb,500000,800000,1000000,340121500.0,104393880,800897018.6722447,5,High,Low
OneWeb,500000,800000,1000000,340121500.0,104398880,800918954.728527,5,High,Low
OneWeb,500000,800000,1000000,412121500.0,104388880,872875082.6159623,5,High,Low
OneWeb,500000,800000,1000000,412121500.0,104393880,872897018.6722447,5,High,Low
OneWeb,500000,800000,1000000,412121500.0,104398880,872918954.728527,5,High,Low
OneWeb,500000,800000,1000000,484121500.0,104388880,944875082.6159623,5,High,Low
OneWeb,500000,800000,1000000,484121500.0,104393880,944897018.6722447,5,High,Low
OneWeb,500000,800000,1000000,484121500.0,104398880,944918954.728527,5,High,Low
OneWeb,500000,800000,1000000,340121500.0,154388880,1020235645.4391586,5,High,Low
OneWeb,500000,800000,1000000,340121500.0,154393880,1020257581.495441,5,High,Low
OneWeb,500000,800000,1000000,340121500.0,154398880,1020279517.5517232,5,High,Low
OneWeb,500000,800000,1000000,412121500.0,154388880,1092235645.4391584,5,High,Low
OneWeb,500000,800000,1000000,412121500.0,154393880,1092257581.495441,5,High,Low
OneWeb,500000,800000,1000000,412121500.0,154398880,1092279517.5517232,5,High,Low
OneWeb,500000,800000,1000000,484121500.0,154388880,1164235645.4391584,5,High,Low
OneWeb,500000,800000,1000000,484121500.0,154393880,1164257581.495441,5,High,Low
OneWeb,500000,800000,1000000,484121500.0,154398880,1164279517.5517232,5,High,Low
OneWeb,500000,800000,1000000,340121500.0,54488880,581953240.9184124,5,High,Baseline
OneWeb,500000,800000,1000000,340121500.0,54493880,581975176.9746947,5,High,Baseline
OneWeb,500000,800000,1000000,340121500.0,54498880,581997113.030977,5,High,Baseline
OneWeb,500000,800000,1000000,412121500.0,54488880,653953240.9184124,5,High,Baseline
OneWeb,500000,800000,1000000,412121500.0,54493880,653975176.9746947,5,High,Baseline
OneWeb,500000,800000,1000000,412121500.0,54498880,653997113.030977,5,High,Baseline
OneWeb,500000,800000,1000000,484121500.0,54488880,725953240.9184124,5,High,Baseline
OneWeb,500000,800000,1000000,484121500.0,54493880,725975176.9746947,5,High,Baseline
OneWeb,500000,800000,1000000,484121500.0,54498880,725997113.030977,5,High,Baseline
OneWeb,500000,800000,1000000,340121500.0,104488880,801313803.7416086,5,High,Baseline
OneWeb,500000,800000,1000000,340121500.0,104493880,801335739.797891,5,High,Baseline
OneWeb,500000,800000,1000000,340121500.0,104498880,801357675.8541734,5,High,Baseline
OneWeb,500000,800000,1000000,412121500.0,104488880,873313803.7416086,5,High,Baseline
OneWeb,500000,800000,1000000,412121500.0,104493880,873335739.797891,5,High,Baseline
OneWeb,500000,800000,1000000,412121500.0,104498880,873357675.8541734,5,High,Baseline
OneWeb,500000,800000,1000000,484121500.0,104488880,945313803.7416086,5,High,Baseline
OneWeb,500000,800000,1000000,484121500.0,104493880,945335739.797891,5,High,Baseline
OneWeb,500000,800000,1000000,484121500.0,104498880,945357675.8541734,5,High,Baseline
OneWeb,500000,800000,1000000,340121500.0,154488880,1020674366.5648049,5,High,Baseline
OneWeb,500000,800000,1000000,340121500.0,154493880,1020696302.6210873,5,High,Baseline
OneWeb,500000,800000,1000000,340121500.0,154498880,1020718238.6773696,5,High,Baseline
OneWeb,500000,800000,1000000,412121500.0,154488880,1092674366.564805,5,High,Baseline
OneWeb,500000,800000,1000000,412121500.0,154493880,1092696302.6210873,5,High,Baseline
OneWeb,500000,800000,1000000,412121500.0,154498880,1092718238.6773696,5,High,Baseline
OneWeb,500000,800000,1000000,484121500.0,154488880,1164674366.564805,5,High,Baseline
OneWeb,500000,800000,1000000,484121500.0,154493880,1164696302.6210873,5,High,Baseline
OneWeb,500000,800000,1000000,484121500.0,154498880,1164718238.6773696,5,High,Baseline
OneWeb,500000,800000,1000000,340121500.0,54588880,582391962.0440588,5,High,High
OneWeb,500000,800000,1000000,340121500.0,54593880,582413898.1003412,5,High,High
OneWeb,500000,800000,1000000,340121500.0,54598880,582435834.1566235,5,High,High
OneWeb,500000,800000,1000000,412121500.0,54588880,654391962.0440588,5,High,High
OneWeb,500000,800000,1000000,412121500.0,54593880,654413898.1003412,5,High,High
OneWeb,500000,800000,1000000,412121500.0,54598880,654435834.1566235,5,High,High
OneWeb,500000,800000,1000000,484121500.0,54588880,726391962.0440588,5,High,High
OneWeb,500000,800000,1000000,484121500.0,54593880,726413898.1003412,5,High,High
OneWeb,500000,800000,1000000,484121500.0,54598880,726435834.1566235,5,High,High
OneWeb,500000,800000,1000000,340121500.0,104588880,801752524.8672551,5,High,High
OneWeb,500000,800000,1000000,340121500.0,104593880,801774460.9235375,5,High,High
OneWeb,500000,800000,1000000,340121500.0,104598880,801796396.9798198,5,High,High
OneWeb,500000,800000,1000000,412121500.0,104588880,873752524.8672551,5,High,High
OneWeb,500000,800000,1000000,412121500.0,104593880,873774460.9235375,5,High,High
OneWeb,500000,800000,1000000,412121500.0,104598880,873796396.9798198,5,High,High
OneWeb,500000,800000,1000000,484121500.0,104588880,945752524.8672551,5,High,High
OneWeb,500000,800000,1000000,484121500.0,104593880,945774460.9235375,5,High,High
OneWeb,500000,800000,1000000,484121500.0,104598880,945796396.9798198,5,High,High
OneWeb,500000,800000,1000000,340121500.0,154588880,1021113087.6904514,5,High,High
OneWeb,500000,800000,1000000,340121500.0,154593880,1021135023.7467337,5,High,High
OneWeb,500000,800000,1000000,340121500.0,154598880,1021156959.803016,5,High,High
OneWeb,500000,800000,1000000,412121500.0,154588880,1093113087.6904514,5,High,High
OneWeb,500000,800000,1000000,412121500.0,154593880,1093135023.7467337,5,High,High
OneWeb,500000,800000,1000000,412121500.0,154598880,1093156959.803016,5,High,High
OneWeb,500000,800000,1000000,484121500.0,154588880,1165113087.6904514,5,High,High
OneWeb,500000,800000,1000000,484121500.0,154593880,1165135023.7467337,5,High,High
OneWeb,500000,800000,1000000,484121500.0,154598880,1165156959.803016,5,High,High
OneWeb,500000,800000,1000000,344521500.0,54388880,585914519.7927661,5,Baseline,Low
OneWeb,500000,800000,1000000,344521500.0,54393880,585936455.8490484,5,Baseline,Low
OneWeb,500000,800000,1000000,344521500.0,54398880,585958391.9053307,5,Baseline,Low
OneWeb,500000,800000,1000000,416521500.0,54388880,657914519.7927661,5,Baseline,Low
OneWeb,500000,800000,1000000,416521500.0,54393880,657936455.8490484,5,Baseline,Low
OneWeb,500000,800000,1000000,416521500.0,54398880,657958391.9053307,5,Baseline,Low
OneWeb,500000,800000,1000000,488521500.0,54388880,729914519.7927661,5,Baseline,Low
OneWeb,500000,800000,1000000,488521500.0,54393880,729936455.8490484,5,Baseline,Low
OneWeb,500000,800000,1000000,488521500.0,54398880,729958391.9053307,5,Baseline,Low
