constellation,subscribers_low,subscribers_baseline,subscribers_high,capex_costs,opex_costs,total_cost_ownership,assessment_period_year,capex_scenario,opex_scenario
Kuiper,1500000,2500000,3500000,3673677070.0,24152240,3831293020.857893,5,Low,High
Kuiper,1500000,2500000,3500000,3026477070.0,74142240,3403409711.568525,5,Low,High
Kuiper,1500000,2500000,3500000,3026477070.0,74147240,3403431647.624807,5,Low,High
Kuiper,1500000,2500000,3500000,3026477070.0,74152240,3403453583.6810894,5,Low,High
Kuiper,1500000,2500000,3500000,3350077070.0,74142240,3727009711.568525,5,Low,High
Kuiper,1500000,2500000,3500000,3350077070.0,74147240,3727031647.624807,5,Low,High
Kuiper,1500000,2500000,3500000,3350077070.0,74152240,3727053583.6810894,5,Low,High
Kuiper,1500000,2500000,3500000,3673677070.0,74142240,4050609711.568525,5,Low,High
Kuiper,1500000,2500000,3500000,3673677070.0,74147240,4050631647.624807,5,Low,High
Kuiper,1500000,2500000,3500000,3673677070.0,74152240,4050653583.6810894,5,Low,High
Kuiper,1500000,2500000,3500000,3027677070.0,-26057760,2965011143.6708393,5,High,Low
Kuiper,1500000,2500000,3500000,3027677070.0,-26052760,2965033079.727122,5,High,Low
Kuiper,1500000,2500000,3500000,3027677070.0,-26047760,2965055015.783404,5,High,Low
Kuiper,1500000,2500000,3500000,3351277070.0,-26057760,3288611143.6708393,5,High,Low
Kuiper,1500000,2500000,3500000,3351277070.0,-26052760,3288633079.727122,5,High,Low
Kuiper,1500000,2500000,3500000,3351277070.0,-26047760,3288655015.783404,5,High,Low
Kuiper,1500000,2500000,3500000,3674877070.0,-26057760,3612211143.6708393,5,High,Low
Kuiper,1500000,2500000,3500000,3674877070.0,-26052760,3612233079.727122,5,High,Low
Kuiper,1500000,2500000,3500000,3674877070.0,-26047760,3612255015.783404,5,High,Low
Kuiper,1500000,2500000,3500000,3027677070.0,23942240,3184371706.4940357,5,High,Low
Kuiper,1500000,2500000,3500000,3027677070.0,23947240,3184393642.5503182,5,High,Low
Kuiper,1500000,2500000,3500000,3027677070.0,23952240,3184415578.6066003,5,High,Low
Kuiper,1500000,2500000,3500000,3351277070.0,23942240,3507971706.4940357,5,High,Low
Kuiper,1500000,2500000,3500000,3351277070.0,23947240,3507993642.5503182,5,High,Low
Kuiper,1500000,2500000,3500000,3351277070.0,23952240,3508015578.6066003,5,High,Low
Kuiper,1500000,2500000,3500000,3674877070.0,23942240,3831571706.4940357,5,High,Low
Kuiper,1500000,2500000,3500000,3674877070.0,23947240,3831593642.5503182,5,High,Low
Kuiper,1500000,2500000,3500000,3674877070.0,23952240,3831615578.6066003,5,High,Low
Kuiper,1500000,2500000,3500000,3027677070.0,73942240,3403732269.317232,5,High,Low
Kuiper,1500000,2500000,3500000,3027677070.0,73947240,3403754205.373514,5,High,Low
Kuiper,1500000,2500000,3500000,3027677070.0,73952240,3403776141.4297967,5,High,Low
Kuiper,1500000,2500000,3500000,3351277070.0,73942240,3727332269.317232,5,High,Low
Kuiper,1500000,2500000,3500000,3351277070.0,73947240,3727354205.373514,5,High,Low
Kuiper,1500000,2500000,3500000,3351277070.0,73952240,3727376141.4297967,5,High,Low
Kuiper,1500000,2500000,3500000,3674877070.0,73942240,4050932269.317232,5,High,Low
Kuiper,1500000,2500000,3500000,3674877070.0,73947240,4050954205.373514,5,High,Low
Kuiper,1500000,2500000,3500000,3674877070.0,73952240,4050976141.4297967,5,High,Low
Kuiper,1500000,2500000,3500000,3027677070.0,-25957760,2965449864.796486,5,High,Baseline
Kuiper,1500000,2500000,3500000,3027677070.0,-25952760,2965471800.852768,5,High,Baseline
Kuiper,1500000,2500000,3500000,3027677070.0,-25947760,2965493736.9090505,5,High,Baseline
Kuiper,1500000,2500000,3500000,3351277070.0,-25957760,3289049864.796486,5,High,Baseline
Kuiper,1500000,2500000,3500000,3351277070.0,-25952760,3289071800.852768,5,High,Baseline
Kuiper,1500000,2500000,3500000,3351277070.0,-25947760,3289093736.9090505,5,High,Baseline
Kuiper,1500000,2500000,3500000,3674877070.0,-25957760,3612649864.796486,5,High,Baseline
Kuiper,1500000,2500000,3500000,3674877070.0,-25952760,3612671800.852768,5,High,Baseline
Kuiper,1500000,2500000,3500000,3674877070.0,-25947760,3612693736.9090505,5,High,Baseline
Kuiper,1500000,2500000,3500000,3027677070.0,24042240,3184810427.6196823,5,High,Baseline
Kuiper,1500000,2500000,3500000,3027677070.0,24047240,3184832363.6759644,5,High,Baseline
Kuiper,1500000,2500000,3500000,3027677070.0,24052240,3184854299.732247,5,High,Baseline
Kuiper,1500000,2500000,3500000,3351277070.0,24042240,3508410427.6196823,5,High,Baseline
Kuiper,1500000,2500000,3500000,3351277070.0,24047240,3508432363.6759644,5,High,Baseline
Kuiper,1500000,2500000,3500000,3351277070.0,24052240,3508454299.732247,5,High,Baseline
Kuiper,1500000,2500000,3500000,3674877070.0,24042240,3832010427.6196823,5,High,Baseline
Kuiper,1500000,2500000,3500000,3674877070.0,24047240,3832032363.6759644,5,High,Baseline
Kuiper,1500000,2500000,3500000,3674877070.0,24052240,3832054299.732247,5,High,Baseline
Kuiper,1500000,2500000,3500000,3027677070.0,74042240,3404170990.4428782,5,High,Baseline
Kuiper,1500000,2500000,3500000,3027677070.0,74047240,3404192926.499161,5,High,Baseline
Kuiper,1500000,2500000,3500000,3027677070.0,74052240,3404214862.555443,5,High,Baseline
Kuiper,1500000,2500000,3500000,3351277070.0,74042240,3727770990.4428782,5,High,Baseline
Kuiper,1500000,2500000,3500000,3351277070.0,74047240,3727792926.499161,5,High,Baseline
Kuiper,1500000,2500000,3500000,3351277070.0,74052240,3727814862.555443,5,High,Baseline
Kuiper,1500000,2500000,3500000,3674877070.0,74042240,4051370990.4428782,5,High,Baseline
Kuiper,1500000,2500000,3500000,3674877070.0,74047240,4051392926.499161,5,High,Baseline
Kuiper,1500000,2500000,3500000,3674877070.0,74052240,4051414862.555443,5,High,Baseline
Kuiper,1500000,2500000,3500000,3027677070.0,-25857760,2965888585.922132,5,High,High
Kuiper,1500000,2500000,3500000,3027677070.0,-25852760,2965910521.9784145,5,High,High
Kuiper,1500000,2500000,3500000,3027677070.0,-25847760,2965932458.034697,5,High,High
Kuiper,1500000,2500000,3500000,3351277070.0,-25857760,3289488585.922132,5,High,High
Kuiper,1500000,2500000,3500000,3351277070.0,-25852760,3289510521.9784145,5,High,High
Kuiper,1500000,2500000,3500000,3351277070.0,-25847760,3289532458.034697,5,High,High
Kuiper,1500000,2500000,3500000,3674877070.0,-25857760,3613088585.922132,5,High,High
Kuiper,1500000,2500000,3500000,3674877070.0,-25852760,3613110521.9784145,5,High,High
Kuiper,1500000,2500000,3500000,3674877070.0,-25847760,3613132458.034697,5,High,High
Kuiper,1500000,2500000,3500000,3027677070.0,24142240,3185249148.7453284,5,High,High
Kuiper,1500000,2500000,3500000,3027677070.0,24147240,3185271084.801611,5,High,High
Kuiper,1500000,2500000,3500000,3027677070.0,24152240,3185293020.857893,5,High,High
Kuiper,1500000,2500000,3500000,3351277070.0,24142240,3508849148.7453284,5,High,High
Kuiper,1500000,2500000,3500000,3351277070.0,24147240,3508871084.801611,5,High,High
Kuiper,1500000,2500000,3500000,3351277070.0,24152240,3508893020.857893,5,High,High
Kuiper,1500000,2500000,3500000,3674877070.0,24142240,3832449148.7453284,5,High,High
Kuiper,1500000,2500000,3500000,3674877070.0,24147240,3832471084.801611,5,High,High
Kuiper,1500000,2500000,3500000,3674877070.0,24152240,3832493020.857893,5,High,High
Kuiper,1500000,2500000,3500000,3027677070.0,74142240,3404609711.568525,5,High,High
Kuiper,1500000,2500000,3500000,3027677070.0,74147240,3404631647.624807,5,High,High
Kuiper,1500000,2500000,3500000,3027677070.0,74152240,3404653583.6810894,5,High,High
Kuiper,1500000,2500000,3500000,3351277070.0,74142240,3728209711.568525,5,High,High
Kuiper,1500000,2500000,3500000,3351277070.0,74147240,3728231647.624807,5,High,High
Kuiper,1500000,2500000,3500000,3351277070.0,74152240,3728253583.6810894,5,High,High
Kuiper,1500000,2500000,3500000,3674877070.0,74142240,4051809711.568525,5,High,High
Kuiper,1500000,2500000,3500000,3674877070.0,74147240,4051831647.624807,5,High,High
Kuiper,1500000,2500000,3500000,3674877070.0,74152240,4051853583.6810894,5,High,High
Kuiper,1500000,2500000,3500000,3028877070.0,-26057760,2966211143.6708393,5,High,Low
Kuiper,1500000,2500000,3500000,3028877070.0,-26052760,2966233079.727122,5,High,Low
Kuiper,1500000,2500000,3500000,3028877070.0,-26047760,2966255015.783404,5,High,Low
Kuiper,1500000,2500000,3500000,3352477070.0,-26057760,3289811143.6708393,5,High,Low
Kuiper,1500000,2500000,3500000,3352477070.0,-26052760,3289833079.727122,5,High,Low
Kuiper,1500000,2500000,3500000,3352477070.0,-26047760,3289855015.783404,5,High,Low
Kuiper,1500000,2500000,3500000,3676077070.0,-26057760,3613411143.6708393,5,High,Low
Kuiper,1500000,2500000,3500000,3676077070.0,-26052760,3613433079.727122,5,High,Low
Kuiper,1500000,2500000,3500000,3676077070.0,-26047760,3613455015.783404,5,High,Low
Kuiper,1500000,2500000,3500000,3028877070.0,23942240,3185571706.4940357,5,High,Low
Kuiper,1500000,2500000,3500000,3028877070.0,23947240,3185593642.5503182,5,High,Low
Kuiper,1500000,2500000,3500000,3028877070.0,23952240,3185615578.6066003,5,High,Low
Kuiper,1500000,2500000,3500000,3352477070.0,23942240,3509171706.4940357,5,High,Low
Kuiper,1500000,2500000,3500000,3352477070.0,23947240,3509193642.5503182,5,High,Low
Kuiper,1500000,2500000,3500000,3352477070.0,23952240,3509215578.6066003,5,High,Low
Kuiper,1500000,2500000,3500000,3676077070.0,23942240,3832771706.4940357,5,High,Low
Kuiper,1500000,2500000,3500000,3676077070.0,23947240,3832793642.5503182,5,High,Low
Kuiper,1500000,2500000,3500000,3676077070.0,23952240,3832815578.6066003,5,High,Low
Kuiper,1500000,2500000,3500000,3028877070.0,73942240,3404932269.317232,5,High,Low
Kuiper,1500000,2500000,3500000,3028877070.0,73947240,3404954205.373514,5,High,Low
Kuiper,1500000,2500000,3500000,3028877070.0,73952240,3404976141.4297967,5,High,Low
Kuiper,1500000,2500000,3500000,3352477070.0,73942240,3728532269.317232,5,High,Low
Kuiper,1500000,2500000,3500000,3352477070.0,73947240,3728554205.373514,5,High,Low
Kuiper,1500000,2500000,3500000,3352477070.0,73952240,3728576141.4297967,5,High,Low
Kuiper,1500000,2500000,3500000,3676077070.0,73942240,4052132269.317232,5,High,Low
Kuiper,1500000,2500000,3500000,3676077070.0,73947240,4052154205.373514,5,High,Low
Kuiper,1500000,2500000,3500000,3676077070.0,73952240,4052176141.4297967,5,High,Low
Kuiper,1500000,2500000,3500000,3028877070.0,-25957760,2966649864.796486,5,High,Baseline
Kuiper,1500000,2500000,3500000,3028877070.0,-25952760,2966671800.852768,5,High,Baseline
Kuiper,1500000,2500000,3500000,3028877070.0,-25947760,2966693736.9090505,5,High,Baseline
Kuiper,1500000,2500000,3500000,3352477070.0,-25957760,3290249864.796486,5,High,Baseline
Kuiper,1500000,2500000,3500000,3352477070.0,-25952760,3290271800.852768,5,High,Baseline
Kuiper,1500000,2500000,3500000,3352477070.0,-25947760,3290293736.9090505,5,High,Baseline
Kuiper,1500000,2500000,3500000,3676077070.0,-25957760,3613849864.796486,5,High,Baseline
Kuiper,1500000,2500000,3500000,3676077070.0,-25952760,3613871800.852768,5,High,Baseline
Kuiper,1500000,2500000,3500000,3676077070.0,-25947760,3613893736.9090505,5,High,Baseline
Kuiper,1500000,2500000,3500000,3028877070.0,24042240,3186010427.6196823,5,High,Baseline
Kuiper,1500000,2500000,3500000,3028877070.0,24047240,3186032363.6759644,5,High,Baseline
Kuiper,1500000,2500000,3500000,3028877070.0,24052240,3186054299.732247,5,High,Baseline
Kuiper,1500000,2500000,3500000,3352477070.0,24042240,3509610427.6196823,5,High,Baseline
Kuiper,1500000,2500000,3500000,3352477070.0,24047240,3509632363.6759644,5,High,Baseline
Kuiper,1500000,2500000,3500000,3352477070.0,24052240,3509654299.732247,5,High,Baseline
Kuiper,1500000,2500000,3500000,3676077070.0,24042240,3833210427.6196823,5,High,Baseline
Kuiper,1500000,2500000,3500000,3676077070.0,24047240,3833232363.6759644,5,High,Baseline
Kuiper,1500000,2500000,3500000,3676077070.0,24052240,3833254299.732247,5,High,Baseline
Kuiper,1500000,2500000,3500000,3028877070.0,74042240,3405370990.4428782,5,High,Baseline
Kuiper,1500000,2500000,3500000,3028877070.0,74047240,3405392926.499161,5,High,Baseline
Kuiper,1500000,2500000,3500000,3028877070.0,74052240,3405414862.555443,5,High,Baseline
Kuiper,1500000,2500000,3500000,3352477070.0,74042240,3728970990.4428782,5,High,Baseline
Kuiper,1500000,2500000,3500000,3352477070.0,74047240,3728992926.499161,5,High,Baseline
Kuiper,1500000,2500000,3500000,3352477070.0,74052240,3729014862.555443,5,High,Baseline
Kuiper,1500000,2500000,3500000,3676077070.0,74042240,4052570990.4428782,5,High,Baseline
Kuiper,1500000,2500000,3500000,3676077070.0,74047240,4052592926.499161,5,High,Baseline
Kuiper,1500000,2500000,3500000,3676077070.0,74052240,4052614862.555443,5,High,Baseline
Kuiper,1500000,2500000,3500000,3028877070.0,-25857760,2967088585.922132,5,High,High
Kuiper,1500000,2500000,3500000,3028877070.0,-25852760,2967110521.9784145,5,High,High
Kuiper,1500000,2500000,3500000,3028877070.0,-25847760,2967132458.034697,5,High,High
Kuiper,1500000,2500000,3500000,3352477070.0,-25857760,3290688585.922132,5,High,High
Kuiper,1500000,2500000,3500000,3352477070.0,-25852760,3290710521.9784145,5,High,High
Kuiper,1500000,2500000,3500000,3352477070.0,-25847760,3290732458.034697,5,High,High
Kuiper,1500000,2500000,3500000,3676077070.0,-25857760,3614288585.922132,5,High,High
Kuiper,1500000,2500000,3500000,3676077070.0,-25852760,3614310521.9784145,5,High,High
Kuiper,1500000,2500000,3500000,3676077070.0,-25847760,3614332458.034697,5,High,High
Kuiper,1500000,2500000,3500000,3028877070.0,24142240,3186449148.7453284,5,High,High
Kuiper,1500000,2500000,3500000,3028877070.0,24147240,3186471084.801611,5,High,High
Kuiper,1500000,2500000,3500000,3028877070.0,24152240,3186493020.857893,5,High,High
Kuiper,1500000,2500000,3500000,3352477070.0,24142240,3510049148.7453284,5,High,High
Kuiper,1500000,2500000,3500000,3352477070.0,24147240,3510071084.801611,5,High,High
Kuiper,1500000,2500000,3500000,3352477070.0,24152240,3510093020.857893,5,High,High
Kuiper,1500000,2500000,3500000,3676077070.0,24142240,3833649148.7453284,5,High,High
Kuiper,1500000,2500000,3500000,3676077070.0,24147240,3833671084.801611,5,High,High
Kuiper,1500000,2500000,3500000,3676077070.0,24152240,3833693020.857893,5,High,High
Kuiper,1500000,2500000,3500000,3028877070.0,74142240,3405809711.568525,5,High,High
Kuiper,1500000,2500000,3500000,3028877070.0,74147240,3405831647.624807,5,High,High
Kuiper,1500000,2500000,3500000,3028877070.0,74152240,3405853583.6810894,5,High,High
Kuiper,1500000,2500000,3500000,3352477070.0,74142240,3729409711.568525,5,High,High
Kuiper,1500000,2500000,3500000,3352477070.0,74147240,3729431647.624807,5,High,High
Kuiper,1500000,2500000,3500000,3352477070.0,74152240,3729453583.6810894,5,High,High
Kuiper,1500000,2500000,3500000,3676077070.0,74142240,4053009711.568525,5,High,High
Kuiper,1500000,2500000,3500000,3676077070.0,74147240,4053031647.624807,5,High,High
Kuiper,1500000,2500000,3500000,3676077070.0,74152240,4053053583.6810894,5,High,High
Kuiper,1500000,2500000,3500000,3031477070.0,-26057760,2968811143.6708393,5,High,Low
Kuiper,1500000,2500000,3500000,3031477070.0,-26052760,2968833079.727122,5,High,Low
Kuiper,1500000,2500000,3500000,3031477070.0,-26047760,2968855015.783404,5,High,Low
Kuiper,1500000,2500000,3500000,3355077070.0,-26057760,3292411143.6708393,5,High,Low
Kuiper,1500000,2500000,3500000,3355077070.0,-26052760,3292433079.727122,5,High,Low
Kuiper,1500000,2500000,3500000,3355077070.0,-26047760,3292455015.783404,5,High,Low
Kuiper,1500000,2500000,3500000,3678677070.0,-26057760,3616011143.6708393,5,High,Low
Kuiper,1500000,2500000,3500000,3678677070.0,-26052760,3616033079.727122,5,High,Low
Kuiper,1500000,2500000,3500000,3678677070.0,-26047760,3616055015.783404,5,High,Low
Kuiper,1500000,2500000,3500000,3031477070.0,23942240,3188171706.4940357,5,High,Low
Kuiper,1500000,2500000,3500000,3031477070.0,23947240,3188193642.5503182,5,High,Low
Kuiper,1500000,2500000,3500000,3031477070.0,23952240,3188215578.6066003,5,High,Low
Kuiper,1500000,2500000,3500000,3355077070.0,23942240,3511771706.4940357,5,High,Low
Kuiper,1500000,2500000,3500000,3355077070.0,23947240,3511793642.5503182,5,High,Low
Kuiper,1500000,2500000,3500000,3355077070.0,23952240,3511815578.6066003,5,High,Low
Kuiper,1500000,2500000,3500000,3678677070.0,23942240,3835371706.4940357,5,High,Low
Kuiper,1500000,2500000,3500000,3678677070.0,23947240,3835393642.5503182,5,High,Low
Kuiper,1500000,2500000,3500000,3678677070.0,23952240,3835415578.6066003,5,High,Low
Kuiper,1500000,2500000,3500000,3031477070.0,73942240,3407532269.317232,5,High,Low
Kuiper,1500000,2500000,3500000,3031477070.0,73947240,3407554205.373514,5,High,Low
Kuiper,1500000,2500000,3500000,3031477070.0,73952240,3407576141.4297967,5,High,Low
Kuiper,1500000,2500000,3500000,3355077070.0,73942240,3731132269.317232,5,High,Low
Kuiper,1500000,2500000,3500000,3355077070.0,73947240,3731154205.373514,5,High,Low
Kuiper,1500000,2500000,3500000,3355077070.0,73952240,3731176141.4297967,5,High,Low
Kuiper,1500000,2500000,3500000,3678677070.0,73942240,4054732269.317232,5,High,Low
Kuiper,1500000,2500000,3500000,3678677070.0,73947240,4054754205.373514,5,High,Low
Kuiper,1500000,2500000,3500000,3678677070.0,73952240,4054776141.4297967,5,High,Low
Kuiper,1500000,2500000,3500000,3031477070.0,-25957760,2969249864.796486,5,High,Baseline
Kuiper,1500000,2500000,3500000,3031477070.0,-25952760,2969271800.852768,5,High,Baseline
Kuiper,1500000,2500000,3500000,3031477070.0,-25947760,2969293736.9090505,5,High,Baseline
Kuiper,1500000,2500000,3500000,3355077070.0,-25957760,3292849864.796486,5,High,Baseline
Kuiper,1500000,2500000,3500000,3355077070.0,-25952760,3292871800.852768,5,High,Baseline
Kuiper,1500000,2500000,3500000,3355077070.0,-25947760,3292893736.9090505,5,High,Baseline
Kuiper,1500000,2500000,3500000,3678677070.0,-25957760,3616449864.796486,5,High,Baseline
Kuiper,1500000,2500000,3500000,3678677070.0,-25952760,3616471800.852768,5,High,Baseline
Kuiper,1500000,2500000,3500000,3678677070.0,-25947760,3616493736.9090505,5,High,Baseline
Kuiper,1500000,2500000,3500000,3031477070.0,24042240,3188610427.6196823,5,High,Baseline
Kuiper,1500000,2500000,3500000,3031477070.0,24047240,3188632363.6759644,5,High,Baseline
Kuiper,1500000,2500000,3500000,3031477070.0,24052240,3188654299.732247,5,High,Baseline
Kuiper,1500000,2500000,3500000,3355077070.0,24042240,3512210427.6196823,5,High,Baseline
Kuiper,1500000,2500000,3500000,3355077070.0,24047240,3512232363.6759644,5,High,Baseline
Kuiper,1500000,2500000,3500000,3355077070.0,24052240,3512254299.732247,5,High,Baseline
Kuiper,1500000,2500000,3500000,3678677070.0,24042240,3835810427.6196823,5,High,Baseline
Kuiper,1500000,2500000,3500000,3678677070.0,24047240,3835832363.6759644,5,High,Baseline
Kuiper,1500000,2500000,3500000,3678677070.0,24052240,3835854299.732247,5,High,Baseline
Kuiper,1500000,2500000,3500000,3031477070.0,74042240,3407970990.4428782,5,High,Baseline
Kuiper,1500000,2500000,3500000,3031477070.0,74047240,3407992926.499161,5,High,Baseline
Kuiper,1500000,2500000,3500000,3031477070.0,74052240,3408014862.555443,5,High,Baseline
Kuiper,1500000,2500000,3500000,3355077070.0,74042240,3731570990.4428782,5,High,Baseline
Kuiper,1500000,2500000,3500000,3355077070.0,74047240,3731592926.499161,5,High,Baseline
Kuiper,1500000,2500000,3500000,3355077070.0,74052240,3731614862.555443,5,High,Baseline
Kuiper,1500000,2500000,3500000,3678677070.0,74042240,4055170990.4428782,5,High,Baseline
Kuiper,1500000,2500000,3500000,3678677070.0,74047240,4055192926.499161,5,High,Baseline
Kuiper,1500000,2500000,3500000,3678677070.0,74052240,4055214862.555443,5,High,Baseline
Kuiper,1500000,2500000,3500000,3031477070.0,-25857760,2969688585.922132,5,High,High
Kuiper,1500000,2500000,3500000,3031477070.0,-25852760,2969710521.9784145,5,High,High
Kuiper,1500000,2500000,3500000,3031477070.0,-25847760,2969732458.034697,5,High,High
Kuiper,1500000,2500000,3500000,3355077070.0,-25857760,3293288585.922132,5,High,High
Kuiper,1500000,2500000,3500000,3355077070.0,-25852760,3293310521.9784145,5,High,High
Kuiper,1500000,2500000,3500000,3355077070.0,-25847760,3293332458.034697,5,High,High
Kuiper,1500000,2500000,3500000,3678677070.0,-25857760,3616888585.922132,5,High,High
Kuiper,1500000,2500000,3500000,3678677070.0,-25852760,3616910521.9784145,5,High,High
Kuiper,1500000,2500000,3500000,3678677070.0,-25847760,3616932458.034697,5,High,High
Kuiper,1500000,2500000,3500000,3031477070.0,24142240,3189049148.7453284,5,High,High
Kuiper,1500000,2500000,3500000,3031477070.0,24147240,3189071084.801611,5,High,High
Kuiper,1500000,2500000,3500000,3031477070.0,24152240,3189093020.857893,5,High,High
Kuiper,1500000,2500000,3500000,3355077070.0,24142240,3512649148.7453284,5,High,High
Kuiper,1500000,2500000,3500000,3355077070.0,24147240,3512671084.801611,5,High,High
Kuiper,1500000,2500000,3500000,3355077070.0,24152240,3512693020.857893,5,High,High
Kuiper,1500000,2500000,3500000,3678677070.0,24142240,3836249148.7453284,5,High,High
Kuiper,1500000,2500000,3500000,3678677070.0,24147240,3836271084.801611,5,High,High
Kuiper,1500000,2500000,3500000,3678677070.0,24152240,3836293020.857893,5,High,High
Kuiper,1500000,2500000,3500000,3031477070.0,74142240,3408409711.568525,5,High,High
Kuiper,1500000,2500000,3500000,3031477070.0,74147240,3408431647.624807,5,High,High
Kuiper,1500000,2500000,3500000,3031477070.0,74152240,3408453583.6810894,5,High,High
Kuiper,1500000,2500000,3500000,3355077070.0,74142240,3732009711.568525,5,High,High
Kuiper,1500000,2500000,3500000,3355077070.0,74147240,3732031647.624807,5,High,High
Kuiper,1500000,2500000,3500000,3355077070.0,74152240,3732053583.6810894,5,High,High
Kuiper,1500000,2500000,3500000,3678677070.0,74142240,4055609711.568525,5,High,High
Kuiper,1500000,2500000,3500000,3678677070.0,74147240,4055631647.624807,5,High,High
Kuiper,1500000,2500000,3500000,3678677070.0,74152240,4055653583.6810894,5,High,High
Kuiper,1500000,2500000,3500000,3032677070.0,-26057760,2970011143.6708393,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3032677070.0,-26052760,2970033079.727122,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3032677070.0,-26047760,2970055015.783404,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3356277070.0,-26057760,3293611143.6708393,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3356277070.0,-26052760,3293633079.727122,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3356277070.0,-26047760,3293655015.783404,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3679877070.0,-26057760,3617211143.6708393,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3679877070.0,-26052760,3617233079.727122,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3679877070.0,-26047760,3617255015.783404,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3032677070.0,23942240,3189371706.4940357,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3032677070.0,23947240,3189393642.5503182,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3032677070.0,23952240,3189415578.6066003,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3356277070.0,23942240,3512971706.4940357,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3356277070.0,23947240,3512993642.5503182,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3356277070.0,23952240,3513015578.6066003,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3679877070.0,23942240,3836571706.4940357,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3679877070.0,23947240,3836593642.5503182,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3679877070.0,23952240,3836615578.6066003,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3032677070.0,73942240,3408732269.317232,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3032677070.0,73947240,3408754205.373514,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3032677070.0,73952240,3408776141.4297967,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3356277070.0,73942240,3732332269.317232,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3356277070.0,73947240,3732354205.373514,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3356277070.0,73952240,3732376141.4297967,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3679877070.0,73942240,4055932269.317232,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3679877070.0,73947240,4055954205.373514,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3679877070.0,73952240,4055976141.4297967,5,Baseline,Low
Kuiper,1500000,2500000,3500000,3032677070.0,-25957760,2970449864.796486,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3032677070.0,-25952760,2970471800.852768,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3032677070.0,-25947760,2970493736.9090505,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3356277070.0,-25957760,3294049864.796486,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3356277070.0,-25952760,3294071800.852768,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3356277070.0,-25947760,3294093736.9090505,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3679877070.0,-25957760,3617649864.796486,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3679877070.0,-25952760,3617671800.852768,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3679877070.0,-25947760,3617693736.9090505,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3032677070.0,24042240,3189810427.6196823,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3032677070.0,24047240,3189832363.6759644,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3032677070.0,24052240,3189854299.732247,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3356277070.0,24042240,3513410427.6196823,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3356277070.0,24047240,3513432363.6759644,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3356277070.0,24052240,3513454299.732247,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3679877070.0,24042240,3837010427.6196823,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3679877070.0,24047240,3837032363.6759644,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3679877070.0,24052240,3837054299.732247,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3032677070.0,74042240,3409170990.4428782,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3032677070.0,74047240,3409192926.499161,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3032677070.0,74052240,3409214862.555443,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3356277070.0,74042240,3732770990.4428782,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3356277070.0,74047240,3732792926.499161,5,Baseline,Baseline
Kuiper,1500000,2500000,3500000,3356277070.0,74052240,3732814862.555443,5,Baseline,Baseline
