constellation,number_of_satellites,total_area_earth_km_sq,coverage_area_per_sat_sqkm,altitude_km,dl_frequency_Hz,dl_bandwidth_Hz,speed_of_light,antenna_diameter_m,antenna_efficiency,power_dBw,receiver_gain_dB,earth_atmospheric_losses_dB,all_other_losses_dB,number_of_channels,polarization,subscriber_scenario,subscribers,distance,satellite_coverage_area_km,path_loss,losses,antenna_gain,eirp,noise,received_power,cnr,spectral_efficiency,channel_capacity,constellation_capacity,capacity_per_single_satellite,capacity_per_area_mbps/sqkm
Starlink,4425,510000000,115254.2373,540,13500000000,500000000,300000000,0.6,0.6,30,30,13,0.53,8,2,high,4500000,566.0508452,115254.2373,170.1137842,13.53,36.35178524,66.35178524,-89.99782907,-87.29199899,2.705830078,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,540,13500000000,500000000,300000000,0.6,0.6,30,35,7,0.53,8,2,low,2500000,566.0508452,115254.2373,170.1137842,7.53,36.35178524,66.35178524,-89.99782907,-76.29199899,13.70583008,3.620536,1810.268,64083487.2,28964.288,556.0184918
Starlink,4425,510000000,115254.2373,540,13500000000,500000000,300000000,0.6,0.6,30,35,7,0.53,8,2,baseline,3500000,566.0508452,115254.2373,170.1137842,7.53,36.35178524,66.35178524,-89.99782907,-76.29199899,13.70583008,3.620536,1810.268,64083487.2,28964.288,556.0184918
Starlink,4425,510000000,115254.2373,540,13500000000,500000000,300000000,0.6,0.6,30,35,7,0.53,8,2,high,4500000,566.0508452,115254.2373,170.1137842,7.53,36.35178524,66.35178524,-89.99782907,-76.29199899,13.70583008,3.620536,1810.268,64083487.2,28964.288,556.0184918
Starlink,4425,510000000,115254.2373,540,13500000000,500000000,300000000,0.6,0.6,30,35,10,0.53,8,2,low,2500000,566.0508452,115254.2373,170.1137842,10.53,36.35178524,66.35178524,-89.99782907,-79.29199899,10.70583008,2.856231,1428.1155,50555288.7,22849.848,438.6414754
Starlink,4425,510000000,115254.2373,540,13500000000,500000000,300000000,0.6,0.6,30,35,10,0.53,8,2,baseline,3500000,566.0508452,115254.2373,170.1137842,10.53,36.35178524,66.35178524,-89.99782907,-79.29199899,10.70583008,2.856231,1428.1155,50555288.7,22849.848,438.6414754
Starlink,4425,510000000,115254.2373,540,13500000000,500000000,300000000,0.6,0.6,30,35,10,0.53,8,2,high,4500000,566.0508452,115254.2373,170.1137842,10.53,36.35178524,66.35178524,-89.99782907,-79.29199899,10.70583008,2.856231,1428.1155,50555288.7,22849.848,438.6414754
Starlink,4425,510000000,115254.2373,540,13500000000,500000000,300000000,0.6,0.6,30,35,13,0.53,8,2,low,2500000,566.0508452,115254.2373,170.1137842,13.53,36.35178524,66.35178524,-89.99782907,-82.29199899,7.705830078,2.193247,1096.6235,38820471.9,17545.976,336.8246826
Starlink,4425,510000000,115254.2373,540,13500000000,500000000,300000000,0.6,0.6,30,35,13,0.53,8,2,baseline,3500000,566.0508452,115254.2373,170.1137842,13.53,36.35178524,66.35178524,-89.99782907,-82.29199899,7.705830078,2.193247,1096.6235,38820471.9,17545.976,336.8246826
Starlink,4425,510000000,115254.2373,540,13500000000,500000000,300000000,0.6,0.6,30,35,13,0.53,8,2,high,4500000,566.0508452,115254.2373,170.1137842,13.53,36.35178524,66.35178524,-89.99782907,-82.29199899,7.705830078,2.193247,1096.6235,38820471.9,17545.976,336.8246826
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,25,7,0.53,8,2,low,2500000,570.8227039,115254.2373,170.1867001,7.53,36.35178524,66.35178524,-89.99782907,-86.3649149,3.632914173,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,25,7,0.53,8,2,baseline,3500000,570.8227039,115254.2373,170.1867001,7.53,36.35178524,66.35178524,-89.99782907,-86.3649149,3.632914173,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,25,7,0.53,8,2,high,4500000,570.8227039,115254.2373,170.1867001,7.53,36.35178524,66.35178524,-89.99782907,-86.3649149,3.632914173,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,25,10,0.53,8,2,low,2500000,570.8227039,115254.2373,170.1867001,10.53,36.35178524,66.35178524,-89.99782907,-89.3649149,0.632914173,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,25,10,0.53,8,2,baseline,3500000,570.8227039,115254.2373,170.1867001,10.53,36.35178524,66.35178524,-89.99782907,-89.3649149,0.632914173,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,25,10,0.53,8,2,high,4500000,570.8227039,115254.2373,170.1867001,10.53,36.35178524,66.35178524,-89.99782907,-89.3649149,0.632914173,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,25,13,0.53,8,2,low,2500000,570.8227039,115254.2373,170.1867001,13.53,36.35178524,66.35178524,-89.99782907,-92.3649149,-2.367085827,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,25,13,0.53,8,2,baseline,3500000,570.8227039,115254.2373,170.1867001,13.53,36.35178524,66.35178524,-89.99782907,-92.3649149,-2.367085827,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,25,13,0.53,8,2,high,4500000,570.8227039,115254.2373,170.1867001,13.53,36.35178524,66.35178524,-89.99782907,-92.3649149,-2.367085827,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,30,7,0.53,8,2,low,2500000,570.8227039,115254.2373,170.1867001,7.53,36.35178524,66.35178524,-89.99782907,-81.3649149,8.632914173,2.524739,1262.3695,44687880.3,20197.912,387.733079
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,30,7,0.53,8,2,baseline,3500000,570.8227039,115254.2373,170.1867001,7.53,36.35178524,66.35178524,-89.99782907,-81.3649149,8.632914173,2.524739,1262.3695,44687880.3,20197.912,387.733079
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,30,7,0.53,8,2,high,4500000,570.8227039,115254.2373,170.1867001,7.53,36.35178524,66.35178524,-89.99782907,-81.3649149,8.632914173,2.524739,1262.3695,44687880.3,20197.912,387.733079
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,30,10,0.53,8,2,low,2500000,570.8227039,115254.2373,170.1867001,10.53,36.35178524,66.35178524,-89.99782907,-84.3649149,5.632914173,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,30,10,0.53,8,2,baseline,3500000,570.8227039,115254.2373,170.1867001,10.53,36.35178524,66.35178524,-89.99782907,-84.3649149,5.632914173,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,30,10,0.53,8,2,high,4500000,570.8227039,115254.2373,170.1867001,10.53,36.35178524,66.35178524,-89.99782907,-84.3649149,5.632914173,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,30,13,0.53,8,2,low,2500000,570.8227039,115254.2373,170.1867001,13.53,36.35178524,66.35178524,-89.99782907,-87.3649149,2.632914173,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,30,13,0.53,8,2,baseline,3500000,570.8227039,115254.2373,170.1867001,13.53,36.35178524,66.35178524,-89.99782907,-87.3649149,2.632914173,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,30,13,0.53,8,2,high,4500000,570.8227039,115254.2373,170.1867001,13.53,36.35178524,66.35178524,-89.99782907,-87.3649149,2.632914173,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,35,7,0.53,8,2,low,2500000,570.8227039,115254.2373,170.1867001,7.53,36.35178524,66.35178524,-89.99782907,-76.3649149,13.63291417,3.620536,1810.268,64083487.2,28964.288,556.0184918
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,35,7,0.53,8,2,baseline,3500000,570.8227039,115254.2373,170.1867001,7.53,36.35178524,66.35178524,-89.99782907,-76.3649149,13.63291417,3.620536,1810.268,64083487.2,28964.288,556.0184918
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,35,7,0.53,8,2,high,4500000,570.8227039,115254.2373,170.1867001,7.53,36.35178524,66.35178524,-89.99782907,-76.3649149,13.63291417,3.620536,1810.268,64083487.2,28964.288,556.0184918
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,35,10,0.53,8,2,low,2500000,570.8227039,115254.2373,170.1867001,10.53,36.35178524,66.35178524,-89.99782907,-79.3649149,10.63291417,2.745734,1372.867,48599491.8,21965.872,421.6720612
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,35,10,0.53,8,2,baseline,3500000,570.8227039,115254.2373,170.1867001,10.53,36.35178524,66.35178524,-89.99782907,-79.3649149,10.63291417,2.745734,1372.867,48599491.8,21965.872,421.6720612
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,35,10,0.53,8,2,high,4500000,570.8227039,115254.2373,170.1867001,10.53,36.35178524,66.35178524,-89.99782907,-79.3649149,10.63291417,2.745734,1372.867,48599491.8,21965.872,421.6720612
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,35,13,0.53,8,2,low,2500000,570.8227039,115254.2373,170.1867001,13.53,36.35178524,66.35178524,-89.99782907,-82.3649149,7.632914173,2.193247,1096.6235,38820471.9,17545.976,336.8246826
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,35,13,0.53,8,2,baseline,3500000,570.8227039,115254.2373,170.1867001,13.53,36.35178524,66.35178524,-89.99782907,-82.3649149,7.632914173,2.193247,1096.6235,38820471.9,17545.976,336.8246826
Starlink,4425,510000000,115254.2373,545,13500000000,500000000,300000000,0.6,0.6,30,35,13,0.53,8,2,high,4500000,570.8227039,115254.2373,170.1867001,13.53,36.35178524,66.35178524,-89.99782907,-82.3649149,7.632914173,2.193247,1096.6235,38820471.9,17545.976,336.8246826
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,25,7,0.53,8,2,low,2500000,575.5984358,115254.2373,170.2590675,7.53,36.35178524,66.35178524,-89.99782907,-86.43728223,3.56054684,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,25,7,0.53,8,2,baseline,3500000,575.5984358,115254.2373,170.2590675,7.53,36.35178524,66.35178524,-89.99782907,-86.43728223,3.56054684,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,25,7,0.53,8,2,high,4500000,575.5984358,115254.2373,170.2590675,7.53,36.35178524,66.35178524,-89.99782907,-86.43728223,3.56054684,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,25,10,0.53,8,2,low,2500000,575.5984358,115254.2373,170.2590675,10.53,36.35178524,66.35178524,-89.99782907,-89.43728223,0.56054684,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,25,10,0.53,8,2,baseline,3500000,575.5984358,115254.2373,170.2590675,10.53,36.35178524,66.35178524,-89.99782907,-89.43728223,0.56054684,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,25,10,0.53,8,2,high,4500000,575.5984358,115254.2373,170.2590675,10.53,36.35178524,66.35178524,-89.99782907,-89.43728223,0.56054684,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,25,13,0.53,8,2,low,2500000,575.5984358,115254.2373,170.2590675,13.53,36.35178524,66.35178524,-89.99782907,-92.43728223,-2.43945316,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,25,13,0.53,8,2,baseline,3500000,575.5984358,115254.2373,170.2590675,13.53,36.35178524,66.35178524,-89.99782907,-92.43728223,-2.43945316,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,25,13,0.53,8,2,high,4500000,575.5984358,115254.2373,170.2590675,13.53,36.35178524,66.35178524,-89.99782907,-92.43728223,-2.43945316,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,30,7,0.53,8,2,low,2500000,575.5984358,115254.2373,170.2590675,7.53,36.35178524,66.35178524,-89.99782907,-81.43728223,8.56054684,2.524739,1262.3695,44687880.3,20197.912,387.733079
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,30,7,0.53,8,2,baseline,3500000,575.5984358,115254.2373,170.2590675,7.53,36.35178524,66.35178524,-89.99782907,-81.43728223,8.56054684,2.524739,1262.3695,44687880.3,20197.912,387.733079
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,30,7,0.53,8,2,high,4500000,575.5984358,115254.2373,170.2590675,7.53,36.35178524,66.35178524,-89.99782907,-81.43728223,8.56054684,2.524739,1262.3695,44687880.3,20197.912,387.733079
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,30,10,0.53,8,2,low,2500000,575.5984358,115254.2373,170.2590675,10.53,36.35178524,66.35178524,-89.99782907,-84.43728223,5.56054684,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,30,10,0.53,8,2,baseline,3500000,575.5984358,115254.2373,170.2590675,10.53,36.35178524,66.35178524,-89.99782907,-84.43728223,5.56054684,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,30,10,0.53,8,2,high,4500000,575.5984358,115254.2373,170.2590675,10.53,36.35178524,66.35178524,-89.99782907,-84.43728223,5.56054684,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,30,13,0.53,8,2,low,2500000,575.5984358,115254.2373,170.2590675,13.53,36.35178524,66.35178524,-89.99782907,-87.43728223,2.56054684,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,30,13,0.53,8,2,baseline,3500000,575.5984358,115254.2373,170.2590675,13.53,36.35178524,66.35178524,-89.99782907,-87.43728223,2.56054684,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,30,13,0.53,8,2,high,4500000,575.5984358,115254.2373,170.2590675,13.53,36.35178524,66.35178524,-89.99782907,-87.43728223,2.56054684,1.647211,823.6055,29155634.7,13177.688,252.9680069
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,35,7,0.53,8,2,low,2500000,575.5984358,115254.2373,170.2590675,7.53,36.35178524,66.35178524,-89.99782907,-76.43728223,13.56054684,3.620536,1810.268,64083487.2,28964.288,556.0184918
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,35,7,0.53,8,2,baseline,3500000,575.5984358,115254.2373,170.2590675,7.53,36.35178524,66.35178524,-89.99782907,-76.43728223,13.56054684,3.620536,1810.268,64083487.2,28964.288,556.0184918
Starlink,4425,510000000,115254.2373,550,13500000000,500000000,300000000,0.6,0.6,30,35,7,0.53,8,2,high,4500000,575.5984358,115254.2373,170.2590675,7.53,36.35178524,66.35178524,-89.99782907,-76.43728223,13.56054684,3.620536,1810.268,64083487.2,28964.288,556.0184918
