constellation,number_of_satellites,constellation_capacity_mbps,satellite_coverage_area_km,capacity_per_user,subscribers,monthly_gb,user_per_area,cnr_scenario,subscriber_scenario
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,38728439.1216,115254.2373,77.45687824320001,2500000,1045.6678562832003,0.007316359378819571,baseline,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,38728439.1216,115254.2373,77.45687824320001,2500000,1045.6678562832003,0.007316359378819571,baseline,subscribers_low
Starlink,4425,38728439.1216,115254.2373,77.45687824320001,2500000,1045.6678562832003,0.007316359378819571,baseline,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,38728439.1216,115254.2373,77.45687824320001,2500000,1045.6678562832003,0.007316359378819571,baseline,subscribers_low
Starlink,4425,31632748.7796,115254.2373,63.26549755919999,2500000,854.0842170492,0.007316359378819571,baseline,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,70166837.8656,115254.2373,140.3336757312,2500000,1894.5046223712,0.007316359378819571,high,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,31632748.7796,115254.2373,63.26549755919999,2500000,854.0842170492,0.007316359378819571,baseline,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,38728439.1216,115254.2373,77.45687824320001,2500000,1045.6678562832003,0.007316359378819571,baseline,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,38728439.1216,115254.2373,77.45687824320001,2500000,1045.6678562832003,0.007316359378819571,baseline,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,38728439.1216,115254.2373,77.45687824320001,2500000,1045.6678562832003,0.007316359378819571,baseline,subscribers_low
Starlink,4425,70166837.8656,115254.2373,140.3336757312,2500000,1894.5046223712,0.007316359378819571,high,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,38728439.1216,115254.2373,77.45687824320001,2500000,1045.6678562832003,0.007316359378819571,baseline,subscribers_low
Starlink,4425,38728439.1216,115254.2373,77.45687824320001,2500000,1045.6678562832003,0.007316359378819571,baseline,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,38728439.1216,115254.2373,77.45687824320001,2500000,1045.6678562832003,0.007316359378819571,baseline,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,38728439.1216,115254.2373,77.45687824320001,2500000,1045.6678562832003,0.007316359378819571,baseline,subscribers_low
Starlink,4425,20200791.3696,115254.2373,40.4015827392,2500000,545.4213669792,0.007316359378819571,low,subscribers_low
Starlink,4425,38728439.1216,115254.2373,77.45687824320001,2500000,1045.6678562832003,0.007316359378819571,baseline,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,70166837.8656,115254.2373,140.3336757312,2500000,1894.5046223712,0.007316359378819571,high,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,31632748.7796,115254.2373,63.26549755919999,2500000,854.0842170492,0.007316359378819571,baseline,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,20200791.3696,115254.2373,40.4015827392,2500000,545.4213669792,0.007316359378819571,low,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,20200791.3696,115254.2373,40.4015827392,2500000,545.4213669792,0.007316359378819571,low,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,38728439.1216,115254.2373,77.45687824320001,2500000,1045.6678562832003,0.007316359378819571,baseline,subscribers_low
Starlink,4425,15470345.3724,115254.2373,30.9406907448,2500000,417.6993250548,0.007316359378819571,low,subscribers_low
Starlink,4425,20200791.3696,115254.2373,40.4015827392,2500000,545.4213669792,0.007316359378819571,low,subscribers_low
Starlink,4425,73365039.396,115254.2373,146.730078792,2500000,1980.8560636920001,0.007316359378819571,high,subscribers_low
OneWeb,648,1479108.7918,787037.037,14.791087918,500000,199.679686893,0.0014632718759834047,low,subscribers_low
OneWeb,648,2316161.6306,787037.037,23.161616306,500000,312.681820131,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1479108.7918,787037.037,14.791087918,500000,199.679686893,0.0014632718759834047,low,subscribers_low
OneWeb,648,1479108.7918,787037.037,14.791087918,500000,199.679686893,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,7440368.0268,787037.037,74.403680268,500000,1004.449683618,0.0014632718759834047,high,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,5137639.6539,787037.037,51.376396539000005,500000,693.5813532765002,0.0014632718759834047,high,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,4463861.54,787037.037,44.6386154,500000,602.6213078999999,0.0014632718759834047,high,subscribers_low
OneWeb,648,4939454.2971,787037.037,49.394542971,500000,666.8263301085001,0.0014632718759834047,high,subscribers_low
OneWeb,648,5137639.6539,787037.037,51.376396539000005,500000,693.5813532765002,0.0014632718759834047,high,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1479108.7918,787037.037,14.791087918,500000,199.679686893,0.0014632718759834047,low,subscribers_low
OneWeb,648,4463861.54,787037.037,44.6386154,500000,602.6213078999999,0.0014632718759834047,high,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,4463861.54,787037.037,44.6386154,500000,602.6213078999999,0.0014632718759834047,high,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1479108.7918,787037.037,14.791087918,500000,199.679686893,0.0014632718759834047,low,subscribers_low
OneWeb,648,1479108.7918,787037.037,14.791087918,500000,199.679686893,0.0014632718759834047,low,subscribers_low
OneWeb,648,4939454.2971,787037.037,49.394542971,500000,666.8263301085001,0.0014632718759834047,high,subscribers_low
OneWeb,648,4290919.2876,787037.037,42.909192876000006,500000,579.2741038260001,0.0014632718759834047,high,subscribers_low
OneWeb,648,2316161.6306,787037.037,23.161616306,500000,312.681820131,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1479108.7918,787037.037,14.791087918,500000,199.679686893,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1479108.7918,787037.037,14.791087918,500000,199.679686893,0.0014632718759834047,low,subscribers_low
OneWeb,648,4939454.2971,787037.037,49.394542971,500000,666.8263301085001,0.0014632718759834047,high,subscribers_low
OneWeb,648,2316161.6306,787037.037,23.161616306,500000,312.681820131,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1479108.7918,787037.037,14.791087918,500000,199.679686893,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1479108.7918,787037.037,14.791087918,500000,199.679686893,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,8016047.515,787037.037,80.16047515,500000,1082.166414525,0.0014632718759834047,high,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,5371813.0541,787037.037,53.718130541,500000,725.1947623034999,0.0014632718759834047,high,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,4290919.2876,787037.037,42.909192876000006,500000,579.2741038260001,0.0014632718759834047,high,subscribers_low
OneWeb,648,4939454.2971,787037.037,49.394542971,500000,666.8263301085001,0.0014632718759834047,high,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,6576844.6264,787037.037,65.768446264,500000,887.874024564,0.0014632718759834047,high,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,5137639.6539,787037.037,51.376396539000005,500000,693.5813532765002,0.0014632718759834047,high,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,4463861.54,787037.037,44.6386154,500000,602.6213078999999,0.0014632718759834047,high,subscribers_low
OneWeb,648,4463861.54,787037.037,44.6386154,500000,602.6213078999999,0.0014632718759834047,high,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,5137639.6539,787037.037,51.376396539000005,500000,693.5813532765002,0.0014632718759834047,high,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1479108.7918,787037.037,14.791087918,500000,199.679686893,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,2316161.6306,787037.037,23.161616306,500000,312.681820131,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,5137639.6539,787037.037,51.376396539000005,500000,693.5813532765002,0.0014632718759834047,high,subscribers_low
OneWeb,648,6173867.7343,787037.037,61.738677343,500000,833.4721441305,0.0014632718759834047,high,subscribers_low
OneWeb,648,1479108.7918,787037.037,14.791087918,500000,199.679686893,0.0014632718759834047,low,subscribers_low
OneWeb,648,4463861.54,787037.037,44.6386154,500000,602.6213078999999,0.0014632718759834047,high,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1479108.7918,787037.037,14.791087918,500000,199.679686893,0.0014632718759834047,low,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,8016047.515,787037.037,80.16047515,500000,1082.166414525,0.0014632718759834047,high,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
OneWeb,648,2835709.4408,787037.037,28.357094408,500000,382.82077450799994,0.0014632718759834047,baseline,subscribers_low
OneWeb,648,1132742.8904,787037.037,11.327428904,500000,152.92029020400003,0.0014632718759834047,low,subscribers_low
Kuiper,3236,23133011.3109,157601.9778,77.110037703,1500000,1040.9855089905,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,63962336.0076,157601.9778,213.207786692,1500000,2878.3051203420005,0.004389815626359551,high,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,23133011.3109,157601.9778,77.110037703,1500000,1040.9855089905,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,61662456.7534,157601.9778,205.54152251133334,1500000,2774.810553903,0.004389815626359551,high,subscribers_low
Kuiper,3236,51312968.8888,157601.9778,171.04322962933335,1500000,2309.083599996,0.004389815626359551,high,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,49333572.4606,157601.9778,164.44524153533334,1500000,2220.010760727,0.004389815626359551,high,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,42856218.5633,157601.9778,142.85406187766665,1500000,1928.5298353485,0.004389815626359551,high,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,23133011.3109,157601.9778,77.110037703,1500000,1040.9855089905,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,23133011.3109,157601.9778,77.110037703,1500000,1040.9855089905,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,23133011.3109,157601.9778,77.110037703,1500000,1040.9855089905,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,23133011.3109,157601.9778,77.110037703,1500000,1040.9855089905,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,42856218.5633,157601.9778,142.85406187766665,1500000,1928.5298353485,0.004389815626359551,high,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,49333572.4606,157601.9778,164.44524153533334,1500000,2220.010760727,0.004389815626359551,high,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,44583516.4049,157601.9778,148.61172134966665,1500000,2006.2582382204996,0.004389815626359551,high,subscribers_low
Kuiper,3236,23133011.3109,157601.9778,77.110037703,1500000,1040.9855089905,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,49333572.4606,157601.9778,164.44524153533334,1500000,2220.010760727,0.004389815626359551,high,subscribers_low
Kuiper,3236,74311823.8721,157601.9778,247.70607957366664,1500000,3344.0320742444997,0.004389815626359551,high,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,71436969.601,157601.9778,238.12323200333333,1500000,3214.6636320449998,0.004389815626359551,high,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,44583516.4049,157601.9778,148.61172134966665,1500000,2006.2582382204996,0.004389815626359551,high,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,44583516.4049,157601.9778,148.61172134966665,1500000,2006.2582382204996,0.004389815626359551,high,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,49333572.4606,157601.9778,164.44524153533334,1500000,2220.010760727,0.004389815626359551,high,subscribers_low
Kuiper,3236,80061511.6005,157601.9778,266.871705335,1500000,3602.7680220224997,0.004389815626359551,high,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,23133011.3109,157601.9778,77.110037703,1500000,1040.9855089905,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,49333572.4606,157601.9778,164.44524153533334,1500000,2220.010760727,0.004389815626359551,high,subscribers_low
Kuiper,3236,91326209.7485,157601.9778,304.4206991616667,1500000,4109.6794386825,0.004389815626359551,high,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,23133011.3109,157601.9778,77.110037703,1500000,1040.9855089905,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,71436969.601,157601.9778,238.12323200333333,1500000,3214.6636320449998,0.004389815626359551,high,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,65687250.6516,157601.9778,218.957502172,1500000,2955.9262793219996,0.004389815626359551,high,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,11313454.8305,157601.9778,37.71151610166667,1500000,509.1054673725,0.004389815626359551,low,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,54762808.584,157601.9778,182.54269528,1500000,2464.3263862800004,0.004389815626359551,high,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,44583516.4049,157601.9778,148.61172134966665,1500000,2006.2582382204996,0.004389815626359551,high,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,42856218.5633,157601.9778,142.85406187766665,1500000,1928.5298353485,0.004389815626359551,high,subscribers_low
Kuiper,3236,14772827.3157,157601.9778,49.242757719000004,1500000,664.7772292065001,0.004389815626359551,low,subscribers_low
Kuiper,3236,28322085.6492,157601.9778,94.406952164,1500000,1274.493854214,0.004389815626359551,baseline,subscribers_low
Kuiper,3236,49333572.4606,157601.9778,164.44524153533334,1500000,2220.010760727,0.004389815626359551,high,subscribers_low
