,constellation,aluminium_oxide_emissions,sulphur_oxide_emissions,carbon_oxide_emissions,cfc_gases_emissions,particulate_matter_emissions,photochemical_oxidation_emissions,starlink_aluminium_emissions,starlink_sulphur_emissions,starlink_carbon_emissions,starlink_cfc_emissions,starlink_particulate_emissions,starlink_oxidation_emissions,starlink_total_emissions,oneweb_aluminium_emissions,oneweb_sulphur_emissions,oneweb_carbon_emissions,oneweb_cfc_emissions,oneweb_particulate_emissions,oneweb_oxidation_emissions,oneweb_total_emissions,kuiper_aluminium_emissions,kuiper_sulphur_emissions,kuiper_carbon_emissions,kuiper_cfc_emissions,kuiper_particulate_emissions,kuiper_oxidation_emissions,kuiper_total_emissions
2281,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2282,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2283,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2284,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2285,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2286,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2287,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2288,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2289,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2290,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2291,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2292,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2293,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2294,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2295,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2296,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2297,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2298,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2299,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2300,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2301,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2302,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2303,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2304,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2305,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2306,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2307,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2308,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2309,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2310,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2311,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2312,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2313,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2314,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2315,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2316,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2317,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2318,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2319,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2320,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2321,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2322,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2323,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2324,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2325,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2326,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2327,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2328,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2329,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2330,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2331,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2332,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2333,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2334,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2335,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2336,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2337,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2338,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2339,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2340,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2341,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2342,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2343,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2344,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2345,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2346,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2347,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2348,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2349,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2350,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2351,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2352,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2353,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2354,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2355,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2356,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2357,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2358,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2359,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2360,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2361,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2362,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2363,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2364,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2365,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2366,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2367,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2368,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2369,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2370,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2371,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2372,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2373,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2374,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2375,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2376,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2377,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2378,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2379,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2380,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2381,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2382,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2383,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2384,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2385,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2386,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2387,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2388,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2389,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2390,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2391,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2392,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2393,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2394,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2395,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2396,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2397,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2398,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2399,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2400,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2401,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2402,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2403,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2404,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2405,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2406,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2407,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2408,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2409,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2410,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2411,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2412,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2413,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2414,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2415,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2416,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2417,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2418,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2419,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2420,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2421,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
2422,OneWeb,7.36,5.152,1854.72,103.04,8.9792,134.222848,,,,,,,,147.20000000000002,103.04,37094.4,2060.8,179.584,2684.45696,42269.48096000001,,,,,,,
2423,Kuiper,158410.0,65176.43,54360.0,86728.6,158980.878,6313.124,,,,,,,,,,,,,,,8554140.0,3519527.22,2935440.0,4683344.4,8584967.412,340908.696,28618327.728
2424,Starlink,24418.5,341.859,171906.24,6837.18,24525.9414,12246.756816000005,1806969.0,25297.566,12721061.76,505951.32,1814919.6636,906260.0043840003,17780459.313984,,,,,,,,,,,,,,
